row-number,field,issue-type,value
18,PermissionDate,date,2019-08-16 and 2019-08-22
53,PermissionDate,date,2018-12-13 and 2020-03-25
68,NetDwellingsRangeTo,default,10
86,PermissionDate,date,2019-05-17 and 2019-06-20
89,PermissionDate,date,2018-02-14 and 2019-11-27
90,PermissionDate,date,2018-05-17 and 2020-10-19
96,PermissionDate,date,2017-05-22 and 2019-04-25
97,PermissionDate,date,2019-11-21 and 2020-10-23
106,"GeoX,GeoY",out of range,"8524143.00,160229.00"
107,PermissionDate,date,2020-06-12 and 2020-09-18
108,PermissionDate,date,2020-06-18 and 2020-06-17
109,PermissionDate,date,2020-12-11 and 2020-03-16
111,NetDwellingsRangeFrom,default,30
112,LastUpdatedDate,default,2020-12-31
