row-number,field,issue-type,value
1,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
1,LastUpdatedDate,default,2020-03-28
2,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
2,LastUpdatedDate,default,2020-03-28
3,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
3,LastUpdatedDate,default,2020-03-28
4,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
4,LastUpdatedDate,default,2020-03-28
5,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
5,LastUpdatedDate,default,2020-03-28
6,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
6,LastUpdatedDate,default,2020-03-28
7,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
7,LastUpdatedDate,default,2020-03-28
8,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
8,LastUpdatedDate,default,2020-03-28
9,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
9,LastUpdatedDate,default,2020-03-28
10,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
10,LastUpdatedDate,default,2020-03-28
11,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
11,LastUpdatedDate,default,2020-03-28
12,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
12,LastUpdatedDate,default,2020-03-28
13,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
13,LastUpdatedDate,default,2020-03-28
14,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
14,LastUpdatedDate,default,2020-03-28
15,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
15,LastUpdatedDate,default,2020-03-28
16,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
16,LastUpdatedDate,default,2020-03-28
17,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
17,LastUpdatedDate,default,2020-03-28
18,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
18,LastUpdatedDate,default,2020-03-28
19,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
19,LastUpdatedDate,default,2020-03-28
20,OrganisationURI,opendatacommunities-uri,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register
20,LastUpdatedDate,default,2020-03-28
