row-number,field,issue-type,value
1,PlanningHistory,uri,Permission reference 6/2018/0171/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/0171/MAJ
2,PlanningHistory,uri,Assessed in 2016 HELAA - Site Pea02c | Proposed allocation in Submission Local Plan - Site SDS4
3,PlanningHistory,uri,Assessed in 2016 HELAA - Site HW100 | Proposed allocation in Submission Local Plan - Site MUS3|Application submitted - permission reference 6/2019/1067/MAJ
4,PlanningHistory,uri,Permission reference 6/2016/1975/RM | https://planning.welhat.gov.uk/Planning/Display/6/2016/1975/RM
5,PlanningHistory,uri,Permission reference 6/2016/1739/MAJ | http://planning.welhat.gov.uk/Planning/Display/6/2016/1739/MAJ
6,PlanningHistory,uri,Permission reference 6/2018/3110/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/3110/MAJ
7,PlanningHistory,uri,Assessed in 2016 HELAA - Site Han40 | Proposed allocation in Submission Local Plan - Site MUS1
8,PlanningHistory,uri,Permission reference 6/2017/1641/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2017/1641/MAJ
9,PlanningHistory,uri,Allowed on appeal - reference 6/2017/0848/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2017/0848/MAJ
10,PlanningHistory,uri,Permission reference 6/2018/0685/PN11 | https://planning.welhat.gov.uk/Planning/Display/6/2018/0685/PN11
11,PlanningHistory,uri,Assessed in 2016 HELAA - Site HC100b | Proposed allocation in Submission Local Plan - Site MUS2
12,PlanningHistory,uri,Assessed in 2016 HELAA - Site HE23 | Proposed allocation in Submission Local Plan - Site HS14
13,PlanningHistory,uri,Permission reference 6/2019/0018/PN11 | https://planning.welhat.gov.uk/Planning/Display/6/2019/0018/PN11
14,PlanningHistory,uri,Permission reference 6/2017/2104/MAJ | http://planning.welhat.gov.uk/Planning/Display/6/2017/2104/MAJ
15,PlanningHistory,uri,Permission reference 6/2016/2624/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2016/2624/FULL
16,PlanningHistory,uri,Permission reference 6/2018/2809/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/2809/MAJ
17,PlanningHistory,uri,Permission reference 6/2017/1568/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2017/1568/MAJ
18,PlanningHistory,uri,Permission reference 6/2016/1882/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2016/1882/FULL
19,PlanningHistory,uri,Assessed in 2016 HELAA - Site Pea08 | Proposed allocation in Submission Local Plan - Site HS3
20,PlanningHistory,uri,Permission reference 6/2016/2690/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2016/2690/MAJ
21,PlanningHistory,uri,Permission reference 6/2016/2497/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2016/2497/MAJ
22,PlanningHistory,uri,Assessed in 2016 HELAA - Site Pea24 | Proposed allocation in Submission Local Plan - Site HS8
23,PlanningHistory,uri,Permission reference 6/2015/2213/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2015/2213/MAJ
24,PlanningHistory,uri,Permission reference S6/2014/1541/MA | https://planning.welhat.gov.uk/Planning/Display/S6/2014/1541/MA
25,PlanningHistory,uri,Permission reference S6/2011/1994/MA | https://planning.welhat.gov.uk/Planning/Display/S6/2011/1994/MA
26,PlanningHistory,uri,Permission reference 6/2017/0525/PN11 |https://planning.welhat.gov.uk/Planning/Display/6/2017/0525/PN11
27,PlanningHistory,uri,Assessed in 2016 HELAA - Site Hol19 | Proposed allocation in Submission Local Plan - Site HS5
28,PlanningHistory,uri,Permission reference 6/2017/1176/PN11 | https://planning.welhat.gov.uk/Planning/Display/6/2017/1176/PN11
29,PlanningHistory,uri,Permission reference 6/2018/1810/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/1810/MAJ
30,PlanningHistory,uri,Assessed in 2016 HELAA - Site HS31 | Proposed allocation in Submission Local Plan - Site HS10
31,PlanningHistory,uri,Permission reference 6/2018/1067/PN11 | https://planning.welhat.gov.uk/Planning/Display/6/2018/1067/PN11
32,PlanningHistory,uri,Permission reference 6/2016/0887/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2016/0887/MAJ
33,PlanningHistory,uri,Permission reference N6/2013/2727/DE | https://planning.welhat.gov.uk/Planning/Display/N6/2013/2727/DE
34,PlanningHistory,uri,Permission reference N6/2014/0208/DE | https://planning.welhat.gov.uk/Planning/Display/N6/2014/0208/DE
35,PlanningHistory,uri,Assessed in 2016 HELAA - Site HC11
36,PlanningHistory,uri,Permission reference 6/2018/1029/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2018/1029/FULL
37,PlanningHistory,uri,Permission reference 6/2018/1057/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2018/1057/FULL
38,PlanningHistory,uri,Permission reference 6/2016/0168/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2016/0168/FULL
39,PlanningHistory,uri,Permission reference 6/2017/2107/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2017/2107/FULL
40,PlanningHistory,uri,Permission reference 6/2018/1996/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2018/1996/FULL
41,PlanningHistory,uri,Permission reference 6/2018/3140/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2018/3140/FULL
42,PlanningHistory,uri,Permission reference 6/2018/0598/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/0598/MAJ
43,PlanningHistory,uri,Permission reference 6/2018/2085/FULL |https://planning.welhat.gov.uk/Planning/Display/6/2018/2085/FULL
44,PlanningHistory,uri,Permission reference 6/2018/2863/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2018/2863/FULL
45,PlanningHistory,uri,Permission reference 6/2017/0546/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2017/0546/FULL
46,PlanningHistory,uri,Permission reference 6/2016/0946/RM | https://planning.welhat.gov.uk/Planning/Display/6/2016/0946/RM
47,PlanningHistory,uri,Permission reference N6/2015/1131/FP | https://planning.welhat.gov.uk/Planning/Display/N6/2015/1131/FP
48,PlanningHistory,uri,Assessed in 2016 HELAA - Site Hol20
49,PlanningHistory,uri,Allowed on appeal - reference 6/2017/1902/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2017/1902/FULL
50,PlanningHistory,uri,Permission reference 6/2016/1778/FULL |https://planning.welhat.gov.uk/Planning/Display/6/2016/1778/FULL
51,PlanningHistory,uri,Permission reference 6/2015/1983/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2015/1983/FULL
52,PlanningHistory,uri,Permission reference 6/2015/1984/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2015/1984/FULL
53,PlanningHistory,uri,Permission reference 6/2018/0534/FULL | https://planning.welhat.gov.uk/Planning/Display/6/2018/0534/FULL
