site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"14 Bath Road And Land To Rear Of 12-24 Bath Road, Old Town",yes,,2020-03-10,,0.13,12,12,Currently under-construction at the time of visiting the site in September 2019,local-authority-eng:SWD,,2015-02-03,,permissioned,full planning permission,18HMR005,,
"Abbey Stadium, Lady Lane, Swindon (Residual)",yes,,2020-03-10,,6.4,171,171,Currently under-construction at the time of visiting the site in September 2019,local-authority-eng:SWD,,2015-04-02,,permissioned,outline planning permission,18HMR006,,
"Land At Clevedon House, 29 Woodland View, Wroughton",yes,,2020-03-10,,0.6,10,10,,local-authority-eng:SWD,,2015-08-04,,permissioned,outline planning permission,18HMR010,,
"Land At Nursery Close, Wroughton, Swindon",yes,30-Sep-19,2020-03-10,,0.08,5,5,All constructed and complete,local-authority-eng:SWD,,2015-11-26,,permissioned,full planning permission,18HMR012,,
"3-5 Lagos Street, Swindon, SN1 2BU",yes,,2020-03-10,,0.12,8,8,The site is under construction at the time of visiting the site in September 2019,local-authority-eng:SWD,,2016-11-03,,permissioned,full planning permission,18HMR015,,
44 Victoria Road Old Town Swindon SN1 3AY,yes,,2020-03-10,,0.01,5,5,,local-authority-eng:SWD,,2017-09-12,,permissioned,full planning permission,18HMR016,,
"Abbeymeads Medical Practice, Elstree Way, Abbey Meads, Swindon",yes,,2020-03-10,,0.19,7,7,The site is under construction at the time of visiting the site in September 2019,local-authority-eng:SWD,,2016-06-21,,permissioned,full planning permission,18HMR019,,
"The Quadrant, Stonehill Green, Swindon",yes,30-Sep-19,2020-03-10,,0.62,100,100,All constructed and complete,local-authority-eng:SWD,,2016-03-11,,permissioned,full planning permission,18HMR023,,
"Minerva House, Delta 800, Welton Road, Westlea, Swindon",yes,,2020-03-10,,0.42,38,38,,local-authority-eng:SWD,,2016-06-02,,permissioned,other,18HMR024,,
"Land At Abbey Farm, Tadpole Lane Blunsdon St. Andrew Swindon",yes,,2020-03-10,,0.076,6,6,,local-authority-eng:SWD,,2018-01-10,,permissioned,full planning permission,18HMR025,,
"Former Hertz Rent A Car, Hyde Road, Stratton St Margaret, Swindon",yes,,2020-03-10,,0.23,19,19,,local-authority-eng:SWD,,2013-12-18,,permissioned,outline planning permission,18HMR027,,
South Marston Hotel And Spa Old Vicarage Lane South Marston Swindon SN3 4SH,yes,,2020-03-10,,2.49,69,69,The site is under construction at the time of visiting the site in September 2019,local-authority-eng:SWD,,2017-10-27,,permissioned,full planning permission,18HMR029,,
"28 & 29 Newport Street, Old Town, Swindon",yes,,2020-03-10,,0.02,6,6,The site was under construction at the time of visiting in September 2019,local-authority-eng:SWD,,2016-05-06,,permissioned,full planning permission,18HMR038,,
"Selina House 192 Oxford Road, Stratton St Margaret, Swindon, SN3 4HA",yes,,2020-03-10,,0.153,8,8,The site was under construction at the time of visiting in September 2019,local-authority-eng:SWD,,2018-02-08,,permissioned,full planning permission,18HMR045,,
"Union Square, Swindon",yes,,2020-03-10,,10.18,405,405,,local-authority-eng:SWD,,2012-05-03,,permissioned,outline planning permission,18HMR049,,
"Land At Marlborough Park, Swindon",yes,,2020-03-10,,15.3,91,91,,local-authority-eng:SWD,,2017-04-10,,permissioned,full planning permission,18HMR050,,
"Former Garage & Land, Phillips Lane, Old Town, Swindon, SN1 4BH",yes,,2020-03-10,,0.19,37,37,,local-authority-eng:SWD,,2019-02-28,,permissioned,full planning permission,19HMR004,,
"Land Adjacent To Berkley Farm House, Swindon Road, Wroughton, Swindon, SN4 9AQ",yes,,2020-03-10,,0.287,4,4,,local-authority-eng:SWD,,2017-10-19,,permissioned,full planning permission,19HMR007,,
