site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"''Chesham Car and Van Sales, Bellingdon Road''",,,2018-12-10,,0.1,5,3,,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0008,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Wicks Garage, Rignall Road''",,,2018-12-10,,0.17,10,5,,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0031,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Coach Depot and Adjacent Land, Lycrome Road, Lye Green''",yes,,2018-12-10,,0.52,13,12,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0109,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Chalfont St Peter Youth Centre, Tithe Barn, Sandy Rise''",,,2018-12-10,,0.24,8,7,Any future development proposals should ensure that leisure and community facilities are reprovided.,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0128,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Epilepsy Society Site (Middle Site), Chesham Lane''",yes,,2018-12-10,,2.94,25,15,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:CHN,not owned by a public authority,,,pending decision,,CD0129,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Epilepsy Society Site (Debenham House and Land to Rear), Chalfont St Peter''",yes,,2018-12-10,,4.61,15,12,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0130,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Gold Hill Baptist Church, Gold Hill East, Chalfont St Peter''",yes,,2018-12-10,,0.23,13,13,"Redevelopment of site to create thirteen dwellings comprising change of use of church (Use Class D1) to form 6 apartments (Use Class C3) incorporating alteration to roof, erection of 4 new dwellings, refurbishment of existing dwelling and two flats, and associated landscaping and parking",local-authority-eng:CHN,not owned by a public authority,2018-05-02,,permissioned,full planning permission,CD0131,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Land at Springfield Industrial Estate, Springfield Road''",yes,,2018-12-10,,1.81,55,55,"Outline application for up to 55 residential units with associated access infrastructure and landscaping, refurbishment and retention of existing commercial units (Matters of access only to be considered at this stage)",local-authority-eng:CHN,not owned by a public authority,2107-10-19,,permissioned,outline planning permission,CD0145,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Area around Chalfont and Latimer Station, Little Chalfont''",,,2018-12-10,,0.62,31,25,,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0152,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''68 to 78 Elizabeth Avenue, Little Chalfont''",yes,,2018-12-10,,0.26,7,7,Redevelopment of site to provide a terrace of four dwellings and a three storey building comprising two retail units and six flats with associated vehicular accesses and parking,local-authority-eng:CHN,not owned by a public authority,2015-07-15,,permissioned,full planning permission,CD0153,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Rear of St Georges Church, White Lion Road, Little Chalfont''",yes,,2018-12-10,,0.41,10,6,,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0156,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Land Adjoining Chesham Station, Station Road''",,,2018-12-10,,0.18,13,7,,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0174,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Sycamore House, 1 Woodside Road, Amersham''",yes,,2018-12-10,,0.34,8,8,"Change of use of first and second floor gymnasium (Use Class D2) to provide eight apartments (5x2 bed, 3x1 bed), extension to enclose stairwell, first floor/second floor rear extension and new balconies and associated parking",local-authority-eng:CHN,not owned by a public authority,2015-04-13,,permissioned,full planning permission,CD0197,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Metro House, 37 to 47 Woodside Road, Amersham''",yes,,2018-12-10,,0.07,11,11,"Prior Notification Under Class J of Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 1995, as amended - change of use of first and second floors from office (use class b1(a)) to eleven residential units (use class c3)",local-authority-eng:CHN,not owned by a public authority,2014-05-28,,permissioned,other,CD0205,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Newland Park, Gorelands Lane, Chalfont St Giles''",yes,,2018-12-10,,41.56,309,309,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site to provide 309 dwellings (Use Class C3), including new build, conversion of existing student housing blocks, Grade II listed manor house and associated buildings",local-authority-eng:CHN,not owned by a public authority,2016-07-29,,permissioned,full planning permission,CD0209,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''90 Asheridge Road, Chesham''",yes,,2018-12-10,,2.73,142,142,"The office element of the consented scheme is protected by condition. Redevelopment of the site comprising demolition of existing substation and provision of 142 residential units (Use Class C3), car parking, landscaping and associated works",local-authority-eng:CHN,not owned by a public authority,2017-09-19,,permissioned,full planning permission,CD0211,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Victoria House, Victoria Road, Chesham''",yes,,2018-12-10,,0.01,7,7,"Prior Notification under Class P of Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) (England) Order 2015 - Change of use from storage or distribution buildings (Use Class B8) to seven residential units (Use Class C3)",local-authority-eng:CHN,not owned by a public authority,2015-09-01,,permissioned,other,CD0384,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Apex House, 31 Chiltern Avenue, Amersham''",yes,,2018-12-10,,0.06,8,8,Demolition of existing office building and erection of eight flats,local-authority-eng:CHN,not owned by a public authority,2017-12-15,,permissioned,full planning permission,CD0425,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''The Rose and Crown Public House, 264 Waterside, Chesham''",yes,,2018-12-10,,0.05,6,5,"Part two storey, part first floor side extensions and alterations to facilitate the change of use of site from a public house to create six residential units, laying of hardstanding and the creation of a new vehicular access",local-authority-eng:CHN,not owned by a public authority,2015-11-04,,permissioned,full planning permission,CD0427,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Car Park North of Chesham Station, Station Road''",,,2018-12-10,,0.38,25,13,Development proposals of the site should maintain existing levels of public and commuter parking as well as provide parking for any new development,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0438,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Chalfont and Latimer Station Car Park, Bedford Avenue''",,,2018-12-10,,2.34,80,40,Development proposals of the site should maintain existing levels of public and commuter parking as well as provide parking for any new development,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0439,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''William Moulder Court, Chesham''",yes,,2018-12-10,,0.55,15,6,Any future development proposals should address any potential implications on residential parking and highways,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0440,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Land West of Mount Nugent, Chesham''",yes,,2018-12-10,,0.3,9,6,Any future development proposals should address any potential implications on residential parking and highways,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0444,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Land off Shelley Road, Chesham''",yes,,2018-12-10,,0.22,12,7,Any future development proposals should address any potential implications on residential parking and highways,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0445,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Land on the frontage of Great Missenden Railway Station, ''",yes,,2018-12-10,,0.53,20,10,Development proposals of the site should retain and enhance interchange facilities and the station forecourt. Possible access from the site could be provided to other nearby development opportunities.,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0448,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Woodlands Farm, The Vale''",yes,,2018-12-10,,2.25,25,15,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals. Current permission only applies to part of the total site.. Demolition of existing Class B8 warehouses and redevelopment to provide 4 x 3 bedroom semi-detached dwellings and 1 x 4 bedroom detached dwelling, served by new and altered accesses",local-authority-eng:CHN,not owned by a public authority,2018-08-09,,permissioned,full planning permission,CD0459,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
"''Tunfield Farm, Hog Lane''",yes,,2018-12-10,,0.83,8,6,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0460,http://www.chiltern.gov.uk/planning/brownfieldregister,2017-12-08
Land to rear of 65 Denham Lane,,,2018-12-10,,0.28,2,2,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site to provide two dwellings with associated access and landscaping, and detached car-port structure",local-authority-eng:CHN,not owned by a public authority,2017-01-19,,permissioned,full planning permission,CD0461,http://www.chiltern.gov.uk/planning/brownfieldregister,2018-12-10
"12 - 14 High Street, Chesham",,,2018-12-10,,0.036,7,7,"Change of use of part ground floor from financial and professional services (Use Class A2) to dwellinghouses (Use Class C3) comprising 1 one bed flat, change of use of first floor from financial and professional services (Use Class A2) to dwellinghouses (Use Class C3) comprising 1 two bed flat and 2 one bed flats, erection of a second floor extension to facilitate two studio flats.",local-authority-eng:CHN,not owned by a public authority,2017-12-07,,permissioned,full planning permission,CD0462,http://www.chiltern.gov.uk/planning/brownfieldregister,2018-12-10
Hill Farm Industrial Estate,,,2018-12-10,,0.79,3,3,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Re-development of site to provide three detached dwellings with detached garages served by access from Hill Farm Lane with associated entrance gate and fencing,local-authority-eng:CHN,not owned by a public authority,2016-12-13,,permissioned,full planning permission,CD0463,http://www.chiltern.gov.uk/planning/brownfieldregister,2018-12-10
24A Red Lion Street (former Zion Hall),,,2018-12-10,,0.03,6,6,"Alterations and internal redevelopment of property known as Zion Hall, to create six residential units",local-authority-eng:CHN,not owned by a public authority,2018-03-09,,permissioned,full planning permission,CD0464,http://www.chiltern.gov.uk/planning/brownfieldregister,2018-12-10
Land at Burtons Timber Yard,,,2018-12-10,,0.34,2,2,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site to provide four detached chalet style dwellings,local-authority-eng:CHN,not owned by a public authority,2017-09-11,,permissioned,full planning permission,CD0465,http://www.chiltern.gov.uk/planning/brownfieldregister,2018-12-10
Land at Old Amersham Farm,,,2018-12-10,,0.39,9,9,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:CHN,not owned by a public authority,,,not permissioned,,CD0466,http://www.chiltern.gov.uk/planning/brownfieldregister,2018-12-10
