site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Methodist Chapel, Almley, Woonton, Herefordshire, HR3 6PY",,,2020-01-07,,0.08,,,Proposed conversion of a redundant chapel into a dwelling house.,local-authority-eng:HEF,,2010-06-25,,permissioned,full planning permission,101020,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=101020,
"Uphampton Farm, Belgate Lane, Uphampton Shobdon, Leominster, Herefordshire, HR6 9PA",,,2020-01-07,,0,,,"Proposed erection of an agricultural workers dwelling for the poultry~site at Uphampton Farm. (For DOC 3, 6, 8, 9 & 10 see 171072).",local-authority-eng:HEF,,2016-10-26,,permissioned,full planning permission,162384,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162384,
"Land at Bush House, Bush Bank, Herefordshire, HR4 8PQ",,,2020-01-07,,0,,,One proposed dwelling with garage and other associated works.,local-authority-eng:HEF,,2016-05-24,,permissioned,full planning permission,161067,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161067,
"Land at The Walled Garden, Bodenham Manor, Bodenham, Hereford, Herefordshire, HR1 3JS",,,2020-01-07,,0,,,Proposed demolition of former school building and erection of two~detached dwellings with associated detached garages.,local-authority-eng:HEF,,2015-06-08,,permissioned,full planning permission,151090,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=151090,
"Land at Wynmoor, Bodenham, Hereford, Herefordshire",,,2020-01-07,,0,,,Proposed reserved matters following outline approval 152415 (Proposed~site for 2 dwellings).,local-authority-eng:HEF,,2016-10-17,,permissioned,reserved matters approval,162438,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162438,
"Bodenham Manor, Bodenham, Hereford, Herefordshire",,,2020-01-07,,0.34,,,Demolition of former school buildings and erection of three detached~dwellings. (For DOC 3 4 6 7 see 173019),local-authority-eng:HEF,,2016-11-04,,permissioned,full planning permission,162506,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162506,
"The Forge, Bodenham, Herefordshire",,,2020-01-07,,0.44,,,Proposed conversion of redundant stables to form holiday accommodation,local-authority-eng:HEF,,2017-02-22,,permissioned,full planning permission,162618,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162618,
"The Annexe, The Croft, Swinmore, Munsley, Herefordshire",,,2020-01-07,,0.01,,,Change of use of property to a one bedroom Bed & Breakfast/self~catering accommodation.,local-authority-eng:HEF,,2017-03-01,,permissioned,full planning permission,164128,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=164128,
"Land at Ash Ingen Place, Bridstow, Ross-on-Wye, Herefordshire",,,2020-01-07,,0,,,Proposed conversion of redundant garage and store to dwelling.,local-authority-eng:HEF,,2016-01-15,,permissioned,full planning permission,152897,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=152897,
"Orles Barn Hotel, Old Nursery Close, Ross-on-Wye, Herefordshire, HR9 6AE",,,2020-01-07,,0.23,,,"Proposed erection of 4 no. new 4 bedroom dwellings, turning and~manoeuvring.",local-authority-eng:HEF,,2016-03-07,,permissioned,outline planning permission,153594,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153594,
