site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Grange Park Primary School, Calcott, Stirchley, Telford, Shropshire, TF3 1YQ",yes,,2016-12-01,,0.58,37,37,"Prior approval permission granted for demolition of the primary school under planning application TWC/2017/0506. Outline application for the demolition of the existing school buildings and erection of up to 37 dwellings together with associated open space, landscaping and infrastructure (all matters reserved). https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0808",local-authority-eng:TFW,owned by a public authority,2013-10-04,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0808,permissioned,outline planning permission,BR3,http://www.telford.gov.uk/downloads/file/6576/br3_-_grange_park_primary_school,2016-12-01
"Sutherland Co Operative Academy, Gibbons Road, Trench, Telford, Shropshire, TF2 7JR",yes,,2018-11-26,,5.29,123,123,"Reserved matters application TWC/2018/0865 submitted on 18/10/2018. Demolition determination permitted development granted under TWC/2015/0208.. Outline planning permission for the erection of up to 123no. dwellings together with open space, sports pitches, landscaping and associated infrastructure, and the demolition of the existing school buildings with all matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0861",local-authority-eng:TFW,owned by a public authority,2016-05-31,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0861,permissioned,outline planning permission,BR4,http://www.telford.gov.uk/downloads/file/6577/br4_-_sutherland_cooperative_academy,2016-12-01
"Land at Park Road, Dawley Bank, Telford, Shropshire",yes,,2016-12-01,,0.54,20,20,Outline application for 100% affordable residential development with all matters reserved for subsequent approval.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2010/0502,local-authority-eng:TFW,owned by a public authority,2010-11-23,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2010/0502,permissioned,outline planning permission,BR5,http://www.telford.gov.uk/downloads/file/6578/br5_-_land_at_park_road_dawley_bank,2016-12-01
"Land back of Constitutional Hill, College, Masonic Building Constitution Hill, Wellington, Telford, Shropshire, TF1 3AY",yes,,2018-11-26,,0.253,4,4,"Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053 Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286",local-authority-eng:TFW,not owned by a public authority,2018-05-25,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286,permissioned,reserved matters approval,BR6,http://www.telford.gov.uk/downloads/file/6579/br6_-_land_back_of_constitutional_hil,2016-12-01
"Old Park 1, Old Park Way",,,2016-12-01,,6,200,200,Full permission granted for importation of clean soil to test ground stability TWC/2016/1119. LDO being progressed on site and 6.0ha is the proposed residential area.,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR10,http://www.telford.gov.uk/downloads/file/6580/br10_-_old_park_1_old_park_way,2016-12-01
"Land off Garfield Road, Mossey Green",yes,,2016-12-01,,1.052,30,30,Site is part of planning application TWC/2015/0369 for 45 dwellings. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,local-authority-eng:TFW,not owned by a public authority,2015-12-04,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0369,permissioned,outline planning permission,BR11,http://www.telford.gov.uk/downloads/file/6581/br11_-_land_off_garfield_road_mossey_green,2016-12-01
Land East of Fence Road,,,2016-12-01,,0.43,13,13,,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR13,http://www.telford.gov.uk/downloads/file/6582/br13_-_land_east_of_fence_road,2016-12-01
"Granville Site, Donnington",,,2018-11-26,,15.24,350,350,Part of the site is a Local development Order proposed by the Council.. Part of the site is a Local development Order proposed by the Council.,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR14,http://www.telford.gov.uk/downloads/file/6583/br14_-_granville_donnington,2016-12-01
"Land fronting south side of Water Lane, Newport Shropshire TF10 7LD",,,2017-12-01,,1.38,67,67,Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0589,local-authority-eng:TFW,not owned by a public authority,,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2016/0589,pending decision,full planning permission,BR15,http://www.telford.gov.uk/downloads/file/6584/br15_-_land_fronting_south_side_of_water_lane,2016-12-01
"Old Park 2, Colliersway",,,2016-12-01,,6.571,78,78,Site allocated in the emerging Local Plan,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR16,http://www.telford.gov.uk/downloads/file/6585/br16_-_old_park_2_colliersway,2016-12-01
"Land at Mossey Green Land off Garfield Road, Red Lake, Ketley Bank, Telford, Shropshire",yes,,2017-12-01,,0.607,20,20,Site has outline permission for erection of up to 45no. dwellings with all matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,local-authority-eng:TFW,not owned by a public authority,2015-12-04,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2015/0369,permissioned,outline planning permission,BR17,http://www.telford.gov.uk/downloads/file/6586/br17_-_land_at_mossey_green_land_off_garfield_road,2016-12-01
88-102 Potters Bank Holyhead Road Ketley Telford Shropshire,yes,,2017-12-01,,0.64,12,12,Planning application submitted for erection of 10no. dwellings with associated garages and access.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2015/1097,local-authority-eng:TFW,not owned by a public authority,2017-02-27,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/1097,permissioned,full planning permission,BR18,http://www.telford.gov.uk/downloads/file/6587/br18_-_88-102_potters_bank_holyhead_road_ketley,2016-12-01
"British Sugar, Allscott, Telford, Shropshire",yes,,2016-12-01,,30.279,470,470,"Site now has planning permission for a mixture of uses including upto 470 dwellings, retail and a new primary school (TWC/2014/0113).. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2014/0113",local-authority-eng:TFW,not owned by a public authority,2016-05-09,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2014/0113,permissioned,outline planning permission,BR20,http://www.telford.gov.uk/downloads/file/6588/br20_-_british_sugar_allscott,2016-12-01
"The Former Phoenix Secondary School, Manor Road, Dawley, Telford, Shropshire, TF4 3DZ",,,2016-12-01,,2.7,231,231,A Local Development Order (LDO) for residential development is being progressed on the site.,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR21,http://www.telford.gov.uk/downloads/file/6589/br21_-_the_former_phoenix_secondary_school,2016-12-01
"The Charlton School, Severn Drive, Dothill, Telford, Shropshire, TF1 3LE",yes,,2018-11-26,,2.016,200,200,Outline application TWC/2018/0701 for up to 200 dwellings submitted.,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR22,http://www.telford.gov.uk/downloads/file/6590/br22_-_the_charlton_school_severn_drive,2016-12-01
"Concrete works, Pioneer Yard, Lightmoor Road, Lightmoor, Telford, Shropshire",yes,,2017-12-01,,2.015,52,52,Outline application for the erection of 52no. dwellings and associated access with all other matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0107,local-authority-eng:TFW,not owned by a public authority,2017-08-29,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0369,permissioned,outline planning permission,BR23,http://www.telford.gov.uk/downloads/file/6591/br23_-_concrete_works_pioneer_yard_lightmoor_road,2016-12-01
"Land at Crudgington Dairy Crest Ltd, Crudgington, Telford, Shropshire, TF6 6HY",yes,,2018-11-26,,6.611,111,111,Reserved matters application TWC/2018/0760 submitted.. Outline application for the demolition of existing commercial buildings and erection of 111no. dwellings.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0157,local-authority-eng:TFW,not owned by a public authority,2015-11-13,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0157,permissioned,outline planning permission,BR24,http://www.telford.gov.uk/downloads/file/6592/br24_-_land_at_crudgington_dairy_crest_ltd,2016-12-01
"The Former Swan Centre, Grange Avenue, Stirchley, Telford, Shropshire, TF3 1UP",yes,,2016-12-01,,0.708,21,21,"Site is allocated in the emerging Local Plan. Outline application with all matters reserved for residential development for up to 21 dwellings together with associated open space, landscaping and infrastructure. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2013/0809",local-authority-eng:TFW,owned by a public authority,2017-04-24,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0809,permissioned,outline planning permission,BR26,http://www.telford.gov.uk/downloads/file/6593/br26_-_the_former_swan_centre,2016-12-01
"Langley & St Leonardís, Spout Lane, Malinslee",,,2018-11-26,,0.26,15,15,Site is part of CTAAP allocation. Full planning application TWC/2018/0977 for 9 single storey dwellings submitted.,local-authority-eng:TFW,owned by a public authority,,,Not permissioned,,BR27,http://www.telford.gov.uk/downloads/file/6594/br27_-_langley_and_st_leonard_s_spout_lane_malinslee,2017-12-01
Former Johnstone Pipes Enstone Precast,yes,,2017-12-01,,17.8,268,268,"Site is part of outline planning permission TWC/2012/0650. TWC/2016/0293 is the reserved matters approval.. Reserved matters application for the erection of 268 dwellings including appearance, landscaping, layout and scale (pursuant to outline application TWC/2012/0650). https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0293",local-authority-eng:TFW,not owned by a public authority,2017-06-30,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2016/0293,permissioned,reserved matters approval,BR28,http://www.telford.gov.uk/downloads/file/6595/br28_-_former_johnstone_pipes_enstone_precast,2017-12-01
Maxell Expansion Land,yes,,2018-11-26,,5.53,138,138,"Reserved matters TWC/2018/0360 for part of the site submitted.. Site is part of Outline application for the erection of a mixed use development comprising of up to 495no. dwellings (Use Class C3), a local centre (Use Class A1) and public open space with associated access and landscaping following the demolition of existing factory (All other matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2014/0746",local-authority-eng:TFW,not owned by a public authority,2015-09-30,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2014/0746,permissioned,outline planning permission,BR29,http://www.telford.gov.uk/downloads/file/6596/br29_-_maxell_expansion_land,2017-12-01
