site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land East of Seaton Road, Glaston",yes,,2017-12-22,,0.27,12,10,,local-authority-eng:RUT,not owned by a public authority,,,not permissioned,,LPR/GLA/01 (part of),,2017-12-22
"The Crescent, High Street, Ketton",yes,,2017-12-22,,1.31,45,37,,local-authority-eng:RUT,not owned by a public authority,,,pending decision,,Policy SP2. site H7,,2017-12-22
"part of The White Horse Inn, Morcott",yes,,2017-12-22,,0.18,5,1,,local-authority-eng:RUT,not owned by a public authority,,,not permissioned,,LPR/MOR/01 (part of),,2017-12-22
"Pinfold Close, North Luffenham",yes,,2017-12-22,,0.21,8,6,,local-authority-eng:RUT,not owned by a public authority,,,not permissioned,,LPR/NOR/02,,2017-12-22
"Land adjacent to Holme Farm, Tinwell",yes,,2017-12-22,,0.18,6,5,,local-authority-eng:RUT,not owned by a public authority,,,not permissioned,,LPR/TIN/01 (part of),,2017-12-22
