site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Chandlers BMW Site Water Lane Angmering,yes,,2017-11-10,,0.5,20,18,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,A1513,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=506931&y=104424&resolution=1.0&MapName=Helaa,2017-11-10
S&G Motors Arundel Road Walberton,yes,,2017-11-10,,0.75,28,26,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,HP3,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=495930&y=106877&resolution=1.0&MapName=Helaa,2017-11-10
Patterson Wilson Road Littlehampton,yes,,2017-11-10,,0.54,16,14,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,LU33,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503132&y=102415&resolution=1.0&MapName=Helaa,2017-11-10
Meadowfield House Littlehampton,yes,,2017-11-10,,0.35,13,11,,local-authority-eng:ARU,owned by a public authority,,,not permissioned,,LU33a,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503151&y=102381&resolution=1.0&MapName=Helaa,2017-11-10
Bartons County Infants School Romney Broadwalk Bersted,yes,,2017-11-10,,0.59,17,15,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,NEWBE10,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=492543&y=100908&resolution=1.0&MapName=Helaa,2017-11-10
Electronic Sub Station Ford Road Arundel,yes,,2017-11-10,,0.43,38,36,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,115,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501295&y=106735&resolution=1.0&MapName=Helaa,2017-11-10
Regis Centre Site The Esplanade Bognor Regis,yes,,2017-11-10,,1.57,100,90,,local-authority-eng:ARU,owned by a public authority,,,not permissioned,,BR19,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493742&y=98964&resolution=1.0&MapName=Helaa,2017-11-10
Former Hospital Site Fitzalan Road / Church Street Littlehampton,yes,,2017-11-10,,0.54,16,14,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,NEWLU40,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503144&y=102037&resolution=1.0&MapName=Helaa,2017-11-10
Hothampton Car Park The Queensway Bognor Regis,yes,,2017-11-10,,1.33,85,75,,local-authority-eng:ARU,mixed ownership,,,not permissioned,,BR5,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493351&y=99130&resolution=1.0&MapName=Helaa,2017-11-10
St Martins Car Park & Former Waitrose Littlehampton,yes,,2017-11-10,,2.2,75,65,,local-authority-eng:ARU,mixed ownership,,,not permissioned,,PS12,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502798&y=102243&resolution=1.0&MapName=Helaa,2017-11-10
Covers Richmond Road Bognor Regis,yes,,2017-11-10,,1.19,34,32,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,BR10,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493518&y=99507&resolution=1.0&MapName=Helaa,2017-11-10
Littlehampton - West Bank,yes,,2017-11-10,,8.46,620,390,,local-authority-eng:ARU,mixed ownership,,,not permissioned,,17LU9,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501957&y=102175&resolution=1.0&MapName=Helaa,2017-11-10
