site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Union Street West Car Park, Union Street, Farnborough",yes,,2019-12-09,,0.25,40,40,,local-authority-eng:RUH,owned by a public authority,,,not permissioned,,SHELAA ID: 8,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2018-12-10
"Union Street East Car Park, Union Street, Farnborough",,,2019-12-09,,0.08,8,8,,local-authority-eng:RUH,owned by a public authority,,,not permissioned,,SHELAA ID: 9,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"Farnborough Civic Quarter, Farnborough",yes,,2019-12-09,,4.27,700,700,Decision pending on an outline application for the erection of up to 174 units across 8 storeys at the former Police Station site (ref: 18/00367/OUTPP). Note that areas of non-brownfield land have been excluded,local-authority-eng:RUH,mixed ownership,,,pending decision,,SHELAA ID: 15,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"Willow House, 23 Grosvenor Road, Aldershot",,,2019-12-09,,0.06,23,23,,local-authority-eng:RUH,not owned by a public authority,,,not permissioned,,SHELAA ID: 102,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"Progress House and Penmark House, Albert Road, Aldershot",,,2019-12-09,,0.07,50,50,,local-authority-eng:RUH,not owned by a public authority,,,not permissioned,,SHELAA ID: 110,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"Former Laundry, 53 Rectory Road, Farnborough",,,2019-12-09,,0.14,5,5,,local-authority-eng:RUH,,,,not permissioned,,SHELAA ID: 284,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"69 Gordon Road, Aldershot",yes,2019-12-09,2019-12-09,,0.06,9,9,Planning permission granted in July 2018 for the conversion of the existing building to provide 9 dwellings (ref. 18/00400/FULPP),local-authority-eng:RUH,not owned by a public authority,2018-07-13,,permissioned,full planning permission,SHELAA ID: 304,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2018-12-10
"Car Park next to Scout Hall, Fleet Road, Farnborough",,,2019-12-09,,0.10,5,5,,local-authority-eng:RUH,owned by a public authority,,,not permissioned,,SHELAA ID: 320,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"16 Union Street, Aldershot",,,2012-12-09,,0.01,6,6,Active ground floor and town centre uses will be required as part of any development proposals,local-authority-eng:RUH,not owned by a public authority,,,not permissioned,,SHELAA ID: 409,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2018-12-10
"The Crescent, Southwood Business Park, Summit Avenue, Farnborough",yes,,2019-12-09,,4.26,159,159,"Planning permission granted in March 2019 for the comprehensive redevelopment of the site, including the demolition of the existing buildings and the erection of 159 residential units (ref. 16/00837/FULPP)",local-authority-eng:RUH,not owned by a public authority,2019-03-19,,permissioned,full planning permission,SHELAA ID: 516,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
"Meudon House, Meudon Avenue, Farnborough",yes,,2019-12-09,,2.04,205,205,Planning permission granted in March 2019 for the demolition of the existing building and the erection of 205 dwellings (ref. 18/00140/FULPP),local-authority-eng:RUH,not owned by a public authority,2019-03-08,,permissioned,full planning permission,SHELAA ID: 518,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11
