site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Saffron Walden CB10 1EF,yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,Not permissioned,,UBLR/17/001,,
"Rear of 10-12 Bridge Street, Saffron Walden CB10 1BU",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,Not permissioned,,UBLR/17/002,,
"Parsonage Downs, Great Dunmow, CM6 2AU",yes,,2018-05-22,,,,,,local-authority-eng:UTT,owned by a public authority,,,Not permissioned,,UBLR/17/003,,
"Bardfield Road, Thaxted, CM6 2LW",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,Not permissioned,,UBLR/17/004,,
"Thaxted Road, Saffron Walden CB11 3AA",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,Not permissioned,,UBLR/17/005,,
"North Street, Great Dunmow, CM6 1BA",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/006,,
"14 Stortford Road, Great Dunmow, CM6 1DF",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,Not permissioned,,UBLR/17/007,,
"New Street, Great Dunmow, CM6 1BH",yes,,2018-05-22,,,,,,local-authority-eng:UTT,owned by a public authority,,,Not permissioned,,UBLR/17/008,,
"Thaxted Road, Saffron Walden, CB10 2UQ",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/009,,
"Stansted Mountfitchet, CM24 8BZ",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/010,,
"Royston Road, Wendens Ambo, CB11 4JX",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/011,,
Church End Broxted CM6 2BZ,yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/012,,
"Chelmsford Road, White Roding CM6 1RF",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/013,,
"86 Cambridge Road, Stansted, CM22 7BL",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/014,,
"Dunmow Road, Hatfield Heath, CM22 7BL",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/015,,
"Clapton Hall Lane, Dunmow CM6 1JF",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/016,,
"Dunmow Road, Stebbing CM6 3LF",yes,,2018-05-22,,,,,,local-authority-eng:UTT,not owned by a public authority,,,permissioned,,UBLR/17/017,,
