site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Archer Road NC,yes,,2017-11-03,,0.5,24,24,"Demolition of community centre and existing mixed use shops and flats. Provision of 2 no. retail units, 8no. one bed and 9no. two bed flats and 9no. two bed and 4no. three bed houses with associated landscaping and car parking and construction of temporary car park.",local-authority-eng:STV,owned by a public authority,2014-11-14,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=N7OCJRPH05U00&activeTab=summary,permissioned,full planning permission,714,,2017-11-03
Bedwell Crescent Neighbourhood Centre,,,2017-11-03,,1.62,45,45,Potentially contaminated,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,721,,2017-11-03
Burwell Road Neighbourhood Centre,yes,,2017-11-03,,0.66,20,20,Erection of 6no two bedroom and 9no one bedroom flats with associated parking.,local-authority-eng:STV,owned by a public authority,,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=OUU4GEPHJHK00&activeTab=summary,pending decision,,707,,2017-11-03
"DuPont (UK) Ltd, Wedgwood Way, SG1 4QN",yes,,2017-11-03,,2.22,200,200,"Outline planning application for the demolition of existing buildings and provision of up to 200 new homes, up to 900 sqm of Use classes A1/A2/A3/D1, provision of residential amenity space and associated access and car parking",local-authority-eng:STV,not owned by a public authority,2016-08-11,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=NNNSUZPHFKY00&activeTab=summary,permissioned,outline planning permission,,,2017-11-03
Former Lonsdale School,yes,,2017-11-03,,3.8,67,67,Outline application for redevelopment of existing school site for the erection of 67 dwellings.,local-authority-eng:STV,owned by a public authority,2013-01-15,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=MC3BSYPH08E00&activeTab=summary,permissioned,outline planning permission,BFR3,,2017-11-03
"Former Redemption Academy, Eliot Road",yes,,2017-11-03,,0.28,16,16,Recreation/Open space,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,213,,2017-11-03
"Fry Road day nursery, Fry Road",,,2017-11-03,,0.29,6,6,Recreation/Open space Adjacent to wildlife site,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,214,,2017-11-03
"Ken Brown car showroom, Shephall Way",,,2017-11-03,,0.29,36,36,Potential contamination,local-authority-eng:STV,not owned by a public authority,,,Not permissioned,,107,,2017-11-03
Kenilworth Close Neighbourhood Centre,yes,,2017-11-03,,0.63,65,65,Agricultural Land Grade 3,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,701,,2017-11-03
Longfield Fire and Rescue,yes,,2017-11-03,,2.67,95,95,Outline planning application for residential development of up to 95 dwellings.,local-authority-eng:STV,owned by a public authority,,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=MDIWTAPH08E00&activeTab=summary,pending decision,,217,,2017-11-03
Marymead Neighbourhood Centre,,,2017-11-03,,0.54,60,60,Conservation Area,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,710,,2017-11-03
Matalan,yes,,2017-11-03,,1.38,526,526,"Application for outline permission for residential development of up to 526 residential apartments and commercial units Class A1 (retail) A2 (professional and financial) A3 (restaurant) and A4 (drinking establishments) and A5 (hot food take away) with associated access, parking and landscaping following demolition of existing buildings.. Potentially contaminated",local-authority-eng:STV,not owned by a public authority,2017-10-20,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=NCVGO9PH07E00&activeTab=summary,permissioned,outline planning permission,141,,2017-11-03
Park Place,,,2017-11-03,,0.5,202,202,"Change of use of an existing three storey building from A1 (retail), B1 (office) and D1 (dental clinic) to retail and residential use and the construction of three additional floors for residential use comprising no. 44 studio units, no. 120 one bedroom residential units, and no. 38 two bedroom residential units.. Adjacent to a Conservation Area",local-authority-eng:STV,not owned by a public authority,2016-12-12,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=OB48WNPHHJZ00&activeTab=summary,permissioned,full planning permission,126,,2017-11-03
"Pond Close, 11 Walkern Road",yes,,2017-11-03,,0.78,12,12,"Erection of 2no three storey blocks to provide 12no one bedroom flats, parking and landscaping",local-authority-eng:STV,not owned by a public authority,2016-08-31,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=J0ULITPH00000&activeTab=summary,permissioned,full planning permission,BFR5,,2017-11-03
"Rugby Club, North Road",yes,,2017-11-03,,2.55,149,149,Potentially contaminated,local-authority-eng:STV,not owned by a public authority,,,Not permissioned,,611,,2017-11-03
"Scout Hut, Drakes Drive",,,2017-11-03,,0.28,18,18,Potentially contaminated,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,212,,2017-11-03
Symonds Green NC,yes,,2017-11-03,,0.93,22,22,"Demolition of 4 no. residential units and refurbishment and external alterations of neighbourhood centre, change of use of existing A1 (shop), B1/B8 (Former Council Estate Office, Business and Storage), D1 (Community Centre) and ancillary Community Cafe to create 3 no. units comprising 2no. Class A1 (shop) and 1no. Class B1 (business) at ground floor level, construction of one additional floor to create 12 no. one bedroom apartments and 10 no. two bedroom flats.",local-authority-eng:STV,owned by a public authority,,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=O8FY64PHHBM00&activeTab=summary,pending decision,,,,2017-11-03
The Glebe Neighbourhood Centre,,,2017-11-03,,1.39,35,35,Potentially contaminated,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,709,,2017-11-03
The Hyde Neighbourhood Centre,,,2017-11-03,,1.23,50,50,Potentially contaminated,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,703,,2017-11-03
The Oval Neighbourhood Centre,,,2017-11-03,,1.81,275,275,Potentially contaminated,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,704,,2017-11-03
"The Shephall Centre, Shephall Green",,,2017-11-03,,0.7,34,34,Area of Archeology,local-authority-eng:STV,owned by a public authority,,,Not permissioned,,201,,2017-11-03
Town Centre,,,2017-11-03,,51.69,2000,2000,,local-authority-eng:STV,mixed ownership,,,,,BFR7,,2017-11-03
"Vincent Court, Fishers Green Road",yes,,2017-11-03,,1.13,37,37,"Reserved matters application pursuant to outline planning permission 14/00178/OPM for the erection of 37 dwellings seeking approval of the access, appearance, landscaping, layout and scale",local-authority-eng:STV,not owned by a public authority,2015-10-05,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=NQX31XPHFUZ00&activeTab=summary,permissioned,reserved matters approval,Check if complete - started (SMART) 002,,2017-11-03
