site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Pinner Road, Car Wash & Bushey Station Car Park & sub station (TFL)",,,2017-09-29,,0.85,80,80,"Site was proposed in the Local Plan part 2 publication, Site ref H1",local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B001,,2017-09-29
"Skate Park at Lower Derby Road, plus car wash, auto repair and retail",,,2017-09-29,,0.35,100,100,"Site was proposed in the Local Plan part 2 publication, Site ref H2",local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B002,,2017-09-29
"Vicarage Road, MOT Garage adjacent football stadium, Watford",,,2017-09-29,,0.25,15,15,"Site was proposed in the Local Plan part 2 publication, Site ref H3",local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B003,,2017-09-29
"Telephone Exchange, First Avenue, adjacent to Lea Farm Recreation Ground",,,2017-09-29,,0.35,18,18,"Site was proposed in the Local Plan part 2 publication, Site ref H4",local-authority-eng:WAT,,,,Not Permissioned,,B004,,2017-09-29
Jewsons Builders Yard - Queens Avenue,,,2017-09-29,,0.35,49,49,"Site was proposed in the Local Plan part 2 publication, Site ref H5",local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B005,,2017-09-29
"Bill Everett Centre, derelict site, Leggatts Way, North of woodland",,,2017-09-29,,1.07,40,40,"Site was proposed in the Local Plan part 2 publication, Site ref H6",local-authority-eng:WAT,owned by a public authority,,,Not Permissioned,,B006,,2017-09-29
"Gade Close, Rickmansworth Road",,,2017-09-29,,0.5,10,10,"Site was proposed in the Local Plan part 2 publication, Site ref H7",local-authority-eng:WAT,,,,Not Permissioned,,B007,,2017-09-29
"Garages - York Way adjacent M1, Meriden",,,2017-09-29,,0.1,4,4,"Site was proposed in the Local Plan part 2 publication, Site ref H8",local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B008,,2017-09-29
Metropolitan Line Station area Cassiobury Park Avenue,,,2017-09-29,,3,100,100,"Site was proposed in the Local Plan part 2 publication, Site ref H9",local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B009,,2017-09-29
"Bowman's Green Garages, Meriden",,,2017-09-29,,0.1,4,4,"Site was proposed in the Local Plan part 2 publication, Site ref H11",local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B010,,2017-09-29
Watford Junction - Colonial Quarter,,,2017-09-29,,4.7,1043,1043,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B011,,2017-09-29
Watford Junction - St Alban's Quarter,,,2017-09-29,,2.5,618,618,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B012,,2017-09-29
Watford Junction - Station Quarter West,,,2017-09-29,,2.7,537,537,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B013,,2017-09-29
Watford Junction - Station Quarter East,,,2017-09-29,,3.5,314,314,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B014,,2017-09-29
Watford Junction next to railway line,,,2017-09-29,,2.2,278,278,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,local-authority-eng:WAT,mixed ownership,,,Not Permissioned,,B015,,2017-09-29
"10 -12 Chalk Hill, car park and factory adjacent Bushey Arches",,,2017-09-29,,0.45,120,120,"Site considered during first consultation on the Local Plan part 2, Site ref H1; current pre-app",local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B016,,2017-09-29
"The Gossamers / York Way Garages, Meriden",,,2017-09-29,,0.25,133,133,"Site considered during first consultation on the Local Plan part 2, Site ref H13",local-authority-eng:WAT,not owned by a public authority,,,permissioned,,B017,,2017-09-29
"North Watford Library, Lemarie Centre for Charities, and health facilities",,,2017-09-29,,1.3,30,30,Site was proposed in the Local Plan part 2 publication; Site Ref MXD1,local-authority-eng:WAT,owned by a public authority,,,Not Permissioned,,B018,,2017-09-29
"The Brow / Newhouse Crescent, near Woodside Stadium",,,2017-09-29,,0.2,38,38,Site was proposed in the Local Plan part 2 publication; Site Ref MXD2,local-authority-eng:WAT,owned by a public authority,,,permissioned,,B019,,2017-09-29
"Gas Holder Site, Lower High Street",,,2017-09-29,,1.5,92,92,Site was proposed in the Local Plan part 2 publication; Site Ref MXD3,local-authority-eng:WAT,not owned by a public authority,,,pending decision,,B020,,2017-09-29
"Ascot Road, Eagle Relocations",,,2017-09-29,,3.6,485,485,Site was proposed in the Local Plan part 2 publication; Site Ref MXD4,local-authority-eng:WAT,owned by a public authority,,,permissioned,,B021,,2017-09-29
"Cow Lane Garages, north of Sainsbury's/North Western Avenue",,,2017-09-29,,0.06,5,5,Application refused. Decision issued on 19/04/2017,local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B022,,2017-09-29
"85 Chalk Hill/ Haydon Road, adjacent to Bushey boundary",,,2017-09-29,,0.08,10,10,,local-authority-eng:WAT,,,,pending decision,,B023,,2017-09-29
Land Adjacent To 17 - 19 St Johns Road/Estcourt Road,,,2017-09-29,,0.05,6,6,,local-authority-eng:WAT,,,,permissioned,,B024,,2017-09-29
"Garages at Balmoral Road, adjacent to railway line and The Gym",,,2017-09-29,,0.06,11,11,,local-authority-eng:WAT,owned by a public authority,,,pending decision,,B025,,2017-09-29
"70-72 Fearnley Street, adjacent Vicarage Road Cemetery",,,2017-09-29,,0.1,8,8,,local-authority-eng:WAT,,,,pending decision,,B026,,2017-09-29
"Land to the rear of Ye Corner, Chalk Hill, near Bushey Arches",,,2017-09-29,,0.16,15,15,,local-authority-eng:WAT,,,,pending decision,,B027,,2017-09-29
"Land To The Rear Of 1-3 Queens Avenue, tyre garage",,,2017-09-29,,0.72,9,9,,local-authority-eng:WAT,,,,pending decision,,B028,,2017-09-29
"71 - 73 Broadway, adjacent to Mount Zion Baptist Chapel",,,2017-09-29,,0.05,8,8,,local-authority-eng:WAT,,,,permissioned,,B029,,2017-09-29
"Garages at Kings Avenue, just off Harwoods Road / Chater Infant School",,,2017-09-29,,0.06,4,4,Garages let mainly for storage. Site suggested through Call for Sites,local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B030,,2017-09-29
"Watford Magistrates Court and Police Station, St John's Road, near Holiday Inn",,,2017-09-29,,0.26,,,No relevant planning history. Site suggested through Call for Sites,local-authority-eng:WAT,owned by a public authority,,,Not Permissioned,,B031,,2017-09-29
"Both sides of St John's Road / corner of St Alban's Road, Car Retailer",,,2017-09-29,,0.21,93,93,Current pre-app. Site suggested through Call for Sites,local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B032,,2017-09-29
"Watford Telephone Exchange Car Park, Exchange Road Town Centre",,,2017-09-29,,0.25,80,80,Site suggested through Call for Sites,local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B033,,2017-09-29
"Former Meriden School Site, The Meadows, south of Meriden Clinic",,,2017-09-29,,0.2,,,Site suggested through Call for Sites,local-authority-eng:WAT,owned by a public authority,,,Not Permissioned,,B034,,2017-09-29
"83B Tolpits Lane, adjacent to shops and maisonettes",,,2017-09-29,,0.29,9,9,,local-authority-eng:WAT,,,,permissioned,,B035,,2017-09-29
Corner of Park Avenue and Rickmansworth Road,,,2018-05-22,,0.09,,,,local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B036,,
Ascot Road,,,2018-05-22,,,,,Site identified in Ascot Road Masterplan,local-authority-eng:WAT,not owned by a public authority,,,Not Permissioned,,B037,,
