site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Newton Works, Ashfords-Phase 2",yes,,2018-12-18,,7.7,350,350,,local-authority-eng:ASF,not owned by a public authority,,,not permissioned,,AG7c,https://www.ashford.gov.uk/media/5753/ag7c.pdf,2018-02-26
Former Ashford South Primary School,yes,,2018-12-18,,2.79,110,110,,local-authority-eng:ASF,owned by a public authority,,,not permissioned,,BE16,https://www.ashford.gov.uk/media/5754/be16.pdf,2018-02-26
"K College, Jemmett Road, Ashford",yes,,2018-12-18,,3.82,241,241,Demolition of existing buildings and construction of up to 241 dwellings and associated access and landscaping,local-authority-eng:ASF,not owned by a public authority,2016-12-08,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=89959&pageindex=0,permissioned,outline planning permission,BE17,https://www.ashford.gov.uk/media/5755/be17.pdf,2018-02-26
"Fair View, Faversham Road, Challock",yes,,2018-12-18,,0.486,6,6,Erection of 6 detached dwellings with garages & parking.,local-authority-eng:ASF,not owned by a public authority,2015-09-29,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=101058&pageindex=0,permissioned,full planning permission,DW32,https://www.ashford.gov.uk/media/5756/dw32.pdf,2018-02-26
"Land at Former Concorde House (Rigden Rd & Austin Road), Ashford",yes,,2018-12-18,,0.403,14,14,Erection of 4 x 2 bed houses and 10 x 3 bed houses with associated parking on existing commercial site. Provision of commercial parking,local-authority-eng:ASF,not owned by a public authority,2016-01-13,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=99632&pageindex=0,permissioned,full planning permission,NO1,https://www.ashford.gov.uk/media/5757/no1.pdf,2018-02-26
"Land Adjacent to Julie Rose Stadium, Ashford",yes,,2018-12-18,,4.5,300,300,"Creation of a country park for recreational and water-sports purposes with a range of associated facilities including an activity centre, a public house/restaurant, change of use of Manor to offices, car parks and other ancillary works and structures including works to the Julie Rose Stadium; construction of 300 dwelling residential development with associated infrastructure and landscaping; and provision of an aggregates storage and distribution facility",local-authority-eng:ASF,not owned by a public authority,2014-10-24,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=93786,permissioned,full planning permission,NW3,https://www.ashford.gov.uk/media/5758/nw3.pdf,2018-02-26
"Lower Queens Road (Policy U4), Ashford",yes,,2018-12-18,,4,40,40,,local-authority-eng:ASF,not owned by a public authority,,,not permissioned,,ST3,https://www.ashford.gov.uk/media/5760/st3.pdf,2018-02-26
"Land at Henwood Industrial Estate off Kennard Way, Ashford",yes,,2018-12-18,,1,25,25,,local-authority-eng:ASF,not owned by a public authority,,,not permissioned,,ST8,https://www.ashford.gov.uk/media/5761/st8.pdf,2018-02-26
Former Powergen Site,yes,,2018-12-18,,0.75,400,400,"Full and detailed application for plots 1 and 2 comprising: erection of 400 dwellings, a retail kiosk/cafe unit (Use class A1/A3) and associated parking, public surface car park, plant and storage; together with landscaping and access works.",local-authority-eng:ASF,not owned by a public authority,2016-06-15,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=102504,permissioned,full planning permission,VC1 & VC2,https://www.ashford.gov.uk/media/5763/vc1andvc2.pdf,2018-02-26
Former Powergen Site,yes,,2018-12-18,,0.48,260,260,"Outline application with appearance and landscaping reserved with parameters for plots 3, 4 and 5 comprising: demolition of existing buildings/structures and erection of up to 260 dwellings, associated parking, plant and storage together with landscaping and access works.",local-authority-eng:ASF,not owned by a public authority,2016-06-15,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=102504,permissioned,outline planning permission,VC1 & VC2,https://www.ashford.gov.uk/media/5763/vc1andvc2.pdf,2018-02-26
Elwick Place (Policy TC3) (Land south of Elwick Road & County Square Former Market),yes,,2018-12-18,,1.01,200,200,Outline application for development of up to 200 residential units with access to be considered at this stage (Phase 2),local-authority-eng:ASF,not owned by a public authority,,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=101857&pageindex=0,pending decision,outline planning permission,VC60,https://www.ashford.gov.uk/media/5770/vc60.pdf,2018-02-26
Gasworks Lane (Policy TC14),yes,,2018-12-18,,2.307,150,150,,local-authority-eng:ASF,not owned by a public authority,,,not permissioned,,VC17,https://www.ashford.gov.uk/media/5766/vc17.pdf,2018-02-26
Land at Victoria Way East,yes,,2018-12-18,,2.401,216,216,"Full planning application for development of a brewery, with shop, bar and restaurant (Use Classes B2/A1/A3/A4), three commercial units (Use Classes A1/A2/B1) and 216 residential units with associated parking, substations, landscaping and access works.",local-authority-eng:ASF,not owned by a public authority,2017-04-10,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=104271,permissioned,full planning permission,VC3,https://www.ashford.gov.uk/media/5764/vc3.pdf,2018-02-26
"Leacon Road, Ashford",yes,,2018-12-18,,2.014,100,100,,local-authority-eng:ASF,not owned by a public authority,,,not permissioned,,VC4,https://www.ashford.gov.uk/media/5765/vc4.pdf,2018-02-26
"Former Wyvern School, Clockhouse Lane, Brookfield",yes,,2018-12-18,,1.2,35,35,,local-authority-eng:ASF,owned by a public authority,,,not permissioned,,VC50,https://www.ashford.gov.uk/media/5767/vc50.pdf,2018-02-26
"Ashford College, Western Avenue, Ashford",yes,,2018-12-18,,0.1237,7,7,Proposed change of use to provide 7no. self-contained apartments and erection of wall to side (revision to details within planning permission reference 16/00622/AS),local-authority-eng:ASF,not owned by a public authority,2017-11-16,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=106587,permissioned,full planning permission,VC54,https://www.ashford.gov.uk/media/5768/vc54.pdf,2018-02-26
"Former Travis Perkins Trading Co Limited, Victoria Crescent, Ashford",yes,,2018-12-18,,0.186,31,31,"Erection of 31 residential apartments with car parking, associated access and landscaping",local-authority-eng:ASF,not owned by a public authority,2016-11-16,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=103992&pageindex=0,permissioned,full planning permission,VC57 & VC59,https://www.ashford.gov.uk/media/5769/vc57andvc59.pdf,2018-02-26
