site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Market Street, Whitworth, OL12 8PJ",,,2016-07-08,,1.53,49,49,Permission subject to s106 agreement being signed off. A small part of the site is owned by the public sector.,local-authority-eng:ROS,owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2992,Not Permissioned,,ROSBS001,,2016-06-17
"Thornfield Avenue, Waterfoot",,,2016-07-08,,0.4,28,28,Planning permission 2015/0037 approved,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3967,permissioned,,ROSBS002,,2016-06-17
"85 Market Street, Edenfield, BL0 0JQ",,,2016-07-08,,0.21,10,10,Planning permission 2015/0238 approved,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4166,permissioned,,ROSBS003,,2016-06-17
"Bacup Road, Rawtenstall, BB4 7PA",,,2016-07-08,,0.72,29,29,Underconstruction,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3804,permissioned,,ROSBS004,,2016-06-17
Stacksteads,,,2016-07-08,,0.19,11,11,Low market area,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=1811,Not Permissioned,,ROSBS005,,2016-06-17
Bacup,,,2016-07-08,,0.11,7,7,Site is advertised for sale,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4190,permissioned,,ROSBS006,,2016-06-17
Bacup,,,2016-07-08,,0.5,15,15,Low market area,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=99,Not Permissioned,,ROSBS007,,2016-06-17
"Holcombe Road, Helmshore",,,2016-07-08,,0.25,15,15,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2806,permissioned,,ROSBS008,,2016-06-17
"Newchurch Road, Stacksteads",,,2016-07-08,,0.14,9,9,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3985,permissioned,,ROSBS009,,2016-06-17
"Irwell Terrace, Bacup, OL13 9AW",,,2016-07-08,,0.05,5,5,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4003,permissioned,,ROSBS010,,2016-06-17
"318A, 316B and 316C Newchurch Road, Stacksteads, Bacup, OL13 0UJ",,,2016-07-08,,0.04,7,7,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4226,permissioned,,ROSBS011,,2016-06-17
"Haslingden, Rossendale, BB4 5QJ",,,2016-07-08,,0.05,6,6,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4377,permissioned,,ROSBS012,,2016-06-17
"Commercial Street, Loveclough",,,2016-07-08,,0.44,10,10,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2523,permissioned,,ROSBS013,,2016-06-17
Whitworth,,,2016-07-08,,1.56,45,45,Planning permission extant,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=1708,permissioned,,ROSBS014,,2016-06-17
Bacup,,,2016-07-08,,0.23,12,12,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3921,permissioned,,ROSBS015,,2016-06-17
"Cowpe Road, Cowpe, Waterfoot, Rossendale",,,2016-07-08,,1.68,22,22,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3965,permissioned,,ROSBS016,,2016-06-17
"Newchurch Road, Stacksteads",,,2016-07-08,,1.48,30,30,"Flood risk, Employment use",local-authority-eng:ROS,not owned by a public authority,,,Not Permissioned,,ROSBS017,,2016-06-21
Bacup,,,2016-07-08,,0.2,10,10,Planning permission (2013/0168) expired. New outline planning application for a mixed use (including 10 dwellings) pending consideration,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4519,Not Permissioned,,ROSBS018,,2016-06-21
"Manchester Road, Haslingden",,,2016-07-08,,0.12,7,7,,local-authority-eng:ROS,not owned by a public authority,,,Not Permissioned,,ROSBS019,,2016-06-21
Bacup,,,2016-07-08,,0.07,5,5,,local-authority-eng:ROS,not owned by a public authority,,,Not Permissioned,,ROSBS020,,2016-06-28
