site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land at Three Acres, Toms Lane, Kings Langley",yes,,2017-12-12,,0.42,17,12,"Has planning permission for four dwellings, however has also been put forward as a potential development site for the Brownfield Land Register. Demolition of existing dwelling and builders yard buildings and redevelopment of the site with four detached dwellings and associated gardens and car parking with access to the dwellings via existing entrance to the site from Toms Lane",local-authority-eng:THE,not owned by a public authority,2017-11-17,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVLA5PQFHRT00,permissioned,full planning permission,BR1,http://www.threerivers.gov.uk/download?id=41339,2017-12-12
"Land at Chorleywood Station, Chorleywood",yes,,2017-12-12,,1.68,30,21,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR2,http://www.threerivers.gov.uk/download?id=41340,2017-12-12
"Knoll Oak, Sandy Lane, Northwood",yes,,2017-12-12,,0.07,7,5,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR3,http://www.threerivers.gov.uk/download?id=41341,2017-12-12
"Land at Maple Cross, Maple Lodge",yes,,2017-12-12,,3.18,28,21,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR4,http://www.threerivers.gov.uk/download?id=41342,2017-12-12
"Land at Park Road, High Street, Rickmansworth",yes,,2017-12-12,,0.61,24,18,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR5,http://www.threerivers.gov.uk/download?id=41343,2017-12-12
"Rickmansworth Station Car Park, Rickmansworth",yes,,2017-12-12,,0.11,7,5,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR6A,http://www.threerivers.gov.uk/download?id=41344,2017-12-12
"Land at Rickmansworth Station, Rickmansworth",yes,,2017-12-12,,0.31,12,9,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR6B,http://www.threerivers.gov.uk/download?id=41344,2017-12-12
"Former Sir James Altham School, South Oxhey",yes,,2017-12-12,,0.72,29,22,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR7,http://www.threerivers.gov.uk/download?id=41345,2017-12-12
"Kings Langley Employment Area, Kings Langley",yes,,2017-12-12,,30.93,130,100,"Planning permission has been granted for parts of the site, however there are still sections of the site suitable for brownfield housing development",local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O7D71GQF04900|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OALWI7QF03N00e|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OAAXA7QF6W000,permissioned,full planning permission,BR8,http://www.threerivers.gov.uk/download?id=41346,2017-12-12
"Mansion House Farm Equastrian Centre, Bedmond Road, Abbots Langley",yes,,2017-12-12,,0.41,20,15,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR9,http://www.threerivers.gov.uk/download?id=41347,2017-12-12
"Pin Wei, 35 High Street, Abbots Langley",,,2017-12-12,,0.13,13,10,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR10,http://www.threerivers.gov.uk/download?id=41348,2017-12-12
"Furtherfield Depot Furtherfield, Abbots Langley",yes,,2017-12-12,,0.53,20,15,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR11,http://www.threerivers.gov.uk/download?id=41349,2017-12-12
"Hill Farm Industrial Estate, Hill Farm Avenue, Leavesden",yes,,2017-12-12,,0.57,39,30,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR12,http://www.threerivers.gov.uk/download?id=41350,2017-12-12
"Langleybury House/School, Langleybury",yes,,2017-12-12,,1.97,26,20,This site is part of the Council's development brief for 'Langleybury and the Grove'. http://www.threerivers.gov.uk/egcl-page/langleybury-and-the-grove-development-brief,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR13,http://www.threerivers.gov.uk/download?id=41351,2017-12-12
"Royal British Legion, Church Lane, Sarratt",yes,,2017-12-12,,0.15,13,10,"Rural exception site in Sarratt village. Residential development for affordable housing on former Royal British Legion site, comprising 10no affordable homes and associated infrastructure including access and landscaping",local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OWMLL0QFHWY00,pending decision,,BR14,http://www.threerivers.gov.uk/download?id=41352,2017-12-12
"33 Baldwins Lane, Croxley Green",yes,,2017-12-12,,0.09,13,10,,local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=K59ZX6QF03W00,not permissioned,,BR15,http://www.threerivers.gov.uk/download?id=41353,2017-12-12
"50-52 New Road, Croxley Green",,,2017-12-12,,0.17,13,10,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR16,http://www.threerivers.gov.uk/download?id=41354,2017-12-12
"Croxley Station Car Park and Timber Yard, Croxley Green",yes,,2017-12-12,,1.45,33,25,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR17,http://www.threerivers.gov.uk/download?id=41355,2017-12-12
"Police Station, Rectory Road, Rickmansworth",yes,,2017-12-12,,0.29,26,20,"Police station has been demolished, however no planning application for the development of the site has been received by the Council",local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MVXQNAQF6W000|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MOOWKJQF00U00,not permissioned,,BR18,http://www.threerivers.gov.uk/download?id=41356,2017-12-12
"Royal British Legion, Ebury Road, Rickmansworth",yes,,2017-12-12,,0.08,7,5,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR19,http://www.threerivers.gov.uk/download?id=41357,2017-12-12
"Bridge Motors, Church Street, Rickmansworth",,,2017-12-12,,0.12,13,10,,local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=7300799DC,not permissioned,,BR20,http://www.threerivers.gov.uk/download?id=41358,2017-12-12
"Depot, Stockers Farm Road, Rickmansworth",,,2017-12-12,,0.8,78,60,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR21,http://www.threerivers.gov.uk/download?id=41359,2017-12-12
"Pocklington House, Eastbury Avenue, Northwood",yes,,2017-12-12,,0.63,39,30,"Redevelopment of the site to provide 40 residential dwellings in three appartment blocks, with Block 1 and Block 2 extending to four storeys in height, and Block 3 extending to three storeys in height with associated underground parking, private and communal amenity space, refuse and cycle storage. Creation of second access off Eastbury Avenue",local-authority-eng:THE,not owned by a public authority,2017-03-23,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIMP0AQFFP000|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O1YP0BQF6W000|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MQWRJPQF05K00,permissioned,full planning permission,BR22,http://www.threerivers.gov.uk/download?id=41360,2017-12-12
"The Fairway, Green Lane, Oxhey Hall",yes,,2017-12-12,,0.35,33,25,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR23,http://www.threerivers.gov.uk/download?id=41361,2017-12-12
"Little Furze School, South Oxhey",yes,,2017-12-12,,1.99,98,75,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,BR24,http://www.threerivers.gov.uk/download?id=41362,2017-12-12
"Grapevine Public House, Prestwick Road, South Oxhey",yes,,2017-12-12,,0.27,20,15,"Demolition of Public House and erection of one three storey and one two storey residential block, comprising a total of 33 flats with associated parking and landscaping",local-authority-eng:THE,not owned by a public authority,2017-09-19,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OTMWUZQFHGH00|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIFLF8QFFN500,permissioned,full planning permission,BR26,http://www.threerivers.gov.uk/download?id=41364,2017-12-12
"Northwick Day Centre, South Oxhey Town Centre",yes,,2017-12-12,,0.56,468,360,"Hybrid planning application for the phased comprehensive redevelopment of the land at South Oxhey (South Oxhey Central, Maylands Road, Hayling Road and Hallowes Crescent) to include the demolition of existing buildings and provision of residential led mixed use development comprising Use Classes C3, A1/A2/A3/A4/A5 and D1/D2, with associated site preparation/enabling works, transport infrastructure works, landscaping works and provision of car parking",local-authority-eng:THE,owned by a public authority,2016-05-31,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O0F7PRQF03N00,not permissioned,full planning permission,BR25,http://www.threerivers.gov.uk/download?id=41363,2017-12-12
"Bury Hall, Bury Lane, Rickmansworth",yes,,2017-12-12,,0.04,22,17,Demolition of existing hall and provision of 17no units of temporary residential accommodation with associated car parking and landscape works,local-authority-eng:THE,owned by a public authority,2017-07-11,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OM4M97QFG6R00,permissioned,full planning permission,BR27,http://www.threerivers.gov.uk/download?id=41365,2017-12-12
"65 Toms Lane, Kings Langley",yes,,2017-12-12,,0.38,15,11,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR28,http://www.threerivers.gov.uk/download?id=41366,2017-12-12
"Land at Bedmond Road, Abbots Langley",yes,,2017-12-18,,0.99,7,5,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,BR29,http://www.threerivers.gov.uk/download?id=41367,2017-12-18
