site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Sunningdale Park Civil Service College Silwood Road Ascot Berkshire SL5 0LS,,,2018-01-19,,4,150,150,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00036,,2018-01-19
Land at ICL Silwood Campus - Zone A Imperial College Silwood Park Buckhurst Road Ascot,,,2018-01-19,,3,5,5,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00037a,,2018-01-19
Land at ICL Silwood Campus - Zone B Imperial College Silwood Park Buckhurst Road Ascot,,,2018-01-19,,3,5,5,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00037b,,2018-01-19
"Land west of St George's Lane, including Shorts Recycling, Ascot",,,2018-01-19,,6,35,35,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00040,,2018-01-19
Boyn Valley Rd/Kings Grove Industrial Area,,,2018-01-19,,4,40,40,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00066,,2018-01-19
Boyn Valley Rd/Kings Grove Industrial Area,,,2018-01-19,,1,40,40,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00066a,,2018-01-19
"Straight Works, Straight Road, Old Windsor",,,2018-01-19,,1,13,13,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00069,,2018-01-19
"OW NP site: 95 Straight Road, Old Windsor",,,2018-01-19,,0,8,8,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00070,,2018-01-19
Gas Holder Station Whyteladyes Lane Cookham Maidenhead,,,2018-01-19,,1,35,35,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00077,,2018-01-19
St Cloud's Gate,,,2018-01-19,,3,400,400,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00080,,2018-01-19
West Street Opportunity Area (AAP),,,2018-01-19,,1,150,150,,local-authority-eng:WNM,mixed ownership,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00082a,,2018-01-19
Broadway Opportunity Area (AAP),,,2018-01-19,,3,190,190,,local-authority-eng:WNM,mixed ownership,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00086a,,2018-01-19
(Osbornes Garage) 55 St Marks Road Maidenhead Berkshire SL6 6DL,,,2018-01-19,,0,10,10,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00113,,2018-01-19
School on College Avenue,,,2018-01-19,,1,20,20,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00115,,2018-01-19
"DTC Research, Belmont Road, Maidenhead",,,2018-01-19,,2,20,20,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00117,,2018-01-19
"Middlehurst Ltd, 99 - 103 Boyn Valley Road",,,2018-01-19,,0,35,35,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00120,,2018-01-19
Ascot Station,,,2018-01-19,,1,15,15,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00128,,2018-01-19
"National Grid Gasholder Site, Bridge Road, Sunninghill",,,2018-01-19,,2,40,40,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00142,,2018-01-19
Sunningdale Broomhall Centre,,,2018-01-19,,1,10,10,,local-authority-eng:WNM,mixed ownership,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00162a,,2018-01-19
Tithe Farm Tithe Lane Wraysbury Staines,,,2018-01-19,,1,12,12,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00187a,,2018-01-19
Windsor and Eton Riverside Station Car Park,,,2018-01-19,,1,15,15,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00204a,,2018-01-19
Territorial Army Centre Bolton Road Windsor,,,2018-01-19,,0,15,15,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00216,,2018-01-19
Vale Road Industrial site,,,2018-01-19,,2,55,55,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00221,,2018-01-19
"Squires Garden Centre, Maidenhead Road, Windsor",,,2018-01-19,,3,20,20,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00230,,2018-01-19
"Wyevale Garden Centre, Dedworth Road, Oakley Green",,,2018-01-19,,1,20,20,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00231a,,2018-01-19
"Land at Water Oakley Farm, Bray",,,2018-01-19,,3,10,10,,local-authority-eng:WNM,not owned by a public authority,,,REC,,H00250a,,2018-01-19
Tectonic Place Holyport Road Maidenhead Berkshire SL6 2YE,,,2018-01-19,,1,10,10,,local-authority-eng:WNM,not owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00270,,2018-01-19
"Reform Road, Maidenhead",,,2018-01-19,,4,50,50,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00314a,,2018-01-19
York Road Opportunity Area - AAP,,,2018-01-19,,2,130,130,,local-authority-eng:WNM,mixed ownership,,http://publicaccess.rbwm.gov.uk/online-applications/,REC,,H00315c,,2018-01-19
Windsor Area Police Station Alma Road Windsor SL4 3ES,,,2018-01-19,,0,25,25,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00407,,2018-01-19
Heatherwood Hospital,,,2018-01-19,,16,175,175,,local-authority-eng:WNM,owned by a public authority,,http://publicaccess.rbwm.gov.uk/online-applications/,,,H00416,,2018-01-19
