site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Blakelock Road, Blakelock Rd, Foggy Furze Ward",yes,,2017-12-17,,0.6,15,10,Former colleague buildings.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,BR1 - Blakelock Road,,2017-12-17
"Brenda Road East, Brenda Rd, Seaton Ward",yes,,2017-12-17,,4.72,140,100,A mix of industrial buildings a hardstanding. Land is included in a minded to grant permission which is still awaiting the s106 to be signed.. http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,BR2 - Brenda Road East,,2017-12-17
"Britmag Central, Old Cemetery Rd, Headland&Harbour",yes,,2017-12-17,,3.6,69,69,Former industrial site which was remediated.. 6 2 bed. 27 3 bed. 21 4 bed. 15 bungalows.,local-authority-eng:HPL,not owned by a public authority,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,reserved matters approval,BR3 - Britmag Central,,2017-12-17
"Britmag North, Old Cemetery Rd, De Bruce Ward",yes,,2017-12-17,,21.0,373,373,Former industrial site which was remediated.. 20 2 bed. 224 3 bed. 129 4 bed.,local-authority-eng:HPL,not owned by a public authority,2014-12-18,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,permissioned,reserved matters approval,BR4 - Britmag North,,2017-12-17
"Britmag South, Old Cemetery Rd, Headland&Harbour",yes,,2017-12-17,,1.2,41,41,Former industrial site which was remediated.. 5 2 bed. 19 3 bed. 10 4 bed. 7 bungalows.,local-authority-eng:HPL,not owned by a public authority,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,reserved matters approval,BR5 - Britmag South,,2017-12-17
"Carr & Hopps, Hartlane/Jobson St, Victoria ward",yes,,2017-12-17,,2.2,89,89,HMR scheme - only included in case current works stalled.. Cert of Lawful Development for proposed works - bringing old housing back into use,local-authority-eng:HPL,not owned by a public authority,2016-08-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=113611,permissioned,other,BR6 - Carr & Hopps,,2017-12-17
"Close Farm Cottage, Wolviston, Rural West Ward",yes,,2017-12-17,,3.01,3,3,Conversion of old farm buildings. Conversion of existing outbuildings into 3 dwellings,local-authority-eng:HPL,not owned by a public authority,2012-10-26,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,permissioned,full planning permission,BR7 - Close Farm Cottage,,2017-12-17
"FormerBriertonRoadSite, Brierton Lane, Manor House",yes,,2017-12-17,,1.39,110,100,Previously had permission for 109 houses but application has expired.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,BR8 - Former Brierton Road Site,,2017-12-17
"Former Fairground Site, Seaton Carew, Seaton Ward",yes,,2017-12-17,,0.49,30,15,Possibly suitable for mixed use scheme or apartment development.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,"BR9 - Former Fairground Site, Seaton Carew",,2017-12-17
"Former King Oswy Public House, KingOswy Dr,DeBruce",yes,,2017-12-17,,0.25,8,8,Former pub site. 8 semi detached bungalows,local-authority-eng:HPL,not owned by a public authority,2017-05-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,permissioned,full planning permission,BR10 - Former King Oswy Public House,,2017-12-17
"Former Mas Agraa Palace, Lynn St, Headland&Harbour",yes,,2017-12-17,,0.45,9,6,Previously had permission which has expired.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,BR11 - Former Mas Agraa Palace,,2017-12-17
"GardenCentre&AmenityBlock,TanfieldRd, Foggy Furze",yes,,2017-12-17,,0.47,12,8,Former garden centre.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,BR12 - Garden Centre & Amenity Block,,2017-12-17
"Hartlepool Hospital, Holdforth Rd, De Bruce Ward",yes,,2017-12-17,,3.38,100,100,Vacant land at hospital site. As outline no breakdown of housing,local-authority-eng:HPL,not owned by a public authority,2014-08-01,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,permissioned,outline planning permission,BR13 - Hartlepool Hospital,,2017-12-17
"InspirationsCoffeeHouse, Tanfield RD, Foggy Furze",yes,,2017-12-17,,0.41,10,6,Former coffee shop and council offices,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,BR14 - Inspirations Coffee House,,2017-12-17
"MarinaBlocks28 32 31, SlakeTerraceHeadland&Harbour",yes,,2017-12-17,,0.4,76,76,3 apartment blocks on brownfield site at south east corner of Marina. 3 apartment blocks. Block 28 for 20 apartments. Block 31 approx 20 apartments. Block 32 for 36 apartments.,local-authority-eng:HPL,not owned by a public authority,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,permissioned,full planning permission,BR16 - Marina Slake Terrace_Blocks 28 32 31,,2017-12-17
