site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Mansfield Brewery (part B), Great Central Road, Mansfield",,,2017-12-13,,0.76,30,20,2017/0631/PIP. https://planning.mansfield.gov.uk/online-applications,local-authority-eng:MAS,not owned by a public authority,2017-12-12,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9535&p=0,permissioned,Permission in principle,1,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9535&p=0,2017-09-26
"Former Mansfield General Hospital, West Hill Drive, Mansfield",yes,,2017-09-26,,1.11,54,54,REGULATION 3 APPLICATION FOR 42 NO APARTMENTS WITH COMMUNAL AREAS AND 12 NO. BUNGALOWS FOR OCCUPATION BY THE ELDERLY,local-authority-eng:MAS,owned by a public authority,2016-03-10,,permissioned,full planning permission,2,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9547&p=0,2017-09-26
"Wood Lane (Miners Welfare), Wood Lane, Church Warsop",,,2017-12-13,,1.05,35,25,2017/0633/PIP. https://planning.mansfield.gov.uk/online-applications,local-authority-eng:MAS,not owned by a public authority,2017-12-12,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9536&p=0,permissioned,Permission in principle,33,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9536&p=0,2017-09-26
"Former Evans Halshaw site, Nottingham Road, Mansfield",yes,,2017-09-26,,1.92,66,66,DEMOLITION OF EXISTING BUILDINGS AND CONSTRUCTION OF 66 NO. RESIDENTIAL DWELLINGS WITH ASSOCIATED ACCESS CAR PARKING AND GARAGES,local-authority-eng:MAS,not owned by a public authority,2017-06-30,,permissioned,full planning permission,54,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9547&p=0,2017-09-26
"Kirkland Avenue Industrial Park, Kirkland Avenue, Mansfield",,,2017-12-13,,0.7,25,15,2017/0636/PIP. https://planning.mansfield.gov.uk/online-applications,local-authority-eng:MAS,not owned by a public authority,2017-12-12,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9537&p=0,permissioned,Permission in principle,68,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9537&p=0,2017-09-26
"Former Mansfield Hosiery Mill Car Park & Electricity Board workshops & social club, Botany Avenue, Mansfield",,,2017-12-13,,0.97,35,25,2017/0637/PIP. https://planning.mansfield.gov.uk/online-applications,local-authority-eng:MAS,not owned by a public authority,2017-12-12,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9538&p=0,permissioned,Permission in principle,75,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9538&p=0,2017-09-26
"Land at the corner of Quarry Lane, Mansfield., Quarry Lane, Mansfield",yes,,2017-09-26,,0.25,21,21,CONSTRUCTION OF 21 NO. TWO AND THREE BEDROOM APARTMENTS TOGETHER WITH ASSOCIATED PARKING AND SITE DEVELOPMENT WORKS,local-authority-eng:MAS,not owned by a public authority,2015-10-21,,permissioned,full planning permission,86,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9547&p=0,2017-09-26
"Pleasley Hill Regeneration Area, Chesterfield Road North, Pleasley",yes,,2017-09-26,,3.81,151,151,151 NO. NEW HOMES INCLUDING 12 NO. APARTMENTS AND 1 NO. COMMERCIAL/RETAIL BUILDING,local-authority-eng:MAS,not owned by a public authority,2014-12-19,,permissioned,full planning permission,92,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9547&p=0,2017-09-26
"Vauxhall Garage, Sutton Road, Mansfield",,,2017-09-26,,0.87,41,41,APPLICATION TO REPLACE AN EXTANT PERMISSION (2010/0407/ST) IN ORDER TO EXTEND THE TIME LIMIT FOR IMPLEMENTATION - OUTLINE APPLICATION FOR RESIDENTIAL DEVELOPMENT COMPRISING 41 NO. UNITS AND FORMATION OF NEW MEANS OF ACCESS FROM SUTTON ROAD.,local-authority-eng:MAS,not owned by a public authority,2016-09-06,,permissioned,outline planning permission,95,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9547&p=0,2017-09-26
"Land at Hermitage Lane, Mansfield",yes,,2017-09-26,,0.9,25,25,DEMOLITION OF EXISTING BUILDING AND ERECTION OF 25 NO. HOUSES AND ANCILLARY WORKS,local-authority-eng:MAS,not owned by a public authority,2015-05-18,,permissioned,full planning permission,96,http://www.mansfield.gov.uk/CHttpHandler.ashx?id=9547&p=0,2017-09-26
