site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"25 Bartholomew Street, Newbury",yes,,2019-01-08,,0.17,16,16,"Conversion, extensions (to rear and third floor) and alterations to existing building to create 16 no. residential units (C3)",local-authority-eng:WBK,not owned by a public authority,2017-08-30,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ONOAODRD0IP00,permissioned,full planning permission,BR/2017/17,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ONOAODRD0IP00,2017-10-17
"Land at Former Travis Perkins, Carpenters Close, Newbury ",yes,,2017-10-17,,0.24,22,22,"Full planning application for the proposed conversion of extant permission of B1a offices to residential use - erection of 22 residential dwellings including 50% affordable housing with associated car parking , cycles parking and associated works",local-authority-eng:WBK,not owned by a public authority,2017-01-10,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O44Z06RD04Z00,permissioned,full planning permission,BR/2017/18,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O44Z06RD04Z00,2017-10-17
"115 London Road and part of Merchant Court, Kelvin Road, Newbury",yes,,2019-01-07,,0.3,35,35,"Development of 35 apartments containing a mixture of 1, 2 and 3 bedrooms and 1,700sqm B1 Office Space. Matters to be considered: Access, Layout and Scale",local-authority-eng:WBK,not owned by a public authority,2017-10-31,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OSXGHQRD04Z00,permissioned,reserved matters approval,BR/2017/19,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OSXGHQRD04Z00,2017-10-17
"J & P Motors, Newtown Road, Newbury",yes,,2017-10-17,,0.34,37,37,Demolition of existing garage and change of use to erect 37 No.1 and 2 bedroom apartments and associated works,local-authority-eng:WBK,not owned by a public authority,2007-11-23,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=JMECZERD79000,permissioned,full planning permission,BR/2017/20,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=JMECZERD79000,2017-10-17
"11 -15 Bartholomew Street, Newbury",yes,,2017-10-17,,0.33,47,47,"Demolition of all existing buildings to facilitate the mixed use redevelopment of the site for residential and commercial uses comprising 4 units for Class A1/ A2/A3 use at ground floor with 47no. Class 3 flats (15 x 1 bed and 32 x 2 beds) on up to three upper floors, provision of ground floor car/cycle parking and refuse storage areas and landscaped amenity areas at ground and first floor levels",local-authority-eng:WBK,not owned by a public authority,2016-08-05,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NYTX63RD0JA00,permissioned,full planning permission,BR/2017/21,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NYTX63RD0JA00,2017-10-17
"Land to rear of 1-15 The Broadway, Newbury",yes,,2019-01-07,,0.43,72,72,"Development of 72 Flats. Matters to be considered: Access, Appearance, Layout and Scale",local-authority-eng:WBK,not owned by a public authority,2017-11-22,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OTC6K7RD0HE00,permissioned,reserved matters approval,BR/2017/23,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OTC6K7RD0HE00,2017-10-17
"Land off Faraday Road and Kelvin Road, Newbury",,,2017-10-17,,1.3,160,160,"Mixed use redevelopment comprising approximately 26,554sqm (gross external) of floor space providing offices (B1), retail (A1), Financial and Professional Services (A2), hotel (C1), restaurant (A3), hot food takeaways (A5) motor dealership and residential apartments (160 units including 48 affordable) together with 330 car parking spaces, new junction on to A339, site access and ancillary development",local-authority-eng:WBK,owned by a public authority,2016-02-01,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=M2F4YVRD0EA00,permissioned,outline planning permission,BR/2017/24,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=M2F4YVRD0EA00,2017-10-17
"Sterling Industrial Estate, Kings Road, Newbury",yes,,2017-10-17,,0.96,167,167,"Demolition of existing buildings and structures, site remediation and the erection of 167 apartments, a new link road, car parking and landscaping",local-authority-eng:WBK,not owned by a public authority,2015-03-31,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NJYMYWRD04Z00,permissioned,full planning permission,BR/2017/25,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NJYMYWRD04Z00,2017-10-17
"Newbury Racecourse Plc East, Newbury ",yes,,2017-10-17,,,708,708,"Approval of reserved matters following outline permission 09/00971/OUTMAJ. Construction of 708 dwellings, retail/community facilities, coach park, temporary marketing suite and associated works (Reserved matters) for area A Eastern development area. Matters seeking consent: appearance, landscaping, layout and scale",local-authority-eng:WBK,not owned by a public authority,2015-07-28,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NHEJ02RD0EF00,permissioned,reserved matters approval,BR/2017/26,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NHEJ02RD0EF00,2017-10-17
"Newbury Racecourse Plc Central, Newbury",yes,,2017-10-17,,,,,Demolition and construction of 366 dwellings with associated access and amenities (Reserved Matters) for Area 'B' - Central area of outline planning permission reference 09/00971/OUTMAJ,local-authority-eng:WBK,not owned by a public authority,2011-11-17,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=LNSVWMRD02K00,permissioned,reserved matters approval,BR/2017/27,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LNSVWMRD02K00,2017-10-17
"Market Street Redevelopment, Newbury",yes,,2017-10-17,,2.16,226,226,"Erection of 232 dwellings with associated car parking, residents' hub and management office",local-authority-eng:WBK,mixed ownership,2017-04-11,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O3NY9PRD0JA00,permissioned,full planning permission,BR/2017/28,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O3NY9PRD0JA00,2017-10-17
"London Road Industrial Estate, Newbury",,,2017-10-17,,0.3,,,"The site was assessed as 'potentially developable' within the Council's 2013 Strategic Land Availability Assessment. Within the adopted Housing Site Allocations Development Plan Document, it is noted that the redevelopment of the London Road Industrial Estate is a long term vision of the Council.. http://info.westberks.gov.uk/shlaa | http://info.westberks.gov.uk/hsa",local-authority-eng:WBK,owned by a public authority,,,not permissioned,,BR/2017/29,http://info.westberks.gov.uk/CHttpHandler.ashx?id=36401&p=0,2017-10-17
"Land adjacent to Bath Road known as Elliott Hire, Padworth",yes,,2017-10-17,,0.42,18,18,Approval of matters reserved following outline permission 15/02320/OUTMAJ- for the erection of 18 dwellings together with means of access from Bath Road,local-authority-eng:WBK,not owned by a public authority,2017-08-11,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OIYCLVRD0IP00,permissioned,reserved matters approval,BR/2017/30,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OIYCLVRD0IP00,2017-10-17
"67A Reading Road, Pangbourne, Reading",yes,,2017-10-17,,0.13,8,8,"4 no. new-build flats as an extension to existing apartments that are to be refurbished, and works to improve an existing office to provide 4 no.apartments together with associated works including laying out of parking, gardens and amenities",local-authority-eng:WBK,not owned by a public authority,2016-07-29,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NXAPNARD0E700,permissioned,full planning permission,BR/2017/31,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NXAPNARD0E700,2017-10-17
"72 Purley Rise, Purley on Thames",,,2019-01-08,,1.47,35,35,The site is included as an allocation within the adopted Housing Site Allocations Development Plan Document. http://info.westberks.gov.uk/CHttpHandler.ashx?id=43955&p=0,local-authority-eng:WBK,not owned by a public authority,,,not permissioned,,BR/2017/32,http://info.westberks.gov.uk/CHttpHandler.ashx?id=43955&p=0,2017-10-17
"Lord Lyon, Stockcross, Newbury",yes,,2017-10-17,,0.13,9,9,"Proposed erection of ground and first floor side and rear extension: conversion of the extended premises to nine apartments (four with one bedroom, five with two bedrooms) following removal of the rear emergency staircase and first floor privacy screen",local-authority-eng:WBK,not owned by a public authority,2013-03-13,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OD6DM7RD0JH00,permissioned,full planning permission,BR/2017/33,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OD6DM7RD0JH00,2017-10-17
"58 The Broadway, Thatcham",yes,,2017-10-17,,0.05,9,9,"Conversion of No. 58 The Broadway to three flats (retention of shop at ground floor), demolition and re-building of rear element. Four new build terraced houses and two flats on land to the rear. Nine new dwellings in total",local-authority-eng:WBK,not owned by a public authority,2014-04-29,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MV88STRD02N00,permissioned,full planning permission,BR/2017/34,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MV88STRD02N00,2017-10-17
"1 The Broadway, Thatcham",yes,,2019-01-08,,0.07,10,10,"Application for variation of condition of 06/02314/FULMAJ - Demolition of existing building comprising of 1 no. two bedroom flat, offices and a industrial unit. Construction of 6 no. two bedroom flats, 5 no. one bedroom flats and a bike store",local-authority-eng:WBK,not owned by a public authority,2017-05-24,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OIMT2ORD0K500,permissioned,full planning permission,BR/2017/35,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OIMT2ORD0K500,2017-10-17
"Turnfields land rear of Regent, The Moors, Thatcham",,,2017-10-17,,0.1,13,13,"Approval of reserved matters from permission 05/02916/OUTMAJ, for the erection of 13no. apartments comprising 2no. 2-bed apartments and 11no. 1-bed apartments",local-authority-eng:WBK,not owned by a public authority,2007-07-23,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=JGDKT1RDG4000,permissioned,reserved matters approval,BR/2017/36,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=JGDKT1RDG4000,2017-10-17
"131, 133, 137, 139 & 141 Bath Road, Thatcham",yes,,2019-01-07,,0.2,30,30,Approval of reserved matters following Outline Permission 15/02077/OUTMAJ [Development of 26 apartments and 7 houses],local-authority-eng:WBK,not owned by a public authority,2017-03-24,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OKY43LRD0KD00,permissioned,reserved matters approval,BR/2017/37,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSX6JTRD09N00,2017-10-17
"Kingsland Shopping Centre And Adjoining Land, Thatcham",,,2017-10-17,,2.1,46,46,Application to renew planning permission 07/00565/OUTMAJ - Outline application for the redevelopment of the Kingsland Shopping Centre and adjoining land,local-authority-eng:WBK,not owned by a public authority,2015-03-26,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=L20E7IRD09N00,permissioned,outline planning permission,BR/2017/39,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=L20E7IRD09N00,2017-10-17
"Former deport at Pound Lane, Thatcham",yes,,2017-10-17,,0.88,47,47,"Demolition of existing facilities, and the erection of 47 new dwellings, including internal access road",local-authority-eng:WBK,owned by a public authority,2017-07-21,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O0683QRD0HD00,permissioned,full planning permission,BR/2017/40,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O0683QRD0HD00,2017-10-17
"The Red Lion, 5 Church Street, Theale, Reading",yes,,2017-10-17,,0.08,8,8,"Change of use from Public House to residential use, demolition of the former skittle alley and outbuildings replaced with a new two storey side extension comprising of an additional 8 dwellings",local-authority-eng:WBK,not owned by a public authority,2016-06-21,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O5BJ4CRD01V00,permissioned,full planning permission,BR/2017/41,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O5BJ4CRD01V00,2017-10-17
"Bridge House, Overbridge Square, Hambridge Lane, Newbury",yes,,2019-01-08,,1.9,17,17,Application to determine if Prior Approval is required for the Change of Use of office (Class B1) to 17 residential dwellings,local-authority-eng:WBK,not owned by a public authority,2016-11-04,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ODRF1YRD09N00,permissioned,other,BR/2018/01,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ODRF1YRD09N00,2018-01-02
"Lock House, Overbridge Square, Hambridge Lane, Newbury",yes,,2019-01-08,,1.9,17,17,Application to determine if Prior Approval is required for the Change of Use of office (Class B1) to 17 residential dwellings,local-authority-eng:WBK,not owned by a public authority,2016-11-04,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ODRF3ZRD09N00,permissioned,other,BR/2018/02,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ODRF3ZRD09N00,2018-01-02
"Leat House, Overbridge Square, Hambridge Lane, Newbury",yes,,2019-01-08,,1.9,24,24,Application to determine if Prior Approval is required for the Change of Use of office (Class B1) to 24 residential dwellings,local-authority-eng:WBK,not owned by a public authority,2016-11-04,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ODRF5IRD09N00,permissioned,other,BR/2018/03,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ODRF5IRD09N00,2019-01-02
"Mill House, Overbridge Square, Hambridge Lane, Newbury",yes,,2019-01-08,,1.9,25,25,Application to determine if Prior Approval is required for the Change of Use of office (Class B1) to 25 residential dwellings,local-authority-eng:WBK,not owned by a public authority,2016-11-04,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ODRF78RD09N00,permissioned,other,BR/2018/04,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ODRF78RD09N00,2019-01-02
"Weir House, Overbridge Square, Hambridge Lane, Newbury",yes,,2019-01-08,,1.9,24,24,Application to determine if Prior Approval is required for the Change of Use of office (Class B1) to 24 residential dwellings,local-authority-eng:WBK,not owned by a public authority,2016-11-04,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ODRF8NRD09N00,permissioned,other,BR/2018/05,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ODRF8NRD09N00,2019-01-02
"Units 3-6, The Vo-Tec Centre, Hambridge Lane",yes,,2019-01-08,,0.68,24,24,Application to determine if Prior Approval is required for conversion of existing office B1 building to 24 x 2 bedroom residential flats,local-authority-eng:WBK,not owned by a public authority,2017-08-17,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ORY7RBRD09N00,permissioned,other,BR/2018/06,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ORY7RBRD09N00,2019-01-02
"Beansheaf Farm, Bourne Close",yes,,2019-01-08,,0.63,27,27,Change of use/conversion of 5 buildings from offices to residential use for 27 units. Internal and external alterations,local-authority-eng:WBK,not owned by a public authority,2018-03-01,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OCQ1MARD09N00,permissioned,full planning permission,BR/2018/07,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OCQ1MARD09N00,2019-01-02
"Station Yard, Station Road, Hungerford, Berkshire",yes,,2019-01-08,,0.31,8,8,"Erection of 8 no. dwellings with associated new bin/cycle store, access road, landscaping and parking on land at Station Yard",local-authority-eng:WBK,not owned by a public authority,2016-07-01,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O53V7SRD0E700,permissioned,full planning permission,BR/2018/08,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O53V7SRD0E700,2019-01-02
"26 Charnham Street, Hungerford, Berkshire",yes,,2019-01-08,,0.18,7,7,"Removal of existing porch, the change of use of No. 26 from part retail/part residential (A1/C3) to full residential use (C3), in the form of three apartments (incl. internal/external alterations). Change of use of garden cottage, and orangery for retail",local-authority-eng:WBK,not owned by a public authority,2017-05-26,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OH5IO1RD0K500,permissioned,full planning permission,BR/2018/09,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OH5IO1RD0K500,2019-01-02
"Consort House, 42 Bone Lane, Newbury",,,2019-01-08,,0.31,17,17,Application to determine if Prior Approval is required for the Change of Use of the first floor from B1 (a) to C3 with the installation of an internal courtyard and refuse/recycling/parking and cycle provision,local-authority-eng:WBK,not owned by a public authority,2016-03-30,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O8TK3URD09N00,permissioned,other,BR/2018/10,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O1VAL8RD0HD00,2019-01-02
"31-34 Bartholomew Street, Newbury",yes,,2019-01-08,,0.06,12,12,Approval of reserved matters following outline planning permission 16/01942/OUTMAJ -development of 14 no: 2 bed apartments and an A1 unit,local-authority-eng:WBK,not owned by a public authority,2018-05-18,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P3F46ORD09N00,permissioned,reserved matters approval,BR/2018/11,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P3F46ORD09N00,2019-01-02
"Manor Farm, Fidlers Lane, East Ilsley, Newbury",yes,,2019-01-08,,0.24,7,7,Conversion of existing stables to C3 residential use,local-authority-eng:WBK,not owned by a public authority,2017-05-19,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ODG824RD0E700,permissioned,full planning permission,BR/2018/12,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ODG824RD0E700,2019-01-02
108 Bartholomew Street and Land to the rear of Newbury,yes,,2019-01-08,,0.07,8,8,Development of 8 apartments,local-authority-eng:WBK,not owned by a public authority,2018-12-05,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PB19Y9RD0HE00,permissioned,full planning permission,BR/2018/13,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PB19Y9RD0HE00,2019-01-02
"Lambourn, Nexus and Derby House, Newbury Business Park",yes,,2019-01-08,,1.24,129,129,"Application for prior approval of conversion of Lambourn House, Derby House and Nexus House into 129 x 1 bed flats",local-authority-eng:WBK,not owned by a public authority,2017-05-15,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OMSZX0RD0HE00,permissioned,other,BR/2018/14,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OMSZX0RD0HE00,2019-01-02
"Land at Hutton Close ,Newbury",yes,,2019-01-08,,1.48,27,27,"Removal of existing buildings (bungalows and flats) and erection of 80 residential dwellings, associated car/cycle parking, landscaping, access and infrastructure",local-authority-eng:WBK,not owned by a public authority,2018-01-05,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OQ74F7RD0K400,permissioned,full planning permission,BR/2018/15,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQ74F7RD0K400,2019-01-02
"55 - 56 Cheap Street and 7, 9, 15 Kings Road, Newbury",yes,,2019-01-08,,0.07,5,5,"Convert 55 - 56 Cheap Street to 2 x 2 bed flats, 7 Kings Road to a 2 bed flat, 9 Kings Road to a 2 bed flat and 15 Kings Road to a 1 bed flat",local-authority-eng:WBK,not owned by a public authority,2017-07-10,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OQG5R6RD0K500,permissioned,full planning permission,BR/2018/16,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQG5R6RD0K500,2019-01-02
"75 London Road, Newbury",yes,,2019-01-08,,0.04,5,5,"Change of use from house with multiple rooms accommodation to 6 self contained flats with internal alterations, replacement of windows, repair and alteration of single storey element to rear and conversion of basement to living accommodation and associated parking",local-authority-eng:WBK,not owned by a public authority,2017-08-31,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OT9ZUVRD0K400,permissioned,full planning permission,BR/2018/17,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OT9ZUVRD0K400,2019-01-02
"Derby House, Newbury Business Park, London Road, Newbury",yes,,2019-01-08,,0.31,31,31,Application to determine if Prior approval is required for Change of Use to 31 no. 2 bed units,local-authority-eng:WBK,not owned by a public authority,2018-02-12,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P1DDOERD0HE00,permissioned,other,BR/2018/18,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P1DDOERD0HE00,2019-01-02
