site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Paces Garage and Fairfields, Newcastle Road, Arclid",yes,,2019-11-15,,0.9,18,18,Planning permission ref: 16/6127C - Variation of Condition 2 (approved plans) and deletion of condition 14 of approval 15/5495C - Variation of Condition 2 (approved plans) of approval 11/2394C - redevelopment of industrial / commercial premises and two detached garages and erection of 18 dwellings (13 market / 5 affordable); provision of public open space and formation of replacement access for the dwelling 'Fairfield' ,local-authority-eng:CBF,not owned by a public authority,2017-09-07,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/6127C&query=194df066-d7b2-44a7-9bd2-8bf842a619d7,permissioned,full planning permission,2728,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"75 Manchester Road, Congleton",yes,,2019-11-15,,0.39,14,14,Planning permission ref: 17/4799C -Residential development of 14 no. dwellings following demolition of existing car sales building.,local-authority-eng:CHE,not owned by a public authority,2018-08-01,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/4799C&query=cdd87273-b7f1-4657-a004-a53bc6dfa3c4,permissioned,full planning permission,2818,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2019-11-15
"Forge Mill, Forge Lane, Congleton",yes,2019-11-15,2019-11-15,,1.24,45,45,Site is under construction. Planning permission ref: 16/3859C: Approval of reserved matters on 16/0836C for the redevelopment of Forge Mill for residential development,local-authority-eng:CHE,mixed ownership,2016-10-03,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/3859C&query=b6b581d8-5acc-44a6-a3f9-dacfc0f24dea,permissioned,reserved matters approval,2838,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Lodge Farm Industrial Estate, Audlem Road, Hankelow",yes,2019-11-15,2019-11-15,,0.35,19,19,"Site is under construction. Planning permission ref:16/3764N: Reserved matters application for the approval of appearance, layout and scale for the erection of 19 dwellings",local-authority-eng:BPC,not owned by a public authority,2017-01-20,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/3764N&query=f6051385-c07e-4443-97f2-a8004df6158e,permissioned,reserved matters approval,2953,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Grenson Motor Co Ltd, Middlewich Road, Minshull Vernon",,2019-11-15,2019-11-15,,0.37,10,10,"Permission expired. Planning permission ref: 15/1249N: Construction of 10 dwellings complete with access, associated parking and landscaping",local-authority-eng:DST,not owned by a public authority,2016-06-30,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/1249N&query=90ecef0d-1d10-49b3-8b63-1486ad0760e9,permissioned,outline planning permission,2971,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land off Saville Street, Macclesfield",yes,,2019-11-15,,0.5,18,18,Planning permission ref: 14/1945M Demolition of existing buildings on site and erection of residential development comprising of 18 two-storey dwellings,local-authority-eng:CHE,not owned by a public authority,2018-05-08,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=14/1945M&query=3c709110-f7c5-4b4a-9438-bc5c7b11b422,permissioned,full planning permission,3062,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land To The North of Park Royal Drive, Macclesfield",yes,,2019-11-15,,0.14,,,Planning permission ref: 18/2831M - Erection of 10 terraced houses|14/2777M - Erection of 10 houses ,local-authority-eng:CHE,not owned by a public authority,2018-12-05,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/2831M&query=e2fdaa85-a3b1-4feb-995e-820cdd0c8946,permissioned,outline planning permission,3075,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land at 151-153 London Road, Macclesfield",,2019-11-15,2019-11-15,,0.06,8,8,Planning permission expired. Planning application ref: 13/0191M Demolition of existing shop and vacant dwelling and construction of new 2-storey building incorporating 8 self contained flats,local-authority-eng:CHE,not owned by a public authority,2015-04-24,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=13/0191M&query=bb15682b-4e10-47f0-8527-6d3e645ca7f5,permissioned,outline planning permission,3126,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Hurdsfield Community Centre, Carisbrook Avenue, Macclesfield",yes,,2019-11-15,,0.1,6,6,Planning permission ref: 16/1898M -Demolition of Hurdsfield Community Centre and the construction of 6 two-storey dwellings with associated landscaping and car parking,local-authority-eng:CHE,not owned by a public authority,2016-06-14,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/1898M&query=4ee5f921-d452-4420-8bb3-2ef0f82a4f83,permissioned,full planning permission,3140,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Chelford Cattle Market & Car Park, Dixon Drive, Chelford",yes,2019-11-15,2019-11-15,,3.65,107,107,"Site is now under construction. Planning permission refs: 18/0171M -Demolition of all existing structures and buildings, remediation of the site and the erection of a residential led mixed use development comprising 89 no residential dwellings (use class C3) and 140 sq m (1,500 sq ft) of business floorspace (use class B1) together with landscaping, access points from Dixon Drive, car parking, an acoustic fence and associated infrastructure.|18/5650M - Addition of 18 residential units and associated works",local-authority-eng:CHE,mixed ownership,2018-06-05,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/0171M&query=211d5941-6ecb-443f-9e49-4d31309abb0e,permissioned,full planning permission,3175,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Rieter Scragg/Langley Works, Langley Road, Langley",yes,,2019-11-15,,5.29,76,76,"Planning permission ref: 17/3614M - Reserved Matters (following outline approval 11/2340M) for Access, Appearance, Landscaping, Layout and Scale in respect of 76 dwellings, 830 sqm of B1 employment floorspace, public open space and new footpath links",local-authority-eng:CHE,not owned by a public authority,2018-01-30,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/3614M&query=a583d56a-8c84-4de2-b1be-71ef8ab220c3,permissioned,reserved matters approval,3268,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Adlington Road Business Park, Adlington Road, Bollington",yes,,2019-11-15,,0.33,7,7,Planning permission ref: 12/4340M-Demolition of existing industrial sheds and garages and erection of 6no. 3 bed and 1no. 4 bed houses,local-authority-eng:CHE,mixed ownership,2016-06-14,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=12/4340M&query=42ad7792-0c2a-4cbd-83c0-c56c3196289a,permissioned,full planning permission,3361,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
Former Cypress House South Acre Drive Handforth,yes,,2019-11-15,,0.3,45,45,"Planning application submitted ref: 19/3218M - Proposed 45 no. retirement apartments, guest apartment, communal facilities, access, car parking and landscaping -pending decision'",local-authority-eng:CHE,not owned by a public authority,,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=19/3218M&query=06a69421-60d2-40e8-9ebe-dc5a14bf3632,pending decision,,3547,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2018-10-31
"THE MAGGOT FARM, FRENCH LANE, BADDINGTON, NANTWICH, CHESHIRE, CW5 8AL",yes,,2019-11-15,,0.32,5,5,"Planning permission ref: 17/5345N -Demolition of former Hack Green maggot breading farm buildings and erection of 5no. barn style residential units with associated garages, parking and garden areas",local-authority-eng:CHE,not owned by a public authority,2017-12-04,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/5345N&query=45d7bf80-95ff-4237-99f7-33fde0ed5b5d,permissioned,full planning permission,3873,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2018-10-31
"77-79, ALDERLEY ROAD, WILMSLOW, CHESHIRE, SK9 1PA",yes,,2019-11-15,,0.36,12,12,"Planning permission ref: 17/2117M -Demolition of vacant dental surgery (77) and House (79), and construction of 12 Apartments and 5 bed detached house",local-authority-eng:CHE,not owned by a public authority,2017-11-23,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/2117M&query=a90a6528-7b48-42af-9d40-8930a2bc5a06,permissioned,full planning permission,4067,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2018-10-31
"Sydney Cottage Farm, 53 Herbert Street, Crewe",yes,,2019-11-15,,0.42,12,12,Planning permission ref: 18/3477N: Outline application for residential development with matters of scale and layout included.,local-authority-eng:CHE,not owned by a public authority,2019-08-30,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/3477N&query=966b0714-8a33-4c68-9c53-28e09c574388,permissioned,outline planning permission,4098,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2019-11-15
"The Kings School, Westminster Road, Macclesfield",yes,,2019-11-15,,0.84,150,150,"Planning permission refs: 18/3545M-Reserved matters approval (appearance, landscaping, layout and scale) on Outline application 15/4285M for the erection of 132 dwellings, landscaping and associated infrastructure|15/4285M - Demolition of existing buildings and structures, residential development up to 150 units, landscaping, supporting infrastructure and access",local-authority-eng:CHE,not owned by a public authority,2018-12-13,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/3545M&query=c8027345-09ef-4f19-b704-696d16582104,permissioned,reserved matters approval,4302,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"BOMBARDIER TRANSPORTATIONS, WEST STREET, CREWE",yes,,2019-11-15,,6.97,263,263,"Planning permission ref: 18/0079N - The demolition of the existing industrial buildings and structures (including the boundary wall along West Street) and the construction of 263 dwellings comprising 24 apartments and 239 houses, together with other associated works, including the provision of public open space, the laying out of roads and footways (with two new accesses from West Street), and hard and soft landscaping .",local-authority-eng:CHE,not owned by a public authority,2018-12-12,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/0079N&query=d8e9658f-04f0-4c53-9a6b-8981a2a41d8f,permissioned,full planning permission,4406,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2019-11-15
"EDLESTON ROAD COUNTY PRIMARY SCHOOL, EDLESTON ROAD, CREWE",yes,,2019-11-15,,0.2,28,28,"Planning permission ref: 17/2710N: Redevelopment of school to provide 14 No.2 bed and 14 No. 1 bed apartments, including on site parking involving partial demolition and conversion of existing building and new build elements (amended description of development)",local-authority-eng:CHE,not owned by a public authority,2017-10-19,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/2710N&query=47b6f2e8-57bf-417c-9392-591124e4f6b7,permissioned,full planning permission,4528,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2018-10-31
"COUNTY HOTEL, HARDEN PARK, ALDERLEY EDGE",yes,,2019-11-15,,0.48,26,26,"Planning permission ref: 18/4867M - Demolition of the existing County Hotel and redevelopment to provide 2 residential blocks comprising of 22no apartments and 4 townhouses, together with parking, landscaping and associated works.",local-authority-eng:CHE,not owned by a public authority,2019-02-28,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/4867M&query=e8766997-2bff-4f46-a626-c84f2428cb65,permissioned,full planning permission,4648,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2019-11-15
"Former Danebridge Mill, Mill Street, Congleton",yes,,2019-11-15,,0.24,44,44,"Planning permission ref: 18/6374C - Proposed site clearance and construction of a four/five storey building for 44 apartments (Use Class C3) with under croft car parking, access, surface car parking, retaining walls, landscaping and associated infrastructure.|13/1246C: Outline Application for 14 residential units, ranging from 2-2.5 storeys, 2-4 bedroom housing, with undercroft carparking.",local-authority-eng:CHE,not owned by a public authority,2019-10-04,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/6374C&query=bb4a9f40-5b63-4046-9e4d-85c121b5752b,permissioned,full planning permission,4849,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land at Langley Mill, Langley Road, Langley",yes,,2019-11-15,,0.12,5,5,"Planning permissions ref: 18/5054M - Proposed development of 5 no. dwellings and associated works following demolition of existing buildings.|15/4846M - Part demolition and conversion of Langley Mill to provide 5 dwellings, together with site access and general improvement works",local-authority-eng:CHE,not owned by a public authority,2019-02-25,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/5054M&query=bd8b3ee4-d7ac-46e6-a321-ea696fad9ab1,permissioned,full planning permission,4924,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"REAR OF 185 & 187 CONGLETON ROAD NORTH, SCHOLAR GREEN, STOKE ON TRENT, ST7 3HD",yes,,2019-11-15,,0.26,4,4,Planning permission ref: 18/5673C - Outline application for residential development (four detached houses).,local-authority-eng:CHE,not owned by a public authority,2019-01-09,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/5673C&query=52e569de-8c92-4234-af76-fe26d25d6347,permissioned,outline planning permission,4960,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2019-11-15
"Manor Way Centre, Manor Way, Crewe",yes,2019-11-15,2019-11-15,,0.4,14,14,Site is under construction. Planning permission ref: 17/1477N -14 No New build residential properties,local-authority-eng:CHE,not owned by a public authority,2018-01-31,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/1477N&query=3dbe946e-6c93-4820-aed6-547e5d2067da,permissioned,full planning permission,5118,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Cheshire Windows and Glass, Armitt Street, Macclesfield",yes,,2019-11-15,,0.11,10,10,Planning permission ref: 18/2824M -Demolition of Armitt Street Works and the erection of 10 terraced houses.|14/5635M -Outline application for proposed demolition of Armitt Street Works and the erection of up to 10 No. terraced houses,local-authority-eng:CHE,not owned by a public authority,2018-09-07,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/2824M&query=443c5c92-7205-4821-9ba5-93639b1d93eb,permissioned,outline planning permission,5164,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land at Radnor Park Trading Estate, BACK LANE, CONGLETON, CW12 4QA",yes,2019-11-15,2019-11-15,,0.79,29,29,"Site is now under construction. Planning permission ref: 17/0253C -Residential development (Use Class C3) comprising 29 affordable dwellings incorporating 12 no. 3 bed houses, and 13 no. two bed houses and 4 no. one bed maisonettes with associated infrastructure and incidental open space including a new estate road and vehicular and pedestrian access off Back Lane",local-authority-eng:CHE,not owned by a public authority,2017-04-13,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/0253C&query=f4d1f092-7905-4d37-90b1-2b717d89b779,permissioned,full planning permission,5169,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2018-10-31
"Craven House, CHURCHILL WAY, MACCLESFIELD, SK11 6AA",yes,,2019-11-15,,0.09,84,84,Prior approval ref 18/1520M - prior approval change of use to residential.,local-authority-eng:CHE,not owned by a public authority,2018-07-25,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/1520M&query=38e051fa-0fc0-44ad-b5ed-ed199ae6d9b6,permissioned,other,5197,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2019-11-15
"41, MABLINS LANE, CREWE, CW1 3RF ",yes,2019-11-15,2019-11-15,,0.38,18,18,"Site is now completed. Planning permission ref: 17/3272N -Proposed demolition of Sunnyside Farm & 41 Mablins Lane and erection of 20 dwellings (4 x 2 bedroom and 16 x 3 bedroom), new access road, car parking and landscaping ",local-authority-eng:CHE,not owned by a public authority,2018-02-02,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/3272N&query=b8a50134-9ade-4fb3-9a4e-779b9acce9de,permissioned,full planning permission,5289,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Sir Edmund Wright House, Beam Street, Nantwich",yes,2019-11-15,2019-11-15,,0.37,6,6,Site is now completed. Permission Ref: 15/3601N: Listed Building Consent for internal alterations including the amalgamation of 12 bedsit units to form 6 two bedroomed units,local-authority-eng:CHE,not owned by a public authority,2015-09-29,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3601N&query=5e53d7a3-a793-47b5-be38-fcdffa29dd6d,permissioned,full planning permission,5315,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Crown Inn, 76 Bond Street, Macclesfield",yes,2019-11-15,2019-11-15,,0.02,8,8,"Site is under construction. Planning permission ref: 13/4980M: Conversion of a public house to 8 residential apartments with rear stairwell extension and alterations to external appearance, including removal of existing external staircase",local-authority-eng:CHE,not owned by a public authority,2015-09-29,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=13/4980M&query=b0c493f1-1b20-4a51-849a-a344f4472fc7,permissioned,full planning permission,5316,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"The Barnfield, 24 Catherine Street, Macclesfield",yes,2019-11-15,2019-11-15,,0.02,5,5,Site is under construction. Planning permission ref: 15/0413M -Conversion of Public House to form 5 flats,local-authority-eng:CHE,not owned by a public authority,2015-09-29,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/0413M&query=749d8167-7a9e-4cd7-9710-3332987c61f5,permissioned,full planning permission,5317,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Field House, 40 Congleton Road, Sandbach",yes,,2019-11-15,,0.13,9,9,Planning permission ref: 16/3537C - Reserved matters application for appearance and landscaping on outline application 16/3631C for demolition of existing buildings and erection of 7 dwellings and 2 apartments,local-authority-eng:CHE,not owned by a public authority,2016-11-23,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/3537C&query=ba0f7a17-a1b4-49a2-be85-a96afd1c6813,permissioned,reserved matters approval,5419,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Venture House, Cross Street, Macclesfield",yes,,2019-11-15,,0.11,23,23,Prior approval ref: 16/0915M -Change of use from office use to residential,local-authority-eng:CHE,not owned by a public authority,2016-04-19,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/0915M&query=230b50e1-dbed-46f2-99c7-88bbe7df2b16,permissioned,other,5479,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land Off Paradise Lane, Church Minshull",yes,,2019-11-15,,0.71,11,11,"Planning permission ref:15/3157N- Demolition of existing buildings, erection of 11 dwellings (including 4 affordable dwellings), access roads, garaging, car parking and landscaping",local-authority-eng:CHE,not owned by a public authority,2016-11-16,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3157N&query=f1b8e8cd-6816-48b3-8b9c-eda9856c753b,permissioned,full planning permission,5493,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"1 Buxton Road West, Disley",yes,,2019-11-15,,0.1,8,8,"Site is under construction. Planning permission ref: 17/1785M -Conversion of former residential property with side extension, currently used as offices, to 8 residential apartments",local-authority-eng:CHE,not owned by a public authority,2017-06-12,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=17/1785M&query=5f44b404-f43b-42aa-a21f-b5ba6d9a2f4c,permissioned,full planning permission,5514,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Dane Street Garage, Dane Street, Congleton",,2019-11-15,2019-11-15,,0.08,7,7,Planning permission expired. Planning permission ref: 15/3250C -Conversion of vehicle garage and builders yard to residential development,local-authority-eng:CHE,not owned by a public authority,2016-07-07,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3250C&query=52b6059c-56f5-47c7-8a9d-abc5f9771a23,permissioned,outline planning permission,5594,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Regency Court, 36-48 High Street, Crewe",yes,,2019-11-15,,0.16,18,18,Planning permission ref: 16/2855N -Change of use from office use to 18 apartments,local-authority-eng:CHE,not owned by a public authority,2016-08-02,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/2855N&query=219997c3-58fa-4481-a1d2-36ee737eea61,permissioned,other,5621,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Paradise Mill, 1 - 21 Park Lane, Macclesfield",yes,,2019-11-15,,0.02,10,10,Planning permission ref: 16/2997M -Conversion of existing offices to create 10 self contained residential apartments,local-authority-eng:CHE,not owned by a public authority,2016-09-08,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/2997M&query=defbaa67-1a1c-45ef-95f6-1669786a24e0,permissioned,full planning permission,5664,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Normans Hall Farm, Shrigley Road, Pott Shrigley",yes,2019-11-15,2019-11-15,,0.36,10,10,"Site is under construction. Planning permission granted for 10 dwellings under refs: 18/4950M, 18/0811M, 17/3107M and 16/0978M -Change of use of commercial buildings to 10 dwellings, extension of unit 1 and demolition of the barn",local-authority-eng:CHE,not owned by a public authority,2019-02-11,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/4950M&query=a8cad047-03a0-4f3f-ae76-584c43165717,permissioned,full planning permission,5681,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Ndi House, Barony Court, Nantwich",yes,,2019-11-15,,0.21,14,14,Planning permission ref: 16/1105N -Proposed conversion and extension of existing office building to form 14 apartments with associated car parking,local-authority-eng:CHE,not owned by a public authority,2016-09-30,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/1105N&query=2c69b950-572d-46e5-9b97-273cc79e7880,permissioned,full planning permission,5688,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Shakerley Arms, 7-9, Willow Street, Congleton",yes,,2019-11-15,,0.04,6,6,Planning permission ref:16/5327C- Proposed change of use from an existing public house to 4no. proposed dwellings. The demolition of an existing two storey outbuilding & single storey flat roof toilet block to the rear and the erection of a proposed two storey extension providing 2no. two bedroom apartments,local-authority-eng:CHE,not owned by a public authority,2017-01-16,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/5327C&query=9eb58719-c3f2-41f3-93ca-a3d5292edb25,permissioned,full planning permission,5690,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
