site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Adderley Place, Glossop",,,2019-12-18,,1.3,48,48,,local-authority-eng:HIG,mixed ownership,,,not permissioned,,G32,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
Birch Vale Industrial Estate,,,2019-12-18,,4.4,100,100,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,BV002,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
Former Bridge Mills,yes,,2019-12-18,,3.84,119,119,Site is under construction.,local-authority-eng:HIG,not owned by a public authority,2018-03-19,,permissioned,full planning permission,TI001,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
"Britannia Mills, Buxworth",,,2019-12-18,,1.4,50,50,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,BW004,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
"Charlestown Works, Glossop",yes,,2019-12-18,,3.39,97,97,Site is under construction.,local-authority-eng:HIG,not owned by a public authority,2018-03-26,,permissioned,reserved matters approval,GL043,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
FORGE WORKS,yes,,2019-12-18,,7.44,153,153,Site is under construction.,local-authority-eng:HIG,not owned by a public authority,2017-11-29,,permissioned,reserved matters approval,CI001,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
"Former Campus, Harpur Hill, Buxton",yes,,2019-12-18,,4.65,155,155,Completions expected on site within 5 years,local-authority-eng:HIG,not owned by a public authority,2019-03-07,,permissioned,full planning permission,BX055,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
Former railway museum,,,2019-12-18,,3.9,89,89,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,GL070,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
HARDWICK SQUARE SOUTH,yes,,2019-12-18,,0.47,28,28,Site is under construction,local-authority-eng:HIG,not owned by a public authority,,,permissioned,other,BX057,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
"Hawkshead Mill, Hope Street",yes,,2019-12-18,,0.8,31,31,Completions expected on site within 5 years,local-authority-eng:HIG,not owned by a public authority,2019-06-27,,permissioned,outline planning permission,GL056,https://www.highpeak.gov.uk/media/4697/Brownfield-Register-2019/pdf/HPBC_Brownfield_Register_2019_Maps.pdf?m=1576509189877,2017-11-30
