site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Land rear of 24 Great North Road London N6 4LU,yes,,2017-12-31,,0.02,1,1,"Demolition of existing outbuilding, and construction of single storey one bedroom dwelling with basement. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687",local-authority-eng:HRY,not owned by a public authority,2014-09-18,,permissioned,full planning permission,HGY/2014/1977,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687,2017-12-31
"Land at rear of 41, Mount View Road London N4 4SS",yes,,2017-12-31,,0.04,2,2,Provision of 2 new semi-detached dwellings. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,local-authority-eng:HRY,not owned by a public authority,2014-10-20,,permissioned,full planning permission,HGY/2014/2342,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,2017-12-31
159 Tottenham Lane London N8 9BT,yes,,2017-12-31,,0.16,18,18,Erection of a part 4 / part 5 storey building to contain retail development on the ground floor consisting of 422sq.m of A1 use and 218sq.m of A3 use with 18 residential units on the upper floors. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,local-authority-eng:HRY,not owned by a public authority,2014-10-31,,permissioned,full planning permission,HGY/2014/0484,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,2017-12-31
Land Between 41-43 Rectory Gardens London N8 7PJ,yes,,2017-12-31,,0.02,1,1,Demolition of existing garages and erection of part single/part two storey two bedroom single dwelling house. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,local-authority-eng:HRY,not owned by a public authority,2014-09-15,,permissioned,full planning permission,HGY/2014/1591,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,2017-12-31
4-8 Dorset Road London N15 5AJ London,yes,,2017-12-31,,0.04,5,5,"Erection of 2 storey block with rear dormers and roof terrace comprising 1 x 3 bed flat, 1 x 2 bed flat, 2 x 1 bed flats and 1 x studio flat.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=269314",local-authority-eng:HRY,not owned by a public authority,2016-06-24,,permissioned,full planning permission,HGY/2013/1538,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=269314,2017-12-31
St Anns Road Police Station 289 St Anns Road London N15 5RD,yes,,2017-12-31,,0.21,28,28,"Demolition of extensions and outbuildings, the conversion of the former police station, and the construction of new residential buildings to provide 28 x 1, 2, 3 and 4 bedroom dwelling units, parking provision, cycle and refuse storage.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286447",local-authority-eng:HRY,owned by a public authority,2016-03-31,,permissioned,full planning permission,HGY/2015/3729,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286447,2017-12-31
191-201 Archway Road London N6 5BN,yes,,2017-12-31,,0.14,25,25,"Erection of building behind retained Archway Road facade and fronting Causton Road to provide 25 residential dwellings (Class C3) at basement, ground, first, second, third floor level, including retention of existing facade fronting Archway Road and side return wall on Causton Road. Demolition of all existing buildings to the rear. Retention of retail floor space unit at ground floor level (Class A1). Change of use or part ground floor and part basement from retail (Class A1) to Class B1 use. Provision of associated residential amenity space, landscaping and car parking.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951",local-authority-eng:HRY,not owned by a public authority,2016-03-31,,permissioned,full planning permission,HGY/2015/2517,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951,2017-12-31
Site rear of 115 Fortis Green London N2 9HW,yes,,2017-12-31,,0.04,3,3,Demolition of existing single story outbuildings and redevelopment of the site to provide 3 x three storey dwellinghouses. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282372,local-authority-eng:HRY,not owned by a public authority,2015-11-06,,permissioned,full planning permission,HGY/2015/1696,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282372,2017-12-31
42 Park Road London N15 3HR,yes,,2017-12-31,,0.01,2,2,Change of use from lock up garages and storage yard to residential use and erection of 2 x one bedroom bungalows. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278332,local-authority-eng:HRY,not owned by a public authority,2015-08-04,,permissioned,full planning permission,HGY/2014/3526,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278332,2017-12-31
Rear of 74A Manor Road London N17 0JJ,yes,,2017-12-31,,0.01,2,2,Erection of 2 x 2 bed houses. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,local-authority-eng:HRY,not owned by a public authority,2015-12-14,,permissioned,full planning permission,HGY/2015/1071,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,2017-12-31
