site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"“Thomas St phases 3 & 4, Thomas St, Woolwich New Rd & Wellington St Woolwich“",yes,,2017-12-22,,1.82,701,701,"Of the 960 total dwellings permitted, 259 dwellings completed 14/03/2014 in Phase 1 (10/2440/R).",local-authority-eng:GRE,,2007-07-27,,permissioned,outline planning permission,RBG-01,,2017-12-22
"“64 & rear of, Plumstead High St Plumstead“",yes,,2017-12-22,,0.09,9,9,“Started,local-authority-eng:GRE,,2007-10-29,,permissioned,full planning permission,RBG-02,,2017-12-22
"“Former Greenwich District Hospital site, Vanbrugh Hill Greenwich“",yes,,2017-12-22,,2.2,645,645,“Started,local-authority-eng:GRE,,2009-03-31,,permissioned,full planning permission,RBG-03,,2017-12-22
"“The Academy (former Royal Military Academy), Academy Rd Woolwich“",yes,,2017-12-22,,4.41,328,328,“Started,local-authority-eng:GRE,,2009-07-10,,permissioned,full planning permission,RBG-04,,2017-12-22
"“Kidbrooke Village Phase 2, Kidbrooke Park Rd Kidbrooke“",yes,,2017-12-22,,5.04,595,595,“Started,local-authority-eng:GRE,,2010-03-24,,permissioned,reserved matters approval,RBG-05,,2017-12-22
“92-94 Shooters Hill Rd Charlton“,yes,,2017-12-22,,0.07,3,3,“Started,local-authority-eng:GRE,,2010-08-02,,permissioned,full planning permission,RBG-06,,2017-12-22
"“Former Millers PH & newsagent, 83-87 Greenwich High Rd Greenwich“",yes,,2017-12-22,,0.03,9,9,“Started,local-authority-eng:GRE,,2011-07-11,,permissioned,full planning permission,RBG-07,,2017-12-22
"“Alcatel-Lucent, Christchurch Way Greenwich“",yes,,2017-12-22,,3.6,770,770,“Started,local-authority-eng:GRE,,2012-03-03,,permissioned,full planning permission,RBG-08,,2017-12-22
"“Hilton's Wharf, 30-52 Norman Rd Greenwich“",yes,,2017-12-22,,0.13,85,85,“Started,local-authority-eng:GRE,,2012-03-27,,permissioned,full planning permission,RBG-09,,2017-12-22
"“Mast Quay Phase 2, Woolwich Church St Woolwich“",yes,,2017-12-22,,0.76,218,218,“Not started.,local-authority-eng:GRE,,2012-03-29,,permissioned,full planning permission,RBG-10,,2017-12-22
"“Greenwich Millennium Village, Peartree Way & West Parkside Greenwich“",yes,,2017-12-22,,8.01,1746,1746,“Started.,local-authority-eng:GRE,,2012-03-30,,permissioned,outline planning permission,RBG-11,,2017-12-22
"“South East London Aquatic Centre, Europe Rd Woolwich (King Henry's Dock)“",yes,,2017-12-22,,0.13,100,100,“Started.,local-authority-eng:GRE,,2012-03-30,,permissioned,full planning permission,RBG-12,,2017-12-22
"“Former Westcombe Park police station, 11 Combedale Rd Westcombe Park“",yes,,2017-12-22,,0.1,9,9,“Started.,local-authority-eng:GRE,,2012-09-03,,permissioned,full planning permission,RBG-13,,2017-12-22
"“Warren Masterplan, Beresford St Woolwich“",yes,,2017-12-22,,14.98,2032,2032,“Started.,local-authority-eng:GRE,,2013-06-19,,permissioned,outline planning permission,RBG-14,,2017-12-22
“Land adjacent to 106-116 McLeod Rd & Dahlia Rd Abbey Wood“,yes,,2017-12-22,,0.11,9,9,“Started.,local-authority-eng:GRE,,2013-11-08,,permissioned,outline planning permission,RBG-15,,2017-12-22
“139 Greenwich High Rd Greenwich“,yes,,2017-12-22,,0.03,9,9,“Started.,local-authority-eng:GRE,,2014-03-05,,permissioned,full planning permission,RBG-16,,2017-12-22
“Plot M0103 (land east of Barge Walk) Peninsula Riverside Greenwich“,yes,,2017-12-22,,0.43,224,224,“Started.,local-authority-eng:GRE,,2014-03-31,,permissioned,full planning permission,RBG-17,,2017-12-22
"“St Joseph's Community Hall, Pelton Rd Greenwich“",yes,,2017-12-22,,0.09,8,8,“Started.,local-authority-eng:GRE,,2014-04-11,,permissioned,full planning permission,RBG-18,,2017-12-22
“Grove Market Place & 60 Eltham High St Eltham“,yes,,2017-12-22,,0.43,144,144,“Started.,local-authority-eng:GRE,,2014-05-15,,permissioned,full planning permission,RBG-19,,2017-12-22
"“Former Woolwich Congregational Church, Rectory Place Woolwich“",yes,,2017-12-22,,0.09,9,9,“Started.,local-authority-eng:GRE,,2014-07-30,,permissioned,full planning permission,RBG-20,,2017-12-22
"“Callis Yard, Bunton St Woolwich“",yes,,2017-12-22,,0.43,152,152,“Started,local-authority-eng:GRE,,2014-12-05,,permissioned,full planning permission,RBG-21,,2017-12-22
“76 Eltham Rd Eltham“,yes,,2017-12-22,,0.07,4,4,“Started,local-authority-eng:GRE,,2014-12-16,,permissioned,full planning permission,RBG-22,,2017-12-22
“142-144 Eltham High St Eltham“,yes,,2017-12-22,,0.07,7,7,“Not started.,local-authority-eng:GRE,,2015-02-11,,permissioned,full planning permission,RBG-23,,2017-12-22
"“Kundan Building Supplies, Angerstein Wharf, Horn Lane Greenwich“",yes,,2017-12-22,,0.08,8,8,“Not started.,local-authority-eng:GRE,,2015-03-12,,permissioned,full planning permission,RBG-24,,2017-12-22
“38 Wellington St Woolwich“,yes,,2017-12-22,,0.08,34,34,Started.,local-authority-eng:GRE,,2015-03-19,,permissioned,full planning permission,RBG-25,,2017-12-22
"“Kidbrooke Village Phase 3, Kidbrooke Park Rd Kidbrooke“",yes,,2017-12-22,,4.73,1238,1238,“Started,local-authority-eng:GRE,,2015-03-27,,permissioned,full planning permission,RBG-26,,2017-12-22
"“Kidbrooke Village Phase 5, Kidbrooke Park Rd Kidbrooke“",yes,,2017-12-22,,4.78,1144,1144,“Started,local-authority-eng:GRE,,2015-03-27,,permissioned,full planning permission,RBG-27,,2017-12-22
"“Kidbrooke Village Phase 6, Kidbrooke Park Rd Kidbrooke“",yes,,2017-12-22,,4.09,713,713,“Started,local-authority-eng:GRE,,2015-03-27,,permissioned,outline planning permission,RBG-28,,2017-12-22
"“Former Car Park & Units 12, 14, 15 and 16 Gunnery Terrace, Plumstead Rd Woolwich (Crossrail above-station development)“",yes,,2017-12-22,,0.84,394,394,Not started.,local-authority-eng:GRE,,2015-04-01,,permissioned,full planning permission,RBG-29,,2017-12-22
“36-38 Artillery Place Woolwich“,yes,,2017-12-22,,0.25,52,52,“Construction likely to begin early 2018.“,local-authority-eng:GRE,,2015-04-02,,permissioned,full planning permission,RBG-30,,2017-12-22
"“Connaught Estate, land south of Sandy Hill Lane west of Brookhill Rd Woolwich“",yes,,2017-12-22,,3.03,354,354,Started.,local-authority-eng:GRE,,2015-04-02,,permissioned,outline planning permission,RBG-31,,2017-12-22
"“Kings Arms, 1 Frances St Woolwich“",yes,,2017-12-22,,0.05,11,11,“Not started.,local-authority-eng:GRE,,2015-04-02,,permissioned,full planning permission,RBG-32,,2017-12-22
"“Ava Cars, 188 Court Rd Mottingham“",yes,,2017-12-22,,0.05,14,14,“Not started.,local-authority-eng:GRE,,2015-04-02,,permissioned,full planning permission,RBG-33,,2017-12-22
"“3rd & 4th Floors Farndale Court, 1-3 Master Gunner Place Woolwich“",yes,,2017-12-22,,0.1,7,7,“Not started.,local-authority-eng:GRE,,2015-08-12,,permissioned,full planning permission,RBG-34,,2017-12-22
“54 Westcombe Hill Westcombe Park“,yes,,2017-12-22,,0.09,9,9,“Not started.,local-authority-eng:GRE,,2015-08-13,,permissioned,full planning permission,RBG-35,,2017-12-22
"“Lower Ground, Ground & 1st Floors, 1 Charlton Rd Blackheath“",yes,,2017-12-22,,0.03,5,5,“Not started.,local-authority-eng:GRE,,2015-08-26,,permissioned,full planning permission,RBG-36,,2017-12-22
“Garages adjacent to 39 Samuel St Woolwich“,yes,,2017-12-22,,0.06,13,13,“Not started.,local-authority-eng:GRE,,2015-09-22,,permissioned,full planning permission,RBG-37,,2017-12-22
"“Lord Clyde, 1 Brookhill Rd Woolwich“",yes,,2017-12-22,,0.15,8,8,“Not started.,local-authority-eng:GRE,,2015-09-29,,permissioned,full planning permission,RBG-38,,2017-12-22
"“Kitchener House & Ellington House, Ashmore Rd Woolwich“",yes,,2017-12-22,,0.04,5,5,“Not started.,local-authority-eng:GRE,,2015-10-22,,permissioned,full planning permission,RBG-39,,2017-12-22
“145 Westmount Rd Eltham“,yes,,2017-12-22,,0.08,-1,-1,Started,local-authority-eng:GRE,,2015-10-26,,permissioned,full planning permission,RBG-40,,2017-12-22
“11 Eglinton Hill Woolwich“,yes,,2017-12-22,,0.01,5,5,Started,local-authority-eng:GRE,,2015-11-06,,permissioned,full planning permission,RBG-41,,2017-12-22
“6 Frances St Woolwich“,yes,,2017-12-22,,0.02,6,6,“Not started.,local-authority-eng:GRE,,2015-11-10,,permissioned,full planning permission,RBG-42,,2017-12-22
"“Equitable House, 7 General Gordon Square Woolwich“",yes,,2017-12-22,,0.14,9,9,“Started.,local-authority-eng:GRE,,2015-11-30,,permissioned,full planning permission,RBG-43,,2017-12-22
"“Knight Dragon site, Edmund Halley Way Greenwich“",yes,,2017-12-22,,46.11,6000,6000,"“Anticipated that 6,000 dwellings will be completed within a 15-year timeframe up to 2032.",local-authority-eng:GRE,,2015-12-08,,permissioned,outline planning permission,RBG-44,,2017-12-22
"“Holt Court, 26 Horseferry Place Greenwich“",yes,,2017-12-22,,0.04,32,32,“Not started.,local-authority-eng:GRE,,2015-12-09,,permissioned,full planning permission,RBG-45,,2017-12-22
"“Charlton Liberal Club, 59 Charlton Church Lane Charlton“",yes,,2017-12-22,,0.05,3,3,Started,local-authority-eng:GRE,,2015-12-10,,permissioned,full planning permission,RBG-46,,2017-12-22
"“Creekside East, Creek Rd & Copperas St Deptford“",yes,,2017-12-22,,0.47,249,249,Started,local-authority-eng:GRE,,2015-12-14,,permissioned,full planning permission,RBG-47,,2017-12-22
"“Enderby Wharf, Banning St & Christchurch Way Greenwich“",yes,,2017-12-22,,3.03,477,477,“Started. Formerly part of Alcatel-Lucent site.“,local-authority-eng:GRE,,2015-12-23,,permissioned,full planning permission,RBG-48,,2017-12-22
“1 Anglesea Mews Woolwich“,yes,,2017-12-22,,0.01,5,5,“Not started.,local-authority-eng:GRE,,2016-03-04,,permissioned,full planning permission,RBG-49,,2017-12-22
“97-101 Powis St Woolwich“,yes,,2017-12-22,,0.04,9,9,“Not started.,local-authority-eng:GRE,,2016-03-15,,permissioned,full planning permission,RBG-50,,2017-12-22
"“Sunbury Lodge, 1 Sunbury St Woolwich“",yes,,2017-12-22,,0.26,48,48,“Not started.,local-authority-eng:GRE,,2016-03-31,,permissioned,full planning permission,RBG-51,,2017-12-22
“2-12 Blackwall Lane Greenwich“,yes,,2017-12-22,,0.06,18,18,“Not started.,local-authority-eng:GRE,,2016-04-25,,permissioned,full planning permission,RBG-52,,2017-12-22
“228-232 Trafalgar Rd Greenwich“,yes,,2017-12-22,,0.02,12,12,“Not started.,local-authority-eng:GRE,,2016-05-03,,permissioned,full planning permission,RBG-53,,2017-12-22
“29 Market St Woolwich“,yes,,2017-12-22,,0.1,22,22,Started.,local-authority-eng:GRE,,2016-05-12,,permissioned,full planning permission,RBG-54,,2017-12-22
"“Plots N0205, N0206 & N0207, Peninsula Square, West Parkside Greenwich “",yes,,2017-12-22,,1.63,,,Started.,local-authority-eng:GRE,,2016-05-31,,permissioned,Other,RBG-55,,2017-12-22
"“Old Loyal Britons PH, 62 Thames St Greenwich“",yes,,2017-12-22,,0.02,9,9,“Not started.,local-authority-eng:GRE,,2016-07-18,,permissioned,full planning permission,RBG-56,,2017-12-22
“25-31 The Village Charlton“,yes,,2017-12-22,,0.03,6,6,“Not started.,local-authority-eng:GRE,,2016-08-02,,permissioned,full planning permission,RBG-57,,2017-12-22
"“Penhall Tyres Ltd, 700 Woolwich Rd Charlton“",yes,,2017-12-22,,0.06,14,14,“Not started.,local-authority-eng:GRE,,2016-08-08,,permissioned,full planning permission,RBG-58,,2017-12-22
“445 Woolwich Rd Charlton“,yes,,2017-12-22,,0.04,73,73,“Started.,local-authority-eng:GRE,,2016-09-19,,permissioned,full planning permission,RBG-59,,2017-12-22
"“Plots MO104 & MO121 (land west of coal jetty), Pilot Way, Barge Walk & Olympian Way Greenwich.",yes,,2017-12-22,,3.53,528,528,“Started.15/2104/MA amended original permission to increase residential units on Plot M0121 from 251 to 260.,local-authority-eng:GRE,,2016-09-20,,permissioned,Other,RBG-60,,2017-12-22
"“Rochester Way Social Club and adjoining open space, Rochester Way & Briset Rd Eltham“",yes,,2017-12-22,,0.47,29,29,“Not started.,local-authority-eng:GRE,,2016-10-20,,permissioned,full planning permission,RBG-61,,2017-12-22
"“1st & 2nd Floors, Murray's Yard, 26-28 Powis St Woolwich“",yes,,2017-12-22,,0.02,2,2,“Not started.,local-authority-eng:GRE,,2016-10-20,,permissioned,full planning permission,RBG-62,,2017-12-22
"“The Albion PH, 48 Woolwich Church St Woolwich“",yes,,2017-12-22,,0.01,40,40,“Not started.,local-authority-eng:GRE,,2016-11-01,,permissioned,full planning permission,RBG-63,,2017-12-22
“Land rear of 2-36 Bevan Rd Abbey Wood“,yes,,2017-12-22,,0.22,11,11,“Not started.,local-authority-eng:GRE,,2016-11-11,,permissioned,full planning permission,RBG-64,,2017-12-22
“Garages rear of 7-22 Prentiss Court Charlton“,yes,,2017-12-22,,0.34,10,10,“Not started.,local-authority-eng:GRE,,2016-11-30,,permissioned,full planning permission,RBG-65,,2017-12-22
"“Queens Arms PH, 23 Burrage Rd Woolwich“",yes,,2017-12-22,,0.03,5,5,“Not started.,local-authority-eng:GRE,,2017-01-06,,permissioned,full planning permission,RBG-66,,2017-12-22
