site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former working men's club, New Road, Audley",yes,22/05/2019,2019-12-12,,0.33,,,15/00692/FUL - Erection of 12 dwellings. Now completed,local-authority-eng:NEC,not owned by a public authority,2016-05-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0016SIBMLI000,permissioned,full planning permission,AB17,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSLI1MBMGW500,2017-12-18
"Land at Wedgewood Avenue, Wood Lane",,,2019-12-12,,0.16,,,Site promoted by registered provider,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,,AB29,,2019-12-12
West Avenue (North West Site) Kidsgrove,,,2019-12-12,,0.98,,,"19/00760/FUL - Residential development for 71 dwellings, 53 dwellinghouses and 18 apartments. Pending decision",local-authority-eng:NEC,not owned by a public authority,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001O2PBMLI000,pending decision,full planning permission,BL7,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PYA1YPBM01S00,2019-12-12
"Land adjacent to roundabout at West Avenue, Kidsgrove",yes,,2019-12-12,,1.42,,,15/00368/OUT - Residential development for 44 dwellings,local-authority-eng:NEC,not owned by a public authority,2016-09-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0017IRBMLI000,permissioned,outline planning permission,BL8,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNMN7MBMN3F00,2017-12-18
"Land between Johnson Avenue and Liverpool Road, Cross Heath",,,2019-12-12,,0.23,,,09/00045/FUL - Demolition of existing bungalow and erection of eight dwellings,local-authority-eng:NEC,not owned by a public authority,2009-03-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0015ADBMLI000,permissioned,full planning permission,CH12,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=KEA2Q4BM06500,2019-12-12
"Wilmott Drive, Cross Heath, Newcastle-under-Lyme",yes,,2019-12-12,,8.79,,,17/00281/FUL - Development of 276 dwellings,local-authority-eng:NEC,not owned by a public authority,2018-05-16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IIY4TKBMY3000,permissioned,full planning permission,CH4,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ONOB4WBMK6800,2017-12-18
"Dragon Square, Rosevale Court",,,2019-12-12,,0.35,,,Site promoted by registered provider,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,,CT12,,2019-12-12
"Heathcote Street, Chesterton (Chesterton Ex-Servicemens Club)",yes,,2019-12-12,,0.1,,,18/00559/FUL - Proposed 10 no. two bedroom self contained flats,local-authority-eng:NEC,not owned by a public authority,2019-03-08,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001M94BMLI000,permissioned,full planning permission,CT13,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PC1SPJBMJF700,2017-12-18
Ex Servicemens Club Heathcote Street,yes,22/05/2019,2019-12-12,,0.31,,,17/00417/FUL - Residential development of 14 dwellings. Now completed,local-authority-eng:NEC,not owned by a public authority,2017-09-28,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001M94BMLI000,permissioned,full planning permission,CT22,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQ3EWWBMH0G00,2017-12-18
"Corona Park, Sandford Street, Chesterton",yes,22/05/2019,2019-12-12,,0.3,,,10/00480/FUL - Erection of 16 terraced dwellings. Now completed,local-authority-eng:NEC,not owned by a public authority,2010-12-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0017SDBMLI000,permissioned,full planning permission,CT23,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=L7AIQNBM4V000,2017-12-18
