site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former working men's club, New Road, Audley",yes,,2018-12-11,,0.33,12,12,15/0692/FUL. Erection of 12 houses,local-authority-eng:NEC,not owned by a public authority,2016-05-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=NSLI1MBMGW500&activeTab=summary,permissioned,full planning permission,AB17,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSLI1MBMGW500,2017-12-18
"Land adjacent 31 Banbury Street, Talke",yes,,2018-12-11,,0.27,13,13,"14/00027/FUL. Erection of 13 new dwellings with associated access road, parking and landscaping",local-authority-eng:NEC,not owned by a public authority,2016-03-14,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MZJMHBBM4V000,permissioned,full planning permission,BL24,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MZJMHBBM4V000,2017-12-18
"Methodist Church, Chapel Street, Butt Lane",,,2018-12-11,,0.1,10,10,Site lapsed residential planning permission 14/00266/FUL,local-authority-eng:NEC,not owned by a public authority,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N3VI2EBM4V000,not permissioned,,BL25,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N3VI2EBM4V000,2017-12-18
"Land to the south of West Avenue, Kidsgrove",,,2018-12-11,,1.41,44,44,"15/00368/OUT. Outline planning application for residential development for 44 dwellings at West Avenue, Kidsgrove (Phase 4)",local-authority-eng:NEC,not owned by a public authority,2016-09-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NNMN7MBMN3F00,permissioned,outline planning permission,BL8,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNMN7MBMN3F00,2017-12-18
"Wilmott Drive, Cross Heath, Newcastle-under-Lyme",yes,,2018-12-11,,8.8,276,276,"17/00281/FUL. Development of 276 dwellings, public open space and associated infrastructure works",local-authority-eng:NEC,not owned by a public authority,2018-05-16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONOB4WBMK6800,permissioned,full planning permission,CH4,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ONOB4WBMK6800,2017-12-18
"Heathcote Street, Chesterton (Chesterton Ex-Servicemens Club)",,,2018-12-11,,0.1,5,5,Part of lapsed mixed use residential permission 07/00620/OUT,local-authority-eng:NEC,not owned by a public authority,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JKJST1BM03T00,not permissioned,,CT13,https://www.newcastle-staffs.gov.uk/sites/default/files/IMCE/Planning/Planning_Policy/NonLocal/CT13.pdf,2017-12-18
Ex Servicemens Club Heathcote Street,yes,,2018-12-11,,0.31,14,14,17/00417/FUL. Proposed residential development of 14 dwellings,local-authority-eng:NEC,not owned by a public authority,2017-09-28,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQ3EWWBMH0G00,permissioned,full planning permission,CT22,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQ3EWWBMH0G00,2017-12-18
"Corona Park, Sandford Street, Chesterton",yes,,2018-12-11,,0.3,8,8,10/00480/FUL - Development commenced 8 completed.. Erection of 16 terraced dwellings (Amended Description),local-authority-eng:NEC,not owned by a public authority,2010-12-07,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=L7AIQNBM4V000&activeTab=summary,permissioned,full planning permission,CT23,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=L7AIQNBM4V000,2017-12-18
"Hulston Site, Birch House Road, Chesterton, Newcastle-under-Lyme",,,2018-12-11,,0.61,26,26,Has a resolution to grant planning permission subject to the entering into a section 106 agreement 17/01033/FUL,local-authority-eng:NEC,not owned by a public authority,,,not permissioned,,CT9,https://www.newcastle-staffs.gov.uk/sites/default/files/IMCE/Planning/Planning_Policy/NonLocal/CT9.pdf,2018-12-11
"London Road, Chesterton (Bennett Arms)",,,2018-12-11,,0.15,7,7,09/00155/FUL - lapsed permisison for 7 dwellings. Demolition of existing public house and erection of seven dwellings,local-authority-eng:NEC,not owned by a public authority,2009-05-22,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=KGT5XUBM06A00&activeTab=summary,permissioned,full planning permission,HD18,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=KGT5XUBM06A00,2017-12-18
"Midland House, London Road, Chesterton",yes,,2018-12-11,,0.16,14,14,16/00623/REM. Application for approval of the reserved matter of landscaping pursuant to outline planning permission granted on appeal 10th September 2013 for demolition of existing industrial building and erection of 14 dwellings and retail/commercial units,local-authority-eng:NEC,not owned by a public authority,2016-09-19,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OAVL23BMIW400,permissioned,reserved matters approval,HD25,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OAVL23BMIW400,2017-12-18
"Wrinehill Garage, Main Road, Betley",yes,,2018-12-11,,0.16,9,9,"17/00968/FUL. Erection of 9 no. Dwellings, associated car parking and landscaping (amendment to approval 06/00984/FUL)",local-authority-eng:NEC,not owned by a public authority,2018-04-10,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P0C7NOBMKXQ00,permissioned,full planning permission,HM3,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=J7L744BMX0000,2017-12-18
"Former Garages at Gloucester Road, Kidsgrove",yes,,2018-12-11,,0.29,8,8,"18/00059/REM. Reserved matters application for the access, appearance, layout and scale of residential development - 8 dwellings",local-authority-eng:NEC,owned by a public authority,2018-03-27,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P323PPBMI9400,permissioned,reserved matters approval,KG15,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P323PPBMI9400,2017-12-18
"Lock Up Garages Sussex Drive, Kidsgrove",yes,,2018-12-11,,0.13,6,6,"18/00686/REM. Reserved matters application for the access, appearance, landscaping, layout and scale for erection of 6 town houses",local-authority-eng:NEC,not owned by a public authority,2018-10-30,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PEJ7HOBMFQG00,permissioned,reserved matters approval,KG16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PEJ7HOBMFQG00,2017-12-18
"William Road, Kidsgrove (site of the Galley PH)",yes,,2018-12-11,,0.18,10,10,11/00494/FUL. Proposed development of 10 new town houses on the site of the former Galley Public House.,local-authority-eng:NEC,not owned by a public authority,2011-12-23,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LRRZTZBM4V000,permissioned,full planning permission,KG6,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LRRZTZBM4V000,2017-12-18
"Pepper Street, Keele",yes,,2018-12-11,,14.16,100,100,"18/00262/REM. Application for approval of reserved matters for layout, scale, appearance and landscaping for the erection of 100 Dwellings",local-authority-eng:NEC,not owned by a public authority,2018-08-17,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P6CXZXBMGZH00,permissioned,reserved matters approval,KL16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P6CXZXBMGZH00,2018-12-11
"The Hawthorns, Keele (West)",yes,,2018-12-11,,5.69,83,83,"15/01004/FUL. Proposed student accommodation with carparking (Barnes, Keele Campus) and proposed residential development of 83 dwellings with school drop off point, shop and areas of greenspace (The Hawthorns, Keele Village).",local-authority-eng:NEC,not owned by a public authority,2016-04-05,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NXN863BM02600,permissioned,full planning permission,KL17,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NXN863BM02600,2017-12-18
"Land at junction of Church Street and Chapel Street, Silverdale",yes,,2018-12-11,,0.12,6,6,16/00088/FUL. Proposed housing development of 6 dwellings,local-authority-eng:NEC,not owned by a public authority,2016-03-30,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O1WRHBBMJ3D00,permissioned,full planning permission,KS19,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O1WRHBBMJ3D00,2017-12-18
"Tadgedale Quarry, Mucklestone Road, Loggerheads",,,2018-12-11,,5.84,128,128,15/00015/OUT. Erection of up to 128 dwellings,local-authority-eng:NEC,not owned by a public authority,2017-03-22,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NHY8TYBMKD200,permissioned,outline planning permission,LW12,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NHY8TYBMKD200,2017-12-18
