site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Carier Site, East Street, Braintree",yes,,2018-12-22,,2.13,74,74,"18/00613/REM - Application for approval of Reserved Matters for 'Access', 'Appearance', 'Landscaping', 'Layout', and 'Scale' for erection of 74 dwellings pursuant to outline planning permission",local-authority-eng:BRA,not owned by a public authority,2018-11-30,,permissioned,reserved matters approval,BCBG144,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"The Rose and Crown, Masefield Road, Braintree",yes,,2019-12-18,,0.09,14,14,Allocated in emerging Local Plan. Previous application 14/01115/FUL has expired.,local-authority-eng:BRA,not owned by a public authority,,,not permissioned,,BRS35,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"Hunnable Industrial Estate, Great Yeldham",yes,18/12/2019,2019-12-18,,2.19,60,60,Site is now under construction,local-authority-eng:BRA,not owned by a public authority,2019-04-04,,permissioned,reserved matters approval,GRYE 275,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"Universal Garage, The Street, Hatfield Peverel",yes,,2019-12-18,,0.22,9,9,"Demolish workshop and vehicle sales buildings, cease vehicle sales use and erection of 7 no. two storey terrace dwellings and 2 no. detached dwellings, formation of new vehicular access on the The Street, layout parking spaces and form private amenity areas.",local-authority-eng:BRA,not owned by a public authority,2019-11-11,,permissioned,reserved matters approval,15/01103/OUT,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"Former Courtauld Boiler Building Factory, Lane West, Halstead",yes,,2017-12-22,,0.3,22,22,"Change of use of existing former Courtauld boiler buildings to create 22 flats together with commercial storage, landscaping and car parking",local-authority-eng:BRA,not owned by a public authority,2017-07-19,,permissioned,full planning permission,16/00850/FUL,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"4 Helions Road, Steeple Bumpstead",yes,,2017-12-22,,0.84,9,9,Application for outline planning permission with all matters reserved - redevelopment of an agricultural machinery depot to residential development of 9no. three bedroom dwellings with associated works,local-authority-eng:BRA,not owned by a public authority,2017-01-12,,permissioned,outline planning permission,16/01525/OUT,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"Garage Site, Lancaster Way, Braintree",yes,,2019-12-18,,0.14,9,9,19/01797/FUL - Demolition of existing garages and erection of 9 no. apartments,local-authority-eng:BRA,not owned by a public authority,2019-11-26,,permissioned,full planning permission,16/00661/FUL,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"28-30 Trinity Street, Halstead",yes,,2017-12-22,,0.02,6,6,"Change of use of building from commercial to 6 no. one bedroom flats and a commercial unit at ground floor level, together with internal and external alterations",local-authority-eng:BRA,not owned by a public authority,2017-11-23,,permissioned,full planning permission,17/01340/FUL,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"Units 1 and 2 Tey Grove, Gt Domseys Farm, Domsey Chase, Feering",yes,18/12/2019,2019-12-18,,0.26,11,11,Completed,local-authority-eng:BRA,not owned by a public authority,2016-06-10,,permissioned,full planning permission,16/00418/FUL,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
"Bardfield Centre, Braintree Road, Great Bardfield",yes,,2017-12-22,,0.41,8,8,"The conversion of existing commercial buildings to form 8 no. residential units with associated landscaping, creation of vehicular access and demolition of Unit 13 and a storage building to facilitate amended car parking provision",local-authority-eng:BRA,not owned by a public authority,2017-04-28,,permissioned,full planning permission,16/01470/FUL,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2017-12-22
