site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Haulage Depot, St Thomas's Road",yes,,2020-03-25,,0.4,15,15,Haulage Depot. Completions expected on site within 5 years.,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,UT019,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Former reservoirs off, Land at Bridge End, Macclesfield Road",yes,,2020-03-25,,1.1,11,11,Has outline planning permission for 11 dwellings granted at appeal 5/11/2014. Completions expected on site within 5 years,local-authority-eng:STF,not owned by a public authority,2018-03-15,,permissioned,outline planning permission,LE071A,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Kniveden Hall and Springhill, Mount Road",,,2020-03-25,,3.5,50,50,Care home in wooded grounds,local-authority-eng:STF,owned by a public authority,,,not permissioned,,LE066,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Portland Mill, Portland Street",yes,,2020-03-25,,0.46,49,49,Demolition of Mill and creation of 49 retirement apartments - under construction,local-authority-eng:STF,not owned by a public authority,2017-08-30,,permissioned,full planning permission,LE073,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Site of former, Meadows School, Tunstall Road",yes,,2020-03-25,,0.66,20,20,Former school now derelict. Completions expected on site within 5 years,local-authority-eng:STF,owned by a public authority,,,not permissioned,,BD055,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Minster Mill, Walley Street",yes,,2020-03-25,,0.28,42,42,Underused retail & employment site. Completions expected on site within 5 years,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,BD102,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Hurst Yard, Meadow Drive / Bank Street",yes,26/02/2019,2020-03-25,,0.95,42,42,Now complete - all social rented.,local-authority-eng:STF,not owned by a public authority,2015-02-27,,permissioned,full planning permission,CH014,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Stoddards Depot, Leek Road",yes,,2020-03-25,,0.8,32,32,Coach Depot and Oil Depot Yard. Completions expected on site within 5 years,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,CH015,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Land north of, The Green",yes,,2020-03-25,,1.2,42,42,Mixed Use Site. Completions expected on site within 5 years,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,CH020,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
"Compton Mill, Compton Street",yes,,2020-03-25,,0.36,57,57,Planning permission for apartments age 55+ with care,local-authority-eng:STF,not owned by a public authority,2017-11-19,,permissioned,full planning permission,LE151,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,2017-01-12
