site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Service Station Chester Road South,yes,,2019-12-04,,0.41,15,10,Allocated for residential development under SAL.KSS1. 19/0573/full decision pending,local-authority-eng:WYE,not owned by a public authority,2018-02-21,,permissioned,outline planning permission,AS/3,,2017-12-31
Lea Street School Lea Street,yes,,2017-12-31,,0.47,24,24,proposed residential allocation in pre-submission local plan,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,AS/6,,2017-12-31
Former Polish Club St.Georges Terrace,yes,,2017-12-31,,0.11,8,8,,local-authority-eng:WYE,not owned by a public authority,2015-10-15,,permissioned,full planning permission,AS/7,,2017-12-31
Adjacent 78 Cherry Orchard,yes,2019-09-01,2017-12-31,,0.06,7,5,site under construction,local-authority-eng:WYE,not owned by a public authority,2019-05-31,,permissioned,full planning permission,AS/8,,2017-12-31
"Railway Corner, Stanklyn Lane",yes,,2018-12-31,,0.22,10,6,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AS/9,,2018-12-31
93-94 New Road,yes,,2017-12-31,,0.06,8,8,,local-authority-eng:WYE,not owned by a public authority,2019-09-26,,permissioned,outline planning permission,BHS/7,,2017-12-31
site of British Heart Foundation Market Street,yes,,2017-12-31,,0.05,10,10,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BHS/8,,2017-12-31
Frank Stone Building Green Street,yes,,2017-12-31,,0.32,16,16,Allocated for mixed of uses including housing under KCA.HP2,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BHS/10,,2017-12-31
37 Park Lane,yes,,2019-12-04,,0.05,7,7,site now cleared of buildings,local-authority-eng:WYE,not owned by a public authority,2019-06-10,,permissioned,full planning permission,BHS/15,,2017-12-31
Timber Yard Park Lane,yes,,2017-12-31,,2.1,55,55,,local-authority-eng:WYE,mixed ownership,,,not permissioned,,BHS/16,,2017-12-31
Rock Works Park Lane,yes,,2017-12-31,,0.358,20,20,,local-authority-eng:WYE,mixed ownership,,,not permissioned,,BHS/17,,2017-12-31
17-26 Vicar Street,yes,,2019-12-04,,0.2,16,16,Upper floors to be converted. Part of site is Listed Building - former carpet works. Permission now lapsed,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BHS/27/28,,2017-12-31
Woodfield House Bewdley Road,yes,,2017-12-31,,0.31,9,9,,local-authority-eng:WYE,not owned by a public authority,2019-09-24,,permissioned,full planning permission,BHS/31,,2017-12-31
Land at Mill Street,yes,2019-02-01,2017-12-31,,0.02,5,5,site under construction,local-authority-eng:WYE,not owned by a public authority,2017-12-01,,permissioned,full planning permission,BHS/33,,2017-12-31
Kidderminster Fire Station Castle Road,yes,,2017-12-31,,0.38,40,40,fire station due to relocate to new emergency services hub on Stourport Road,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,BHS/38,,2017-12-31
Boucher Building Green Street,yes,,2017-12-31,,0.03,10,10,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BHS/39,,2017-12-31
10-12 Bull Ring,yes,2019-07-01,2017-12-31,,0.02,6,6,works completed and now occupied,local-authority-eng:WYE,not owned by a public authority,2017-03-22,,permissioned,full planning permission,BHS/40,,2017-12-31
Tower Buildings Blackwell Street,yes,2019-06-01,2017-12-31,,0.215,46,39,stripping out works taking place,local-authority-eng:WYE,not owned by a public authority,2017-10-16,,permissioned,full planning permission,BHS/41,,2017-12-31
Rowland Hill Centre,yes,,2018-12-31,,0.321,70,50,Site leased to third party,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,BHS/42,,2018-12-31
Churchfields Business Park Clensmore Street,yes,,2019-12-16,,7.09,241,231,reserved matters application being drawn up to include conversion of 1902 building,local-authority-eng:WYE,not owned by a public authority,2019-06-05,,permissioned,outline planning permission,BW/1,,2017-12-31
Limekiln Bridge Clensmore Street,yes,,2017-12-31,,1.164,80,80,Allocated under KCA.Ch.6 for mix of residential and small scale A3 uses,local-authority-eng:WYE,mixed ownership,,,not permissioned,,BW/2,,2017-12-31
Sladen School Hurcott Road,yes,2019-12-01,2019-12-04,,0.709,20,20,Allocated under KCA.Ch.4 for dwelling houses and residential institutions. Site now likely to be required for new special school,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,BW/3,,2017-12-31
Ambulance Station Stourport Road,yes,,2017-12-31,,0.21,12,12,,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,FPH/5,,2017-12-31
British Sugar phase 2 Silverwoods Way,yes,2019-07-01,2017-12-31,,2.86,70,58,site under construction,local-authority-eng:WYE,not owned by a public authority,2019-04-30,,permissioned,full planning permission,FPH/10,,2017-12-31
Rifle Range Shops Severn Grove,yes,,2017-12-31,,0.586,12,12,Allocated under SAL.KSS,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,FPH/15,,2017-12-31
Land at 78 Mill Street,yes,,2017-12-31,,0.2,13,13,lapsed permission for 13 dwellings,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,FHN/9,,2017-12-31
BT building Mill Street,yes,2019-12-01,2017-12-31,,0.599,40,10,PNRES being implemented to convert building rather than redevelop site,local-authority-eng:WYE,not owned by a public authority,2019-07-09,,permissioned,other,FHN/11,,2017-12-31
