site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Tesco Car Park, Gainsborough",,,2019-03-31,,0.36,25,25,Allocated in CLLP (CL1217),local-authority-eng:WLI,,,,not permissioned,,1,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Site between Wembley/Hickman Street, Gainsborough",,,2019-03-31,,0.81,34,34,Allocated in CLLP (CL1244),local-authority-eng:WLI,,,,not permissioned,,2,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"West of Primrose Street, Gainsborough",,,2019-03-31,,2.22,83,83,Allocated in CLLP (CL1246),local-authority-eng:WLI,,,,not permissioned,,3,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Land enclosed by Thornton Street, Bridge Sreet, King Street and Bridge Road, Gainsborough",,,2019-03-31,,0.58,25,25,Allocated in CLLP (CL1247),local-authority-eng:WLI,,,,not permissioned,,4,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Middlefield School of Technology, Middlefield Lane, Gainsborough",yes,,2019-03-31,,3.98,112,112,Allocated in CLLP (CL1248),local-authority-eng:WLI,,,,not permissioned,,5,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Sinclairs, Ropery Road, Gainsborough",,,2019-03-31,,3.03,114,114,Allocated in CLLP (CL1253),local-authority-eng:WLI,,,,not permissioned,,6,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Land north of Northholme, Gainsborough",yes,,2019-03-31,,0.93,53,53,Allocated in CLLP (CL1271) / full planning permission (125240),local-authority-eng:WLI,,2011-07-15,,permissioned,full planning permission,7,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Land between North Street and Church Street, Gainsborough",,,2019-03-31,,0.18,48,48,Allocated in CLLP (CL1610) / Site has planning permission (137322) for a temporary car park (3 years) which expires 10/04/2021,local-authority-eng:WLI,,,,not permissioned,,8,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
"Land at Spring Gardens (Marshalls Rise), Gainsborough",yes,,2019-03-31,,0.29,39,39,Allocated in CLLP (CL1984 - in part) / full planning permission (136488),local-authority-eng:WLI,,2017-10-13,,permissioned,full planning permission,9,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2018-12-21
"Neighbourhood Plan Allocation D - All Saints Lane, Nettleham",yes,,2019-03-31,,0.38,30,30,Allocated in CLLP (CL4663),local-authority-eng:WLI,,,,not permissioned,,10,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2017-12-17
