site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Anglian Business Park, Orchard Road, Royston",yes,,2017-12-31,,1.19,48,48,,local-authority-eng:NHE,not owned by a public authority,,,Not permissioned,,BR19,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,2017-12-31
"Land at Lumen Road, Royston",yes,,2017-12-31,,0.28,14,14,,local-authority-eng:NHE,not owned by a public authority,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV0LKID067&activeTab=summary,pending decision,,BR20,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,2017-12-31
"Agricultural supplier, Garden Walk, Royston",yes,,2017-12-31,,0.93,19,19,Outline planning application (all matters reserved except for access) for residential development of up to 19 dwellings.,local-authority-eng:NHE,not owned by a public authority,2016-10-24,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYUYLKID997&activeTab=summary,permissioned,outline planning permission,BR21,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,2017-12-31
"John Barker Place, Westmill, Hitchin",yes,,2017-12-31,,0.71,33,33,"Demolition of existing shops, flats and garages and redevelopment of site with housing retail and community facilities comprising: 15 x two-bed houses, 24 flats (22 x two-bed and 2 x one-bed flats), supermarket (Class A1) and takeaway (Class A5) on ground floor of flat block; associated landscaping, parking and new play area. Provision of new pedestrian crossing and visitor parking on John Barker Place.",local-authority-eng:NHE,not owned by a public authority,2015-02-13,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYVALKID796&activeTab=summary,permissioned,full planning permission,BR22,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"Block B, Latchmore Court, Hitchin",yes,,2017-12-31,,0.09,10,10,Change of use from offices (B1 use) and bar / nightclub (A4 use) to 2 x 1 bedroom flats and 11 x 2 bedroom flats.,local-authority-eng:NHE,not owned by a public authority,2015-08-21,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV7LKID877&activeTab=summary,permissioned,full planning permission,BR23,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"Hitchin Hospital, Talbot Street",yes,,2017-12-31,,0.73,18,18,"Residential development of 18 dwellings comprising 3 x 3 bed dwellings, 14 x 4 bed dwellings and 1 x 5 bed dwelling together with associated garages and parking, landscaping and alterations to existing access from Talbot Street, all following demolition of existing buildings.",local-authority-eng:NHE,not owned by a public authority,2015-11-27,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV5LKID716&activeTab=summary,permissioned,full planning permission,BR24,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"Elderley Persons Home, Wratten Road West, Hitchin",yes,,2017-12-31,,0.41,11,11,"11 dwellings together with associated parking and open space, following demolition of existing elderly persons home - Outline application with all matters except access reserved.",local-authority-eng:NHE,not owned by a public authority,2016-08-03,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV4LKID792&activeTab=summary,permissioned,outline planning permission,BR25,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"The Nightingale, Nightingale Road, Hitchin",yes,,2017-12-31,,0.11,11,11,Outline application: Conversion of premises from Class A4 (Drinking Establishment) to Class C3 (Residential) togther with 2.5 storey side and rear extensions and detached two storey building and all associated works to provide 12 x 2-bed flats (matter of landscaping reserved).,local-authority-eng:NHE,not owned by a public authority,2016-06-14,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV4LKID649&activeTab=summary,permissioned,outline planning permission,BR26,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"20-22 Station Road, Letchworth Garden City",yes,,2017-12-31,,0.26,25,25,"Erection of part two and part three storey building comprising 25 one and two bedroom retirement apartments with communal facilities and associated parking, access, landscaping and ancillary works following demolition of former garage buildings.",local-authority-eng:NHE,not owned by a public authority,2014-07-30,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYVBLKID356&activeTab=summary,permissioned,full planning permission,BR27,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,2017-12-31
"Garden Square Shopping Centre, Leys Avenue, Letchworth",yes,,2017-12-31,,0.16,45,45,"Change of use and extension of Commerce House inc. addition of third floor to provide 21 x 2 bed apartments and 5 x 1 bedroom apartments at upper levels, following partial demolition of existing building. Demolition of 23/25 Leys Avenue and erection of three storey building comprising 275 sq m flexible Class A1-A4 floorspace at ground floor and 10 x 2 bedroom apartments & 2 x 1 bedroom apartments at upper levels. Demolition of existing outbuilding on land adjacent to 21 Leys Avenue & erection of a three storey building with accommodation in roof space inc. 224 sq m flexible Class A1-A4 floorspace at ground & 5 x 2 / 4 x 1 bed apartments above.",local-authority-eng:NHE,not owned by a public authority,2015-02-24,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV9LKID736&activeTab=summary,permissioned,full planning permission,BR28,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,2017-12-31
"10 Burns Road, Royston",yes,,2017-12-31,,0.1,11,11,"Residential redevelopment of site to provide 11 dwellings comprising 5 x 1 bedroom apartments, 5 x 2 bedroom apartments and 1 x 1 bedroom studio apartment, 18 associated car parking spaces.",local-authority-eng:NHE,not owned by a public authority,2015-10-05,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV5LKID013&activeTab=summary,permissioned,full planning permission,BR29,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,2017-12-31
"Railway Sidings, St. Michael's Road, Hitchin",yes,,2017-12-31,,3.86,123,123,,local-authority-eng:NHE,not owned by a public authority,,,Not permissioned,,BR30,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"Bowman's Flour Mill, Ickleford",yes,,2017-12-31,,3.57,71,71,,local-authority-eng:NHE,not owned by a public authority,,https://pa2.north-herts.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=ZZZYV2LKID605,pending decision,,BR31,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,2017-12-31
"Oddysey Health Club, Knebworth",yes,,2017-12-31,,4.01,70,70,Residential redevelopment of the site to provide 70 dwellings (14 x 2 bedroom houses; 19 x 3 bedroom houses and 9 x 4 bedroom houses; 16 x one bedroom apartments; 12 x 2 bedroom apartments).,local-authority-eng:NHE,not owned by a public authority,2017-05-12,https://pa2.north-herts.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=ZZZYV1LKID999,permissioned,full planning permission,BR32,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Knebworth%20Sites.pdf,2017-12-31
"The Station, Station Approach, Knebworth",yes,,2017-12-31,,0.01,10,10,,local-authority-eng:NHE,not owned by a public authority,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV0LKID566&activeTab=summary,pending decision,,BR33,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Knebworth%20Sites.pdf,2017-12-31
"Paul Bromfield Aquatics, Maydencroft Lane, Gosmore",yes,,2017-12-31,,1.59,10,10,,local-authority-eng:NHE,not owned by a public authority,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZYUXLKID838,pending decision,,BR34,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Gosmore%20Site.pdf,2017-12-31
"Former Lannock School, Whiteway, Letchworth",yes,,2017-12-31,,0.21,44,44,,local-authority-eng:NHE,not owned by a public authority,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV2LKID122&activeTab=summary,pending decision,,BR35,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,2017-12-31
