point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR1,"Gas Holder Site, Homesdale Road, Bromley, BR1 2UE",0.032183,51.400753,,1,,,Not permissioned,,,,60,60,60,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR2,"Land adjacent to Bickley Station,BR1 2EB",0.042703,51.39968,,0.9,,,Not permissioned,,,,30,30,30,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR3,Opportunity Site B Corner of Tweedy Road/London Road,0.012023,51.408852,,0.37,owned by a public authority,,Not permissioned,,,,24,24,24,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR4,"Opportunity Site C, Old Town Hall, 30 Tweedy Road, BR1 3FE",0.017921,51.406628,,0.7,owned by a public authority,,permissioned,full planning permission,2016-08-11,,53,53,53,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR5,"Opportunity Site P, Sainsbury's West Street, Bromley BR1 1TP",0.013545,51.407153,,1.25,,,Not permissioned,,,,20,20,20,,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR6,"Bromley Civic Centre, Stockwell Close, BR1 3UH",0.021199,51.403676,,5.75,owned by a public authority,,Not permissioned,,,,70,70,70,,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR7,"West of Bromley High Street and Land at Bromley South, BR1/BR2",0.015747,51.401324,,4.54,mixed ownership,,Not permissioned,,,,1230,1230,1230,,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR8,"Land adjacent to Bromley North Station, Tweedy Road, Bromley, BR1",0.017434,51.409272,,3,mixed ownership,,Not permissioned,,,,525,525,525,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR9,"The Hill Car Park & Adjacent Lands,BR2 0DA",0.011342,51.406427,,1.25,mixed ownership,,Not permissioned,,,,150,150,150,,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR10,"Banbury House, Bushell Way, Chislehurst, BR7 6SF",0.059481,51.423064,,0.27,owned by a public authority,,Not permissioned,,,,25,25,25,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR11,"Bromley Valley Gym and Adjacent Lands, Chipperfield Road, St Paul?s Cray, BR5 2QR",0.10348,51.405466,,2.8,owned by a public authority,,Not permissioned,,,,200,200,200,,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR12,"Small Halls York Rise, Orpington, BR6 8AD",0.086482,51.373486,,0.46,owned by a public authority,,Not permissioned,,,,35,35,35,yes,,,2019-10-20,
,http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR13,"18-44 Homefield Rise Orpington, BR6 ORU",0.101426,51.374757,,0.75,,,Not permissioned,,,,87,87,87,yes,,,2019-10-20,
