point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39540,"55-77 Lichfield Street, Wolverhampton City Centre",-2.124028,52.586787,,0.122,,,Other Commitment,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39520,"Springvale Sports and Social Club, Millfields Road",-2.088425,52.563634,,2.857,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39360,"Telecom House, Church Street, Wolverhampton City Centre",-2.130786,52.581017,,0.55,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39340,Land at Sweetbriar Road / Pump Street,-2.101454,52.571364,,0.16,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39330,"Fmr Ettingshall Primary School, Herbert Street",-2.094148,52.570372,,1.1,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39320,"Fmr Bilston Leisure Centre, Prouds Lane, Bilston",-2.076632,52.568865,,0.89,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39310,"The Manse, Leacroft Avenue",-2.113466,52.612032,,0.34,,,pending decision,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39280,Garage Site Behind 23 To 33 Beach Avenue Wolverhampton West Midlands,-2.103597,52.552959,,0.1,,,pending decision,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,30490,"Goodyear site, Stafford Road",-2.128446,52.613634,,23.24,,,permissioned,,,,,,,,,2005-01-01,2005-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39260,Land Formerly 37 - 39 Brooklands Parade Wolverhampton West Midlands WV1 2ND,-2.095396,52.58649,,0.1,,,Completed During 2017/18,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39230,Medical Massage 37 Thornley Street Wolverhampton West Midlands WV1 1JP,-2.125824,52.588427,,0.006,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39220,651 Stafford Road Wolverhampton West Midlands WV10 6QG,-2.127437,52.627378,,0.03,,,Completed During 2017/18,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39200,National Childrens Home 83 Compton Road Wolverhampton West Midlands WV3 9QH,-2.154522,52.586116,,0.2,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39170,73 Bellamy Lane Wolverhampton WV11 1LH,-2.085117,52.60823,,0.04,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39140,Primeco Limited 66 - 70 Lichfield Street City Centre Wolverhampton West Midlands WV1 1DB,-2.124547,52.586464,,0.1,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39110,138 Penn Road Wolverhampton WV3 0DZ,-2.138073,52.574028,,0.03,,,Completed During 2018/19,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39070,Little Orchard Perton Road Wolverhampton West Midlands WV6 8DP,-2.193156,52.587279,,0.37,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39050,10 Lever Street Wolverhampton West Midlands WV2 1AL,-2.123176,52.579415,,0.01,,,permissioned,,,,,,,,,2017-01-01,2017-01-01,
