point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000043,"Barn House, Annexe 6 The Street Belaugh Norwich NR12 8XA",1.38652,52.71805,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PNMFB3TBHF900,0.04,not owned by a public authority,,permissioned,full planning permission,,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PNMFB3TBHF900,,1,1,yes,Planning application number BA/2019/0076/FUL. Permitted for holiday use.,2020-12-17,2020-12-17,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000008,"Former Pegasus/Hamptons Site, Coldecott Road, Oulton Broad, Suffolk",1.708607,52.477034,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=M96Z8STBT0000,1.69,not owned by a public authority,yes,permissioned,full planning permission,2014-07-14,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?keyVal=M96Z8STBT0000&activeTab=summary,,76,76,yes,Was allocated in 2014 Site Specific Local Plan and allocated in emerging Local Plan policy OUL2. Details of the application (BA/2012/0271/FUL),2017-11-23,2020-12-17,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000007,"Building next to Kings Head Hotel, Station Road, Hoveton.",1.409031,52.712724,https://www.broads-authority.gov.uk/__data/assets/pdf_file/0007/995569/11_HOVETON-and-WROXHAM-new.pdf,0.03,not owned by a public authority,,not permissioned,,,,,0,0,yes,Allocated in emerging Local Plan - Policy HOV3.,2017-11-23,2018-12-20,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000024,Lawn Bungalow Tunstall Road Halvergate Great Yarmouth NR13 3FD,1.569016,52.613552,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PMC4MTTBHE800,0.11,not owned by a public authority,,permissioned,full planning permission,2019-06-20,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PMC4MTTBHE800,,0,0,yes,Planning application number BA/2019/0044/FUL. This scheme is for a replacement dwelling and was added to the register in error.,2019-12-04,2020-12-17,2020-12-17
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000011,Utilities Site,1.323572,52.622972,http://www.broads-authority.gov.uk/__data/assets/pdf_file/0008/995570/12_NORWICH-new.pdf,4.49,not owned by a public authority,yes,not permissioned,,,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NR28G3TB01U00,,120,120,,Allocated in Sites Specific Local Plan 2014 and emerging Local Plan Policy Number NOR1. Previous application withdrawn (BA/2015/0225/FUL). Potential for hazardarous substances to be present on the site.,2017-11-23,2018-12-20,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000025,Broadlands Park Marsh Road Lowestoft NR33 9JY,1.70622,52.469612,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PRJ372TBHJ300,0.24,not owned by a public authority,,permissioned,full planning permission,2019-07-10,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PRJ372TBHJ300,,1,1,yes,Planning application number BA/2019/0168/FUL. This has permission for holiday home usage.,2019-12-04,2019-12-01,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000038,Riverscourt Church Lane Surlingham NR14 7DF,1.400619,52.607634,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ORMHWGTBGJT00,0.65,not owned by a public authority,,permissioned,full planning permission,2017-08-18,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ORMHWGTBGJT00,,1,1,yes,Planning Application Number: BA/2017/0208/FUL. Permitted for holiday use.,2020-12-17,2020-12-17,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000020,28 Riverside Estate Brundall Norwich NR13 5PU,1.436783,52.615667,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PJNTZPTBHBH00,0.03,not owned by a public authority,,permissioned,full planning permission,2019-04-18,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PJNTZPTBHBH00,,1,1,yes,Planning application number BA/2018/0504/FUL. This scheme is for a replacement dwelling and was added to the register in error.,2019-12-04,2019-12-04,2020-12-17
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000045,First Floor 3 Church Road Hoveton Norfolk NR12 8UG,1.410955,52.7117,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=Q5HTC3TB02300,0.01,not owned by a public authority,,permissioned,Other,2020-06-04,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=Q5HTC3TB02300,,1,1,yes,Planning application Number: BA/2020/0042/CUPA. Full permission by prior approval.,2020-12-17,2020-12-17,
,http://opendatacommunities.org/id/national-park-authority/the-broads,The Broads Authority,BF000032,Sanderson Marine Craft Ltd Riverside Reedham Norwich NR13 3TE,1.566271,52.559181,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PEXDV3TBH7400,0.14,not owned by a public authority,,permissioned,full planning permission,2020-04-08,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PEXDV3TBH7400,,3,3,yes,Planning application number BA/2018/0359/FUL,2020-12-17,2020-12-17,
