point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR16 - Marina Slake Terrace_Blocks 28 32 31,"MarinaBlocks28 32 31, SlakeTerraceHeadland&Harbour",-1.198842,54.689349,,0.4,not owned by a public authority,,permissioned,full planning permission,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,76,76,76,yes,3 apartment blocks on brownfield site at south east corner of Marina. 3 apartment blocks. Block 28 for 20 apartments. Block 31 approx 20 apartments. Block 32 for 36 apartments.,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR17 - North Farm,"North Farm, Elwick, Rural West Ward",-1.292614,54.685143,,0.73,not owned by a public authority,,permissioned,full planning permission,2016-04-06,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=103970,14,14,14,yes,Conversion of old farm buildings - land owner looking to incorporate into wider development with allocation in the Local Plan. Change of Use and new build for 14 dwellings,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR18 - Oxford Road,"Oxford Road, Oxford Rd, Foggy Furze Ward",-1.216602,54.67497,,0.74,not owned by a public authority,,not permissioned,,,,,15,25,yes,Site with commercial buildings which owner put forward in SHLAA,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR20 - Seaton Coach Park,Seaton Coach Park,-1.183972,54.656502,,1.25,owned by a public authority,,not permissioned,,,,,30,50,yes,Car Park at Seaton Carew. Improvements to car park currently being considered.,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR21 - South of Maritime Avenue,"SouthofMaritimeAv, MaritimeAv, Headland&HabourWard",-1.200181,54.682807,,5.11,mixed ownership,,permissioned,full planning permission,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,400,400,400,yes,Brownfield vacant site to south of Marina.. apartment blocks,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR22 - Surtees Street,"Surtees Street, Headland&Harbour Ward",-1.203972,54.684818,,0.6,owned by a public authority,,not permissioned,,,,,15,20,yes,Former Focus Building,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR23 - The Woodcutter Pub,"The Woodcutter Pub, Kingsley Av, Rift House Ward",-1.230365,54.672092,,0.29,not owned by a public authority,,permissioned,full planning permission,2015-02-03,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=99687,14,14,14,yes,14 new dwellings on former pub site. Development has commenced on part of site.. 14 new dwellings on former pub site,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR24 - Trincomalee Wharf,"Trincomalee Wharf, Maritime Av, Headland&Harbour",-1.204414,54.689188,,0.64,owned by a public authority,,not permissioned,,,,,20,50,yes,Waterfront site. If apartments were built could accomodate a greater number than town houses.,2017-12-17,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR25 - Four Winds,"Four Winds Residential Home, Elwick Road",-1.244373,54.685984,,0.21,not owned by a public authority,,permissioned,full planning permission,2018-09-10,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=122480,11,11,11,yes,Brownfield conversion.. 11 new dwellings as a result of a conversion.,2019-12-11,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR26 - 133 Raby Road,133 Raby Road,-1.218289,54.690492,,0.01,not owned by a public authority,,permissioned,full planning permission,2019-10-09,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=116340,12,12,12,yes,Brownfield change of use.. Change of use for 12 studio flats and single shop.,2019-12-11,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR27 - Manor House West,Manor House West,-1.238821,54.657748,,0.04,owned by a public authority,,not permissioned,,,,,,,yes,,2020-11-26,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR28 - Havelock Centre,Havelock Centre,-1.201432,54.681494,,0.38,owned by a public authority,,not permissioned,,,,,,,yes,,2020-11-26,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR29 - Union House,"Union House, Southgate",-1.187072,54.696092,,0.01,not owned by a public authority,,permissioned,full planning permission,2008-12-02,http://eforms.hartlepool.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=72789,6,6,6,yes,"Brownfield conversion.. Change of use to 3 apartments, erection of 4 townhouses and demoltion of modern existing dwelling.",2020-11-26,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR30 - 28 Whitby Street,28 Whitby Street,-1.206834,54.684441,,0.03,not owned by a public authority,,permissioned,full planning permission,2019-05-17,http://eforms.hartlepool.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=129418,7,7,7,yes,Brownfield conversion.. Change of use from pub and restaurant to 7 apartments.,2020-11-26,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR31 - The Goldmine,The Former Goldmine Public House,-1.243745,54.66301,,0.16,not owned by a public authority,,permissioned,full planning permission,2019-09-17,http://eforms.hartlepool.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=130179,12,12,12,yes,Brownfield conversion.. Change of use to 12 apartments.,2020-11-26,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR32 - Drug & Alcohol Centre,"Drug & Alcohol Centre, Whitby Street",-1.206103,54.684535,,0.14,owned by a public authority,,not permissioned,,,,,,,yes,,2020-12-08,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council,BR33 - Land at Newholm Court,Land at Newholm Court and Leelholm Road,-1.219796,54.658841,,0.48,not owned by a public authority,,permissioned,full planning permission,2020-05-13,http://eforms.hartlepool.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=133327,20,20,20,yes,Residential development comprising 31 No. two and three bedroomed residential properties with associated internal road layout and parking (resubmitted application),2020-12-11,2020-12-14,
,http://opendatacommunities.org/id/unitary-authority/hartlepool,,BR33 - Land at Leelholm Road,Land at Newholm Court and Leelholm Road,-1.218136,54.658875,,0.26,not owned by a public authority,,permissioned,full planning permission,2020-05-13,http://eforms.hartlepool.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=133327,11,11,11,yes,Residential development comprising 31 No. two and three bedroomed residential properties with associated internal road layout and parking (resubmitted application),2020-12-11,2020-12-14,
