point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/INS/057,"Mollands Garage, Quay Lane INSTOW EX39 4JR",-4.180342,51.051981,https://www.northdevon.gov.uk/media/380420/bfl-ins-057-mollands-garage-instow-1-750.pdf,0.18,not owned by a public authority,,Not permissioned,,,,7,7,7,,Lapsed Planning Permission. Site is allocated for housing in the adopted North Devon & Torridge Local Plan. 41172 - OUTLINE APPLICATION FOR ERECTION OF 7 DWELLINGS TOGETHER WITH IMPROVED ACCESS & VISIBILITY WORKS ON TO QUAY LANE approved 3/10/08. Lapsed permission 52220 - EXTENSION OF TIME LIMIT FOR IMPLEMENTATION OF PLANNING APPLICATION 41172 - Approved 6/6/13. Lapsed permission 52222 : EXTENSION OF TIME LIMIT FOR IMPLEMENTATION OF PLANNING PERMISSION 41173 FOR CONSERVATION AREA APPLICATION FOR DEMOLITION OF NON-LISTED BUILDINGS IN CONNECTION WITH ERECTION OF 7 DWELLINGS TOGETHER WITH IMPROVED ACCESS & VISIBILITY WORKS ON TO QUAY LANE. Approved 13/06/13. Lapsed permission,2017-08-02,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/063,"Chambercombe Bakery, Chambercombe Road Ilfracombe EX34 9PH",-4.104483,51.204937,https://www.northdevon.gov.uk/media/380414/bfl-ilf-063-former-chambercombe-bakery-ilfracombe-1-750.pdf,0.45,not owned by a public authority,,Not permissioned,,,,20,20,25,,"Site is currently occupied as small scale employment although the long term vision is to develop the site for housing. Allocated for housing in the adopted North Devon & Torridge Local Plan Local Plan. 40002 Outline Application in respect of demolition of existing buildings & erection of 16 flats & 15 houses Refused 04 /07/05 40737 Outline Application in respect of demolition of existing buildings & erection of 16 flats & 15 houses together with surface & underground garaging, landscaping & associated works Withdrawn 03/03/06 38946 Outline Application in respect of demolition of existing buildings & erection of 16 flats & 16 houses together with surface & underground garaging & associated works Refused 03/02/05 32555 Outline Application in respect of demolition of existing building and erection of 19no. flats and 16no. houses including affordable housing together with surface and underground garaging, landscaping and associated works Refused 04/10/04",2017-08-02,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/065,"Gaydon Street Motors and Dairy to rear, Gaydon Street Barnstaple EX32 7DN",-4.055205,51.08194,https://www.northdevon.gov.uk/media/380400/bfl-bar-065-gaydon-street-motors-dairy-to-rear-barnstaple-1-750.pdf,,mixed ownership,,Not permissioned,,,,8,8,15,,Availability is uncertain with regard to Gaydon Street Motors along Alexandra Road although the dairy to the rear is owned by NDC and the previous lease with the tenant has expired. NDC are actively exploring housing proposals.,2019-10-08,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/066,"Montebello Hotel, Fore Street Ilfracombe EX34 9DJ",-4.119599,51.20926,https://www.northdevon.gov.uk/media/380415/bfl-ilf-066-former-montebello-hotel-fore-street-ilfracombe-1-750.pdf,0.06,not owned by a public authority,,Not permissioned,,,,20,20,25,,Allocated for housing in the adopted North Devon & Torridge Local Plan.. Flats on upper floors,2017-08-02,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/067,"Old Laundry Works, Lower Raleigh Road BARNSTAPLE EX31 4HY",-4.052076,51.088668,https://www.northdevon.gov.uk/media/380401/bfl-bar-067-old-laundry-works-lower-raleigh-road-barnstaple-1-750.pdf,0.5,not owned by a public authority,,Not permissioned,,,,6,6,12,,Allocated for housing in the adopted North Devon & Torridge Local Plan. 52590 : Outline consent for residential development of 12 dwellings. Approved 16/07/13 (Lapsed permission).,2017-08-02,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/SMO/068,"Former Tannery Site & Land Adjoining, 77 East Street South Molton EX36 3DQ",-3.82684,51.017584,https://www.northdevon.gov.uk/media/380422/bfl-smo-068-former-tannery-site-77-east-street-south-molton-1-1250.pdf,0.51,not owned by a public authority,,permissioned,full planning permission,2020-07-14,,6,6,14,,Allocated for housing in the adopted North Devon & Torridge Local Plan. 70262 : Conversion of existing buildings to create 14 dwellings together with erection of 7 new dwellings & associated works. Approved 14/07/20. Conversion of existing buildings to create 14 dwellings together with erection of 7 new dwellings & associated works,2017-08-02,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/069,"Former Lace Works, Derby Road Barnstaple EX32 7HA",-4.055111,51.084011,https://www.northdevon.gov.uk/media/380402/bfl-bar-069-former-derby-lace-works-derby-road-barnstaple-1-1250.pdf,1.01,owned by a public authority,,Not permissioned,,,,50,50,75,,"Site is in close proximity to Barnstaple town centre. Development opportunities could include conversion of some of the more traditional buildings, including the Grade II listed building plus an element of demolition and rebuild of the more modern industrial buildings. Avoid development within the flood zone. 71058: Listed Building Consent for partial demolition of areas of the Lace Works assessed to have little or no heritage significance to enable future works. Approved 28/02/20",2017-08-02,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/075,"Riversvale House, Litchdon Street Barnstaple EX32 8LN",-4.055947,51.076145,https://www.northdevon.gov.uk/media/380403/bfl-bar-075-riversvale-litchdon-street-barnstaple-1-750.pdf,0.25,not owned by a public authority,,permissioned,full planning permission,2019-01-31,,6,6,12,,63863: CONVERSION OF RIVERSVALE HOUSE INTO 6 APARTMENTS TOGETHER WITH ERECTION OF 6 TOWNHOUSES IN GROUNDS TO INCLUDE DEMOLITION OF RIVERSVALE CENTRE & ASSOCIATED HIGHWAY WORKS (AMENDED PLANS & DESCRIPTION). The site is within an extreme risk of flooding although a solution has been found in consultation with the EA that can deliver a viable development whilst avoiding flood risk and providing a means of escape. Current scheme (13 units) within application 63863 is considered too intensive and a development of around 10 or 11 units is likely to be more acceptable that will also have less impact on the listed building and conservation area.. CONVERSION OF RIVERSVALE HOUSE INTO 6 APARTMENTS TOGETHER WITH ERECTION OF 6 TOWNHOUSES IN GROUNDS TO INCLUDE DEMOLITION OF RIVERSVALE CENTRE & ASSOCIATED HIGHWAY WORKS (AMENDED PLANS & DESCRIPTION),2017-10-16,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/078,"Victoria House, Victoria Road Barnstaple EX32 8NP",-4.04728,51.07707,https://www.northdevon.gov.uk/media/380404/bfl-bar-078-victoria-house-victoria-street-barnstaple-1-750.pdf,0.11,not owned by a public authority,,permissioned,full planning permission,2017-11-30,,8,8,14,yes,"66336: CONVERSION OF VICTORIA HOUSE TO CREATE 7 FLATS & ERECTION OF 1 DETACHED DWELLING, & ERECTION OF A TERRACE OF 6 HOUSES INCLUDING ASSOCIATED EXTERNAL WORKS (AMENDED PLANS & DESCRIPTION). Approved subject to completion of s106.. CONVERSION OF CHILDRENS CENTRE TO FORM 8 FLATS",2017-12-04,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/080,"Former Paint Warehouse, Buller Road Barnstaple EX32 8JP",-4.055075,51.079011,https://www.northdevon.gov.uk/media/380405/bfl-bar-080-former-paint-warehouse-buller-road-barnstaple-1-1500.pdf,0.04,not owned by a public authority,,permissioned,full planning permission,2004-11-17,,9,9,9,,"Development has commenced through demolition of the former building but work has since stalled and the site remains vacant surrounded by a hoarding 49063: APPROVAL OF DETAIL IN RESPECT OF DISCHARGE OF CONDITIONS 3 (WESTERN ELEVATION DETAIL), 5 (BUILDING DETAILING), 10 (SOUND ATTENUATION), 11 (SITE CONTAMINATION STUDY / STRATEGY) & 13 (CONSTRUCTION MATERIALS) ATTACHED TO PLANNING PERMISSION 35509 (AMENDED DESCRIPTION). Approved 16/11/09. DEMOLITION OF FORMER PAINT WAREHOUSE & ERECTION OF 9 NO. UNITS OF RESIDENTIAL ACCOMMODATION WITH ASSOCIATED PARKING (AMENDED DESCRIPTION)",2018-03-08,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/081,"Ilfracombe Nurseries, ILFRACOMBE EX34 8HR",-4.120194,51.19914,https://www.northdevon.gov.uk/media/380416/bfl-ilf-081-former-bicclescombe-nurseries-ilfracombe-1-1250.pdf,,not owned by a public authority,,pending decision,,,,7,7,15,,"Lapsed planning permission on this site for the erection of 15 dwellings. Site is under the control of a local house builder but progress on the application has stalled due to a number of issues that have yet to be resolved.. DEMOLITION OF EXISTING BUILDINGS & STRUCTURES & ERECTION OF TEN DETACHED DWELLINGS WITH ASSOCIATED WORKS) (AMENDED DESCRIPTION, PLANS & SUPPORTING DOCUMENTS)",2018-06-01,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/086,"North Devon Leisure Centre, Seven Brethren Bank Barnstaple EX31 2AP",-4.058285,51.075096,https://www.northdevon.gov.uk/media/380406/bfl-bar-086-north-devon-leisure-centre-seven-brethren-barnstaple-1-1500.pdf,,owned by a public authority,,Not permissioned,,,,100,100,245,,"The site is within the development boundary for Barnstaple, with the principle of development being set out in policy ST06 of the adopted North Devon & Torridge Local Plan. If it is demonstrated that the proposed residential development will facilitate the delivery of the siteís regeneration as set out in BAR13, then an element of housing development would be supported as long as it does not prejudice the requirements of BAR13, subject to being policy compliant on all other matters. The site has been granted Land Release Funding from the Government.",2019-01-21,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/087,"Crescent House Hotel, 46-48 Fore Street ILFRACOMBE EX34 9DN",-4.119527,51.209558,https://www.northdevon.gov.uk/media/380417/bfl-ilf-087-crescent-house-hotel-46-48-fore-street-ilfracombe-1-500.pdf,,not owned by a public authority,,pending decision,,,,8,8,8,,Previous application to convert to 8 flats has been withdrawn. New appplication submitted for the conversion to 6 new flats together with refurbishment of the existing flat.. Conversion of part of hotel to form 6 apartments together with refurbishment of managers accommodation,2019-05-17,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ASH/088,"FAIR OAK FARM, BRAUNTON ROAD BARNSTAPLE EX31 4AU",-4.099808,51.09327,https://www.northdevon.gov.uk/media/380394/bfl-ash-088-fair-oak-farm-braunton-road-ashford-1-2500.pdf,,not owned by a public authority,,permissioned,outline planning permission,2019-10-07,,6,6,6,yes,The development has been approved under outline planning permission (63290). 70908: Reserved matters application for demolition of existing maintenance & repair workshop & erection of 4 open market & 2 affordable dwellings (outline planning permission 63290) (Amended Plans and Details). Pending Decision. OUTLINE APPLICATION FOR DEMOLITION OF EXISTING MAINTENANCE & REPAIR WORKSHOP & ERECTION OF 4 OPEN MARKET & 2 AFFORDABLE DWELLINGS (ALL MATTERS RESERVED),2019-05-17,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/091,"Oliver Buildings, Anchorwood Bank Barnstaple EX31 2AA",-4.061924,51.076993,https://www.northdevon.gov.uk/media/380407/bfl-bar-091-oliver-buildings-anchorwood-bank-barnstaple-1-1500.pdf,,not owned by a public authority,,permissioned,full planning permission,2020-03-13,,47,47,50,yes,Conversion Of Building To 47 No. Residential Units,2019-12-03,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BRA/093,"Elliott Gallery, Hills View Braunton EX33 2LA",-4.158933,51.107968,https://www.northdevon.gov.uk/media/380409/bfl-bra-093-elliott-gallery-hills-view-braunton-1-500.pdf,,not owned by a public authority,,pending decision,,,,5,5,5,yes,Approved subject to the completion of a s106 agreement in terms of a financial contribution to POS & Education. 70859: Conversion of building to form five dwellings. Conversion of building to form five dwellings,2020-05-11,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/094,"36 Greenclose Road, (Ground Floor) Bengal Spice Ilfracombe EX34 8BT",-4.12717,51.207647,https://www.northdevon.gov.uk/media/380418/bfl-ilf-094-ground-floor-36-greenclose-road-ilfracombe-1-500.pdf,,not owned by a public authority,,pending decision,,,,5,5,5,yes,Approved subject to the completion of a s106 agreement in terms of a financial contribution to POS. 70669: Conversion of ground floor into 5 flats. Conversion of ground floor into 5 flats,2020-05-11,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/095,"22-23 High Street, Barnstaple EX31 1BG",-4.059871,51.079952,https://www.northdevon.gov.uk/media/380408/bfl-bar-095-22-23-high-street-barnstaple-1-500.pdf,,not owned by a public authority,,permissioned,full planning permission,2020-08-17,,6,6,6,yes,66058: CONVERSION OF UPPER FLOORS TO FORM SIX FLATS. Approved 17/08/20. Conversion to six flats on upper floors,2020-09-09,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/096,"6-9 Market Square, Market Street Ilfracombe EX34 9AX",-4.122162,51.208943,https://www.northdevon.gov.uk/media/380419/bfl-ilf-096-6-9-market-square-market-street-ilfracombe-1-500.pdf,,not owned by a public authority,,permissioned,Other,2020-10-27,,5,5,5,yes,Extant prior approaval for 5 dwellings where completion is within 3 years from the date of permission. 72013: Prior approval for change of use of offices Class B1 to dwellinghouses Class C3.. Prior approaval for 5 dwellings where completion is within 3 years from the date of permission,2020-11-03,2020-12-09,
,http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/SMO/097,"Land off, Southley Road South Molton EX36 4Bl",-3.834142,51.015833,https://www.northdevon.gov.uk/media/380423/bfl-smo-097-land-off-southley-road-south-molton-1-1250.pdf,,not owned by a public authority,,pending decision,,,,26,26,26,yes,70467: Outline application for the erection of 26 dwellings and associated car parking with some matters reserved (appearance and landscaping) Approved subject to s106.. Erection of 26 dwellings,2020-12-08,2020-12-09,
