point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P052,"Former Railway Sidings, Clitheroe Road, Brierfield",-2.2374,53.8221,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,1.59,not owned by a public authority,,not permissioned,,,,,60,64,yes,The Council's viability model suggests that this type of site is unlikely to be viable to develop. This site was identified in the Railway Street SPD as a key regeneration site in Brierfield. The site is partially in commercial use and the economic circumstances are restricting the site from coming forward. The owner has returned the Housing Land Survey form indicating their intention to bring the site forward within 1 year.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P053,"Green Works, Knotts Lane, Colne",-2.1786,53.8524,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.29,not owned by a public authority,,not permissioned,,,,,9,26,yes,The Council's viability model suggests that this type of site is unlikely to be viable to develop. This site has a number of contamination issues that need to be resolved before development can be undertaken. The owner of the site has previously indicated that the current economic circumstances are having an impact on development timescales. The owner has returned the Housing Land Survey form indicating their intention to bring the site forward within 2-5 years.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P064,"Brook Shed, New Road, Earby",-2.1432,53.9139,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,1.32,not owned by a public authority,,not permissioned,,,,,40,65,yes,The Council's viability model indicates that this type of site is viable to develop. This site was previously submitted to the call for sites consultation with the owner indicating an intention to develop it for housing. Pre-application discussions have previously taken place regarding the potential redevelopment of the site for housing. The owner has not returned the Housing Land Survey form.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,BK132,"Gisburn Street Works, Barnoldswick",-2.1884,53.9208,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.09,not owned by a public authority,,permissioned,full planning permission,2019-02-27,https://publicaccess.pendle.gov.uk/online-applications/,,3,8,yes,"Full: Demolition of garage, joiners workshop and office and erection of 7 dwelling houses..The Council's viability model indicates that this type of site is viable to develop. This site is currently in employment use and there may be competing uses for the site. The site is located in a mainly residential area. The owner has returned the Housing Land Survey form indicating their intention to bring the site forward within 2-5 years.",2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P090,"Black Carr Mill, Skipton Road, Trawden",-2.1359,53.8476,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.72,not owned by a public authority,,not permissioned,,,,,15,29,yes,This site is located within the village of Trawden. The site is also within Flood Zones 2&3. A flood risk assessment would be required as part of any planning application that is submitted setting out appropriate mitigation. The site is currently in use. The owner has returned the Housing Land Survey form indicating that the site is available for development and could come forward within 1 year.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,BR068 / P097,"Brierfield Mills, Glen Way, Brierfield",-2.2375,53.825,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,3.04,owned by a public authority,,permissioned,full planning permission,2017-12-18,https://publicaccess.pendle.gov.uk/online-applications/,,52,52,yes,"Full: Major: Conversion of mill building to 52 residential apartments (C3) to third floor, part of 2nd and 1st floors, ground floor offices (B1a and A2) and flexible use of 1st, 2nd and 3rd floor of cafe (A3) and drinking establishment (A4)..This building is within the urban area of Brierfield. The Council own the building and with its development partner are progressing its regeneration. The Council's viability model suggests that this type of site is unlikely to be viable to develop. There is potential for part of the building to be converted into residential accommodation and plans are progressing with the specific details of the conversion. There is a planning application pending on the site for the conversion to 52 apartments. Part of this site has permission with part yet to apply for permission.",2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,CE197,"Land at Bright Street, Colne",-2.1715,53.8581,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.29,owned by a public authority,,permissioned,full planning permission,2019-02-27,https://publicaccess.pendle.gov.uk/online-applications/,,6,12,yes,"This site is within the Settlement Boundary for Colne. The site was cleared as part of the Housing Market Renewal Initiative, however, no new development has yet taken place on the site. The Council's viability model suggests that this type of site is unlikely to be viable to develop. This site is owned by Pendle Borough Council. The Council and its development partner are looking at bringing this site forward in the future once a viable scheme can be prepared.",2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P211,"Land off Fry Street, Nelson",-2.1991,53.8373,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.42,not owned by a public authority,,not permissioned,,,,,13,30,yes,"This is a vacant, former horticultural nursery site in Nelson. The Council's viability model suggests that this type of site is unlikely to be viable to develop. The site has been actively marketed and a planning application has recently been submitted but has since been withdrawn. The owner has returned the Housing Land Survey form indicating that the site is available and development could come forward within 1 year.",2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P257,"Land at Giles Street, Nelson",-2.2097,53.8396,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.93,owned by a public authority,,not permissioned,,,,,35,37,yes,This is a cleared housing site in Nelson. The site has been allocated for housing development in the Bradley Area Action Plan. The site is owned by Pendle Borough Council and is likely to be developed by the Council's development partner. New site specific viability work will be carried out as part the development scheme for the site.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P267,"Former LCC Depot, Halifax Road, Brierfield",-2.2273,53.8247,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.25,not owned by a public authority,,not permissioned,,,,,9,10,yes,This is a former depot site in Brierfield. The previous Outline planning permission has now expired. The site has been marketed for residential development. The site has been submitted to the Council's call for sites consultation and there may be interest in bringing the site forward in the future. The owner of the site has not returned the Housing Land Survey form and it is unclear when the site will come forward.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,SH013,"Salterforth Mill, Earby Road, Salterforth",-2.1687,53.905,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.13,not owned by a public authority,,not permissioned,other,2012-12-05,https://publicaccess.pendle.gov.uk/online-applications/,,4,14,yes,Full: Major: Conversion of mill building to 14 one and two bed flats on three floors with garages at ground floor and parking accessed off Kelbrook Road.. This is a mill building which is currently occupied by a number of businesses. A planning permission was previously granted at the site for conversion. However the permission has now expired. There have been some pre-application interest from the owner/developer about bringing the site forward.,2017-12-14,2019-10-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,CE143,"Former Cement Works, Knotts Lane, Colne",-2.17601,53.8497,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.29,not owned by a public authority,,permissioned,full planning permission,2016-02-05,https://publicaccess.pendle.gov.uk/online-applications/,,5,5,yes,Full: Erection of five detached dwelling houses with garages. Complete,2017-12-14,2019-10-14,2019-10-14
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,NN127,"6-18 Scotland Road and 7-17 Leeds Road, Nelson",-2.21423,53.8371,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.07,not owned by a public authority,,permissioned,full planning permission,2014-06-18,https://publicaccess.pendle.gov.uk/online-applications/,,12,12,yes,"Full: Demolition of 11 Leeds Road, conversion and extension at 7-9 Leeds Road to form 9 flats and external alterations to 9-17 Leeds Road and 6-18 Scotland Road including access ramp and new shop fronts. Complete",2017-12-14,2017-12-14,2019-10-14
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,NN135,"Reedyford Mill, Pendle Street, Nelson",-2.21875,53.8412,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,1.42,not owned by a public authority,,not permissioned,other,2015-06-23,https://publicaccess.pendle.gov.uk/online-applications/,,65,65,,"Outline: Major: (Access only): Erection of 65 dwellings with access from Pendle Street, Erection of 2040 Sq.m of commercial floor space (B1(c), B2 and B8 use) with access off Westfield, Full: Erection of petrol filling station (Sui Generis) 472 Sq.m. Expired planning permission",2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P309,"Land at Ouzledale Foundary, Long Ing Lane, Barnoldswick",-2.178664,53.918335,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,7.68,not owned by a public authority,,not permissioned,,,,,87,120,,This is large brownfield site that is situated within the settlement boundary. It is a possible site for mixed use.,2019-12-17,2019-12-17,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,CE069,"Former Garage Site, South Of 12 North Street (formerly Land off North Street)",-2.156192,53.910277,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.95,not owned by a public authority,,not permissioned,other,2016-07-09,https://publicaccess.pendle.gov.uk/online-applications/,,5,5,,"Outline: Major: Residential development (0.5ha) (Access only) (Re-Submission). Previously had planning permission, now expired.",2019-12-17,2019-12-17,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,CE160,"Linden Business Centre, Linden Road",-2.175465,53.856287,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.24,not owned by a public authority,,permissioned,other,2020-11-11,https://publicaccess.pendle.gov.uk/online-applications/,,20,20,yes,"Prior Notification Office Use Class (B1(a) to Dwellinghouses Use Class (C3): Conversion of B1 offices to 20 flats. retain 21 parking spaces, retain office to ground floor and theatre store to first floor. Old office building which is being converted into residential flats which is inside the settlement boundary.",2019-12-17,2019-12-17,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,P060,Former Mansfield High School,-2.187628,53.849591,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,1.54,owned by a public authority,,not permissioned,,,,,59,59,yes,An old browfield site that used to be a school,2019-12-17,2019-12-17,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,BK124,"Masonic Hall, Vicarage Road",-2.183626,53.921374,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.34,not owned by a public authority,,permissioned,full planning permission,2017-12-21,https://publicaccess.pendle.gov.uk/online-applications/,,7,7,yes,Full: Erection of 7 dwelling houses. A brownfield site within the settlement boundary.,2019-12-17,2019-12-17,
,http://opendatacommunities.org/id/district-council/pendle,Pendle Borough Council,FO042,"The Vicarage, Skipton Road",-2.16871,53.87394,https://www.pendle.gov.uk/downloads/download/3052/brownfield_register_site_plans,0.35,not owned by a public authority,,permissioned,outline planning permission,2018-03-15,https://publicaccess.pendle.gov.uk/online-applications/,,9,9,yes,Outline: Use of land for residential development (0.35ha) for up to 9 dwellinghouses (Access only). An old brownfield site,2019-12-17,2019-12-17,
