point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS1,"Former Magistratesí Court, Pikes Hill, Lyndhurst, SO43 7AY",-1.57827,50.877638,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.04,owned by a public authority,,not permissioned,,,,,,,yes,An element of residential use would be considered alongside employment as part of a mixed use redevelopment of this employment site,2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS2,"Garage Site, Foldsgate Close, Lyndhurst SO43 7BY",-1.578666,50.877882,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.02,owned by a public authority,,not permissioned,,,,,,,yes,,2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS3,"Redmayne Engineering Site, Station Approach, Brockenhurst, SO42 7TW",-1.57353,50.81754,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.39,not owned by a public authority,,permissioned,full planning permission,2018-11-20,,,,,yes,"Demolition of redundant industrial buildings and construction of mixed use development including 9no dwellings, 4no office/retail units on ground floor and 5 no office units at first floor level, carports, parking and landscaping. Existing access retained.",2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS4,"Land at Railway Station, Brockenhurst, SO42 7TW",-1.575547,50.814319,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.35,not owned by a public authority,,not permissioned,,,,,,,yes,,2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS5,"Former Service Station, 128 Lyndhurst Road, Ashurst, SO40 7AS",-1.522698,50.892675,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.05,not owned by a public authority,,not permissioned,,,,,,,yes,,2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS6,"Land adjoining Cranleigh Paddock Residential Home, Calpe Avenue, Lyndhurst, SO43 7EP",-1.579084,50.875707,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.35,owned by a public authority,,not permissioned,,,,,,,yes,,2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS7,"Lyndhurst Park Hotel, 78 High Street, Lyndhurst, SO43 7NL",-1.572011,50.87204,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,1.61,not owned by a public authority,,not permissioned,,,,,,,yes,Allocated in adopted local plan. Detailed pre-application advice given in 2020,2017-12-20,2020-12-09,
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS9,"Watersplash Hotel, The Rise, Brockenhurst, SO42 7ZP",-1.578147,50.818753,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.5,not owned by a public authority,,permissioned,full planning permission,2017-04-26,,,,,yes,3 villas to create 24 age restricted apartments; construction commenced 2018,2017-12-20,2020-12-09,2019-03-31
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS10,"First and Second Floor, 49-49A High Street, Lyndhurst, SO43 7BE",-1.575217,50.872708,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.03,not owned by a public authority,,permissioned,other,2016-08-15,,,,,yes,Change of use of office building to 6 apartments,2017-12-20,2020-12-09,2019-03-31
,http://opendatacommunities.org/id/national-park-authority/new-forest,New Forest National Park,BFS11,"The Old Barn, Church Lane, Lyndhurst, SO43 7EW",-1.576599,50.872263,https://www.newforestnpa.gov.uk/planning/brownfield-sites-register/,0.02,not owned by a public authority,,permissioned,other,2014-05-21,,,,,yes,Change of use of office building to dwelling,2017-12-20,2020-12-09,2018-03-31
