point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR024,"Elms Field & The Paddocks, Elms Rd, Wokingham",-0.837814,51.409471,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,6.65,not owned by a public authority,,permissioned,full planning permission,2016-03-30,,126,126,126,yes,Full application for the erection of mixed use development for Town Centre uses and 126 residential units,2017-08-18,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR063,Nigra Building Mulberry Business Park Fishponds Road RG41 2GY,-0.848241,51.403045,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,0.55,not owned by a public authority,,permissioned,full planning permission,2016-07-20,,42,42,42,yes,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 42no residential apartments (Use Class C3).,2017-08-18,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR069,Nigra Building (Roof Space) Mulberry Business Park Fishponds Road Wokingham RG41 2GY .,-0.848269,51.403081,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,0.62,not owned by a public authority,,permissioned,full planning permission,2017-02-27,,14,14,14,yes,Full application for the proposed raising of roof height to create a new second floor extension to create 9no self contained residential apartments including a communal garden and upgraded cycle storage and refuse facilities.,2017-11-29,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR076,Rosa Building Mulberry Business Park Fishponds Wokingham Berkshire RG41 2GY,-0.85012,51.402659,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,0.4,not owned by a public authority,,permissioned,full planning permission,2019-07-10,,34,34,34,yes,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 33no residential apartments (Use Class C3).,2017-08-18,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR077,Ilex House Fishponds Road Wokingham Berkshire RG41 2GY,-0.849743,51.402197,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,0.51,not owned by a public authority,,permissioned,full planning permission,2019-09-03,,57,57,57,yes,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 45no residential apartments (Use Class C3).,2017-08-18,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR104,"North Wokingham - Matthewsgreen Farm, Phase 3",-0.846177,51.425649,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,5.36,not owned by a public authority,,permissioned,reserved matters approval,2017-07-17,,74,74,74,yes,Reserved Matters application pursuant to Outline planning consent O/2014/2242 for 74 dwellings,2017-08-18,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR175,"Land At The Manor, Brookers Hill Shinfield Reading RG2 9BX",-0.951463,51.409931,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,4.46,not owned by a public authority,,permissioned,reserved matters approval,2017-06-30,,126,126,126,yes,"Reserved Matters application pursuant to planning consent VAR/2013/0602 for a development of 126 dwellings, a sports pavilion, public open space, landscaping and associated works. This application comprises details of appearance, landscaping, layout and s cale.",2017-08-18,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR192,"Land At, Arborfield Garrison Biggs Lane Arborfield - (Parcel Q)",-0.898358,51.378475,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2.58,not owned by a public authority,,permissioned,reserved matters approval,2018-01-22,,114,114,114,yes,Application for the Reserved Matters for the erection of 114 dwellings,2018-04-01,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR193,"Land At, Arborfield Garrison Biggs Lane Arborfield -Parcel U2",-0.891594,51.386028,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2.81,not owned by a public authority,,permissioned,reserved matters approval,2017-08-09,,79,79,79,yes,Application for approval of Reserved Matters pursuant to Outline Planning Consent O/2014/2280 for 79 dwellings,2018-04-01,2020-08-08,
,http://opendatacommunities.org/id/unitary-authority/wokingham,Wokingham Borough Council,BR194,"Land At, Arborfield Garrison Biggs Lane Arborfield - Parcel H, I and J",-0.901872,51.378122,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,8.98,not owned by a public authority,,permissioned,reserved matters approval,2017-07-25,,179,179,179,yes,Reserved Matters application pursuant to Outline Planning Consent O/2014/2280 for the erection of 179 dwellings,2018-04-01,2020-08-08,
