row-number,field,issue-type,value
1,LastUpdatedDate,default,2019-12-14
2,LastUpdatedDate,default,2019-12-14
3,LastUpdatedDate,default,2019-12-14
4,LastUpdatedDate,default,2019-12-14
5,LastUpdatedDate,default,2019-12-14
6,LastUpdatedDate,default,2019-12-14
7,LastUpdatedDate,default,2019-12-14
8,LastUpdatedDate,default,2019-12-14
9,LastUpdatedDate,default,2019-12-14
10,LastUpdatedDate,default,2019-12-14
11,LastUpdatedDate,default,2019-12-14
12,LastUpdatedDate,default,2019-12-14
13,LastUpdatedDate,default,2019-12-14
14,LastUpdatedDate,default,2019-12-14
15,LastUpdatedDate,default,2019-12-14
16,LastUpdatedDate,default,2019-12-14
17,LastUpdatedDate,default,2019-12-14
18,LastUpdatedDate,default,2019-12-14
19,LastUpdatedDate,default,2019-12-14
20,LastUpdatedDate,default,2019-12-14
21,LastUpdatedDate,default,2019-12-14
22,LastUpdatedDate,default,2019-12-14
23,LastUpdatedDate,default,2019-12-14
24,LastUpdatedDate,default,2019-12-14
25,LastUpdatedDate,default,2019-12-14
26,LastUpdatedDate,default,2019-12-14
27,LastUpdatedDate,default,2019-12-14
28,LastUpdatedDate,default,2019-12-14
29,LastUpdatedDate,default,2019-12-14
30,LastUpdatedDate,default,2019-12-14
31,LastUpdatedDate,default,2019-12-14
32,LastUpdatedDate,default,2019-12-14
33,LastUpdatedDate,default,2019-12-14
34,LastUpdatedDate,default,2019-12-14
34,"GeoX,GeoY",Failed to convert point to decimal %s,"['52.200.96', '-2.202640']"
35,LastUpdatedDate,default,2019-12-14
36,LastUpdatedDate,default,2019-12-14
37,LastUpdatedDate,default,2019-12-14
