row-number,field,issue-type,value
44,PlanningHistory,uri,Permission reference 6/2017/0400/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=83829
45,PlanningHistory,uri,Permission reference S6/2014/2178/FP | http://planning.welhat.gov.uk/plandisp.aspx?recno=61083
46,PlanningHistory,uri,Permission reference 6/2016/0168/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=63868
47,PlanningHistory,uri,Permission reference 6/2016/2706/MAJ | http://planning.welhat.gov.uk/plandisp.aspx?recno=83391
48,PlanningHistory,uri,Permission reference N6/2015/0899/OR | http://planning.welhat.gov.uk/plandisp.aspx?recno=26783
49,PlanningHistory,uri,Permission reference 6/2015/2333/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=63458
50,PlanningHistory,uri,Permission reference 6/2017/0546/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=83973
51,PlanningHistory,uri,Permission reference N6/2014/1403/OP | http://planning.welhat.gov.uk/plandisp.aspx?recno=59518
52,PlanningHistory,uri,Permission reference N6/2015/1131/FP | http://planning.welhat.gov.uk/plandisp.aspx?recno=29578
53,PlanningHistory,uri,Assessed in 2016 HELAA - Site Hol20
54,PlanningHistory,uri,Permission reference 6/2016/1778/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=65463
55,PlanningHistory,uri,Permission reference 6/2017/1253/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=84720
56,PlanningHistory,uri,Permission reference 6/2015/1983/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=63108
57,PlanningHistory,uri,Permission reference 6/2015/1984/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=63109
58,PlanningHistory,uri,Permission reference 6/2016/2699/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=83384
59,PlanningHistory,uri,Permission reference 6/2015/2125/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=63250
60,PlanningHistory,uri,Permission reference 6/2016/1998/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=65683
61,PlanningHistory,uri,Permission reference N6/2013/1994/DE | http://planning.welhat.gov.uk/plandisp.aspx?recno=54877
62,PlanningHistory,uri,Permission reference 6/2016/1118/FULL | http://planning.welhat.gov.uk/plandisp.aspx?recno=64803
