row-number,field,issue-type,value
1,PlanningHistory,uri,2017/488/NC
2,PlanningHistory,uri,No recent relevant history
3,PlanningHistory,uri,No recent relevant history
4,PlanningHistory,uri,No recent relevant history
5,PlanningHistory,uri,No recent relevant history
6,PlanningHistory,uri,2017/2064
7,PlanningHistory,uri,No recent relevant history
8,PlanningHistory,uri,No recent relevant history
9,PlanningHistory,uri,No recent relevant history
10,PlanningHistory,uri,2015/655
11,PlanningHistory,uri,2017/198
12,PlanningHistory,uri,2017/358
13,PlanningHistory,uri,2015/2252
14,PlanningHistory,uri,2016/2228
15,PlanningHistory,uri,2014/1378
16,PlanningHistory,uri,2015/1419
17,PlanningHistory,uri,2016/553
18,PlanningHistory,uri,2015/1227
19,PlanningHistory,uri,2016/911
20,PlanningHistory,uri,2016/170
21,PlanningHistory,uri,2016/1087
22,PlanningHistory,uri,2015/1926
23,PlanningHistory,uri,2017/886
24,PlanningHistory,uri,2015/468
25,PlanningHistory,uri,2015/1440
26,PlanningHistory,uri,2014/221
27,PlanningHistory,uri,2015/1799
28,PlanningHistory,uri,2016/2195
29,PlanningHistory,uri,2016/1727
30,PlanningHistory,uri,2015/1896
30,"GeoX,GeoY",out of range,"5399093,144590"
31,PlanningHistory,uri,2016/494
32,PlanningHistory,uri,2014/1316
33,PlanningHistory,uri,2014/1977
34,PlanningHistory,uri,2017/336
35,PlanningHistory,uri,2016/689/NC
36,PlanningHistory,uri,2015/1962
37,PlanningHistory,uri,2017/60
38,PlanningHistory,uri,2016/939
39,PlanningHistory,uri,2015/817
40,PlanningHistory,uri,2015/173/NC
41,PlanningHistory,uri,2015/1047
42,PlanningHistory,uri,2014/1451
43,PlanningHistory,uri,2016/1622
44,PlanningHistory,uri,2015/1915
45,PlanningHistory,uri,2015/2057
46,PlanningHistory,uri,2016/987
47,PlanningHistory,uri,2017/1399/NC
