site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Pinner Road, Car Wash & Bushey Station Car Park & sub station (TFL)",,,2017-09-29,,0.85,80,80,"Site was proposed in the Local Plan part 2 publication, Site ref H1",,mixed ownership,,,Not Permissioned,,POINT(-0.384338 51.644936),B001,,2017-09-29,
"Skate Park at Lower Derby Road, plus car wash, auto repair and retail",,,2017-09-29,,0.35,100,100,"Site was proposed in the Local Plan part 2 publication, Site ref H2",,mixed ownership,,,Not Permissioned,,POINT(-0.390867 51.654044),B002,,2017-09-29,
"Vicarage Road, MOT Garage adjacent football stadium, Watford",,,2017-09-29,,0.25,15,15,"Site was proposed in the Local Plan part 2 publication, Site ref H3",,mixed ownership,,,Not Permissioned,,POINT(-0.401172 51.650831),B003,,2017-09-29,
"Telephone Exchange, First Avenue, adjacent to Lea Farm Recreation Ground",,,2017-09-29,,0.35,18,18,"Site was proposed in the Local Plan part 2 publication, Site ref H4",,,,,Not Permissioned,,POINT(-0.38912 51.685367),B004,,2017-09-29,
Jewsons Builders Yard - Queens Avenue,,,2017-09-29,,0.35,49,49,"Site was proposed in the Local Plan part 2 publication, Site ref H5",,not owned by a public authority,,,Not Permissioned,,POINT(-0.408775 51.650818),B005,,2017-09-29,
"Bill Everett Centre, derelict site, Leggatts Way, North of woodland",,,2017-09-29,,1.07,40,40,"Site was proposed in the Local Plan part 2 publication, Site ref H6",,owned by a public authority,,,Not Permissioned,,POINT(-0.408897 51.682003),B006,,2017-09-29,
"Gade Close, Rickmansworth Road",,,2017-09-29,,0.5,10,10,"Site was proposed in the Local Plan part 2 publication, Site ref H7",,,,,Not Permissioned,,POINT(-0.421226 51.653171),B007,,2017-09-29,
"Garages - York Way adjacent M1, Meriden",,,2017-09-29,,0.1,4,4,"Site was proposed in the Local Plan part 2 publication, Site ref H8",,not owned by a public authority,,,Not Permissioned,,POINT(-0.377338 51.683109),B008,,2017-09-29,
Metropolitan Line Station area Cassiobury Park Avenue,,,2017-09-29,,3,100,100,"Site was proposed in the Local Plan part 2 publication, Site ref H9",,not owned by a public authority,,,Not Permissioned,,POINT(-0.418651 51.656958),B009,,2017-09-29,
"Bowman's Green Garages, Meriden",,,2017-09-29,,0.1,4,4,"Site was proposed in the Local Plan part 2 publication, Site ref H11",,not owned by a public authority,,,Not Permissioned,,POINT(-0.380196 51.682483),B010,,2017-09-29,
Watford Junction - Colonial Quarter,,,2017-09-29,,4.7,1043,1043,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,,mixed ownership,,,Not Permissioned,,POINT(-0.393389 51.666128),B011,,2017-09-29,
Watford Junction - St Alban's Quarter,,,2017-09-29,,2.5,618,618,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,,mixed ownership,,,Not Permissioned,,POINT(-0.397081 51.667204),B012,,2017-09-29,
Watford Junction - Station Quarter West,,,2017-09-29,,2.7,537,537,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,,mixed ownership,,,Not Permissioned,,POINT(-0.396129 51.665096),B013,,2017-09-29,
Watford Junction - Station Quarter East,,,2017-09-29,,3.5,314,314,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,,mixed ownership,,,Not Permissioned,,POINT(-0.394619 51.665282),B014,,2017-09-29,
Watford Junction next to railway line,,,2017-09-29,,2.2,278,278,Part of SPA2 Watford Junction site identified in the Local Plan part 2 publication,,mixed ownership,,,Not Permissioned,,POINT(-0.399193 51.666792),B015,,2017-09-29,
"10 -12 Chalk Hill, car park and factory adjacent Bushey Arches",,,2017-09-29,,0.45,120,120,"Site considered during first consultation on the Local Plan part 2, Site ref H1; current pre-app",,not owned by a public authority,,,Not Permissioned,,POINT(-0.383796 51.647176),B016,,2017-09-29,
"The Gossamers / York Way Garages, Meriden",,,2017-09-29,,0.25,133,133,"Site considered during first consultation on the Local Plan part 2, Site ref H13",,not owned by a public authority,,,permissioned,,POINT(-0.38016 51.681476),B017,,2017-09-29,
"North Watford Library, Lemarie Centre for Charities, and health facilities",,,2017-09-29,,1.3,30,30,Site was proposed in the Local Plan part 2 publication; Site Ref MXD1,,owned by a public authority,,,Not Permissioned,,POINT(-0.39401 51.689435),B018,,2017-09-29,
"The Brow / Newhouse Crescent, near Woodside Stadium",,,2017-09-29,,0.2,38,38,Site was proposed in the Local Plan part 2 publication; Site Ref MXD2,,owned by a public authority,,,permissioned,,POINT(-0.39849 51.69696),B019,,2017-09-29,
"Gas Holder Site, Lower High Street",,,2017-09-29,,1.5,92,92,Site was proposed in the Local Plan part 2 publication; Site Ref MXD3,,not owned by a public authority,,,pending decision,,POINT(-0.386208 51.649278),B020,,2017-09-29,
"Ascot Road, Eagle Relocations",,,2017-09-29,,3.6,485,485,Site was proposed in the Local Plan part 2 publication; Site Ref MXD4,,owned by a public authority,,,permissioned,,POINT(-0.424005 51.649755),B021,,2017-09-29,
"Cow Lane Garages, north of Sainsbury's/North Western Avenue",,,2017-09-29,,0.06,5,5,Application refused. Decision issued on 19/04/2017,,not owned by a public authority,,,Not Permissioned,,POINT(-0.389773 51.682462),B022,,2017-09-29,
"85 Chalk Hill/ Haydon Road, adjacent to Bushey boundary",,,2017-09-29,,0.08,10,10,,,,,,pending decision,,POINT(-0.378296 51.646183),B023,,2017-09-29,
Land Adjacent To 17 - 19 St Johns Road/Estcourt Road,,,2017-09-29,,0.05,6,6,,,,,,permissioned,,POINT(-0.395479 51.660995),B024,,2017-09-29,
"Garages at Balmoral Road, adjacent to railway line and The Gym",,,2017-09-29,,0.06,11,11,,,owned by a public authority,,,pending decision,,POINT(-0.393385 51.67155),B025,,2017-09-29,
"70-72 Fearnley Street, adjacent Vicarage Road Cemetery",,,2017-09-29,,0.1,8,8,,,,,,pending decision,,POINT(-0.402056 51.653226),B026,,2017-09-29,
"Land to the rear of Ye Corner, Chalk Hill, near Bushey Arches",,,2017-09-29,,0.16,15,15,,,,,,pending decision,,POINT(-0.382447 51.646906),B027,,2017-09-29,
"Land To The Rear Of 1-3 Queens Avenue, tyre garage",,,2017-09-29,,0.72,9,9,,,,,,pending decision,,POINT(-0.411184 51.650562),B028,,2017-09-29,
"71 - 73 Broadway, adjacent to Mount Zion Baptist Chapel",,,2017-09-29,,0.05,8,8,,,,,,permissioned,,POINT(-0.392325 51.657365),B029,,2017-09-29,
"Garages at Kings Avenue, just off Harwoods Road / Chater Infant School",,,2017-09-29,,0.06,4,4,Garages let mainly for storage. Site suggested through Call for Sites,,not owned by a public authority,,,Not Permissioned,,POINT(-0.409573 51.65322),B030,,2017-09-29,
