site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
London Mill Leek,,,2020-12-14,,0.37,93,93,,,not owned by a public authority,,,not permissioned,,POINT(-2.024082 53.104306),LE079,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2017-01-12,
Hughes concrete Leek,yes,,2020-12-14,,6.59,175,175,"Resi up to 175 dwellings, open space, play area, live work units, marina (inc LE261). Completions expected on site within 5 years",,not owned by a public authority,2015-08-17,,permissioned,outline planning permission,POINT(-2.034111 53.094551),LE260,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2017-01-12,
"Land and Buildings at, Endon Riding School, Stanley Moss Road",yes,,2020-12-14,,1.46,10,10,"Operating Equestrian business including indoor arena, ancillary buildings, manege, and landscaping. Completions expected on site within 5 years",,not owned by a public authority,2019-08-15,,permissioned,full planning permission,POINT(-2.176096 53.120403),EN135,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2017-01-12,
"Land at, Caverswall Park Farm, Caverswall Lane",yes,30/03/2018,2020-12-14,,0.42,7,7,Change of Use & new build now complete,,not owned by a public authority,2016-11-18,,permissioned,full planning permission,POINT(-2.082912 52.978414),OC067,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2017-01-12,
coregreenyard scrapyard tenford lane,yes,,2020-12-14,,0.73,6,6,Redevelopment to provide 6 new dwellings. Completions expected on site within 5 years,,not owned by a public authority,2018-02-23,,permissioned,full planning permission,POINT(-1.975292 52.959842),OC076,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2017-01-12,
"Trent Head Farm, Barrage Road",yes,,2020-12-14,,0.37,6,6,Conversion of disused boarding kennels to bungalows. Completions expected on site within 5 years,,not owned by a public authority,2017-03-10,,permissioned,outline planning permission,POINT(-2.139427 53.115373),OC115,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2018-12-13,
"Garage, Broad Street, Leek",,,2020-12-14,,0.08,7,7,Garage. Previous planning application lapsed.,,not owned by a public authority,,,not permissioned,,POINT(-2.02683 53.10391),LE149,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2018-12-13,
"Car Park, Bath Street",yes,04/01/2019,2020-12-14,,0.1,5,5,Car Park. Completions expected on site within 5 years,,not owned by a public authority,2016-05-13,,permissioned,full planning permission,POINT(-2.021558 53.106365),LE290,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2018-12-13,
14-18 Russell Street,,,2020-12-14,,0.06,5,5,Night Club & Offices. Previous planning application lapsed.,,not owned by a public authority,,,permissioned,,POINT(-2.024321 53.104971),LE293,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2018-12-13,
Pride of the Moorlands,yes,,2020-12-14,,0.15,7,7,Public House. Completions expected on site within 5 years,,not owned by a public authority,2017-03-20,,permissioned,outline planning permission,POINT(-2.030948 53.0983),LE298,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2018-12-13,
"The Crown Inn, Tean Road",yes,,2020-12-14,,0.2,5,5,Public House. Completions expected on site within 5 years,,not owned by a public authority,2016-11-10,,permissioned,outline planning permission,POINT(-1.990027 52.969454),CH193,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2018-12-13,
"Well Street Mill, Well Street, Leek",yes,,2020-12-14,,0.08,14,14,Conversion of former Mill. Completions expected on site within 5 years,,not owned by a public authority,2018-06-13,,permissioned,full planning permission,POINT(-2.017555 53.105278),LE308,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2019-10-12,
"Tearne Quarry, Main Road, Hollington",yes,,2020-12-14,,0.43,9,9,Former Quarry,,not owned by a public authority,2018-09-11,,permissioned,full planning permission,POINT(-1.922255 52.949167),OC154,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2019-10-12,
"Annex to Ash Hall Nursing Home, Ash Bank Road, Werrington",yes,31/03/2019,2020-12-14,,0.7,8,8,Annex to Nursing Home. Completed.,,not owned by a public authority,2018-06-12,,permissioned,full planning permission,POINT(-2.106926 53.023026),WE088,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2019-10-12,
"Travellers Rest, Leek Road, Leekbrook",yes,,2020-12-14,,0.43,9,9,Public House. Completions expected on site within 5 years,,not owned by a public authority,2020-10-20,,permissioned,full planning permission,POINT(-2.027307 53.079568),LB005,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-01,
"Former Eaton House, Buxton Road, Leek",yes,,2020-12-14,,0.45,37,37,Offices. Site is under construction,,not owned by a public authority,2019-06-18,,permissioned,full planning permission,POINT(-2.01651 53.107966),LE219,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-01,
"Lock up Garages, Broad Street, Leek",yes,,2020-12-14,,0.22,6,6,Lock up garages,,not owned by a public authority,2019-06-27,,permissioned,outline planning permission,POINT(-2.028084 53.103928),LE116A,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-01,
"197, High Lane, Brown Edge",yes,,2020-12-14,,0.24,8,8,Car park/hardstanding & newsagents,,not owned by a public authority,2019-09-20,,permissioned,outline planning permission,POINT(-2.136526 53.076894),BE070,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-01,
"County Services Building, Fountain Street, Leek",yes,,2020-12-14,,0.06,21,21,Change of use from offices to 1 and 2 bedroom flats. Completions on site expected within 5 years.,,not owned by a public authority,2019-10-10,,permissioned,other,POINT(-2.019721 53.105521),LE319,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-07,
"Former Fole Dairy, Fole",yes,,2020-12-14,,2.18,56,56,Former dairy buildings. Completions on site expected within 5 years.,,not owned by a public authority,2019-10-22,,permissioned,outline planning permission,POINT(-1.936105 52.933219),OC039,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-07,
"Former Cecilly Mill, Cheadle",yes,,2020-12-14,,3.85,121,121,Former Mill. Completions on site expected within 5 years.,,not owned by a public authority,2020-08-14,,permissioned,outline planning permission,POINT(-1.980786 52.990065),CH105,https://www.staffsmoorlands.gov.uk/brownfield-land.csv,2020-12-07,
