site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
York Barbican Paragon Street,yes,,2020-12-17,,0.96,187,187,"See planning application: 13/02135/FULM. N.B. Under normal circumstances this application would have expired in August 2020. However, Under section 93A of the Town and Country Planning Act 1990, unimplemented planning permissions with time limits for imp. Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.074263 53.953425),BR-022,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-022
Garage Court Site at Challoner Road,yes,,2020-12-17,,0.12,8,8,See planning application: 14/01191/FUL. Start to landscaping part of application now complete. There is potential for self build within this site.. Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,local-authority-eng:YOR,owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,POINT(-1.118166 53.934619),BR-013,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-013
1-12 Kensal Rise,yes,,2020-12-17,,0.15,6,6,"See planning application: 18/00262/FUL. This application supersedes application: 14/01857/FUL. Additional floor to accommodate 6no. roof top apartments with three new staircase pods and associated cycle stores, bin stores and parking to 1-12 Kensal Rise",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.073002 53.949101),BR-014,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-014
Car Parking Area Holgate Road,yes,,2020-12-17,,0.032,6,6,See planning application: 19/01183/FUL - this replaces original consent 15/02295/FUL for same scheme. Erection of 3 storey block of 6 no. Apartments.,local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.094808 53.953959),BR-003,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-003
Mack & Lawler Builders Ltd 2a Low Ousegate,yes,,2020-12-17,,0.022,8,8,See planning application: 16/02710/ORC. Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,POINT(-1.083357 53.957719),BR-001,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-001
Hungate Development Site (Block G),yes,,2020-12-17,,0.28,196,196,See planning application: 17/03032/REMM. Reserved matters application for Block G comprising 196 residential units with commercial floorspace at ground floor (retail/leisure uses),local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,reserved matters approval,POINT(-1.075113 53.959076),BR-025a,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-025a
Bank of Scotland 6 Nessgate,yes,,2020-12-17,,0.041,16,16,"See planning application: 19/00520/ORC (supersedes previous application 17/02451/ORC). Proposed change of use of first, second and third floor offices (use class B1) to 18no. residential units (use class C3), with single access from the ground floor of Ousegate House (Nos 2, 4 and 6 Nessgate), under Class O Part 3 Schedule 2 of Article 3 o",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,other,POINT(-1.082219 53.957531),BR-028,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-028
23 Piccadilly,yes,,2020-12-17,,0.107,24,24,See planning application: 17/02624/ORC. Proposed change of use of office (use class B1) to 24no. residential units (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended,local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,other,POINT(-1.076786 53.956473),BR-031,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-031
Nova 2 George Cayley Drive,yes,,2020-12-17,,0.113,9,9,See planning application: 18/00739/FUL. Erection of three storey building forming 9no. apartments.,local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,full planning permission,POINT(-1.098274 53.986144),BR-032,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-032
Former Gas Works 24 Heworth Green (Phases I & II),yes,,2020-12-17,,3.54,607,607,"See planning application: 19/00979/OUTM. Outline application with all matters reserved except for access, layout and scale, for the erection of a maximum of 607 residential apartments (use class C3) This is a draft housing allocation site (H1)",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,outline planning permission,POINT(-1.070044 53.964919),BR-038,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-038
Burnholme School,yes,,2020-12-17,,2.35,72,72,"Not permissioned, however, application: 20/01916/OUTM submitted by CYC in October 2020 for the erection of 85no. dwellings (use class C3) with associated parking, landscaping, access and ancillary works. No matters reserved except for the appearance, sca. This is a draft housing allocation site (H3)",local-authority-eng:YOR,owned by a public authority,,,,other,POINT(-1.048097 53.964075),BR-039,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-039
Bootham Crescent Football Ground,yes,,2020-12-17,,1.72,93,93,"Not permissioned, however, application 19/00246/FULM approved at Planning Committee in August 2020 awaiting legal agreement for the erection of 93 dwellings with associated access, infrastructure, landscaping, public open space and parking.. This is a draft housing allocation site (H7)",local-authority-eng:YOR,not owned by a public authority,,,,other,POINT(-1.088304 53.969487),BR-040,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-040
Askham Bar Park&Ride,yes,,2020-12-17,,1.57,60,60,"Not permissioned, however, this site forms part of CYC's Housing Delivery Programme. This is a draft housing allocation site (H8)",local-authority-eng:YOR,owned by a public authority,,,,other,POINT(-1.114843 53.933439),BR-041,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-041
Former Oak Haven EPH 144 Acomb Road,yes,,2020-12-17,,0.33,56,56,not permissioned. This is a draft housing allocation site (H20),local-authority-eng:YOR,owned by a public authority,,,,other,POINT(-1.118935 53.956377),BR-042,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-042
Willow House EPH Long Close Lane,yes,,2020-12-17,,0.2,15,15,not permissioned. This is a draft housing allocation site (H52),local-authority-eng:YOR,owned by a public authority,,,,other,POINT(-1.071633 53.954791),BR-043,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-043
Land at Layerthorpe,yes,,2020-12-17,,0.2,20,20,not permissioned. This is a draft housing allocation site (H55),local-authority-eng:YOR,not owned by a public authority,,,,other,POINT(-1.071181 53.962592),BR-044,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-044
Terry's Extension Site - Land to Rear of Factory,yes,,2020-12-17,,1.3,56,56,"Application 18/02582/FULM for the erection of 85 apartments in two blocks with seven town houses with associated parking, cycle storage and landscaping refused at planning committee in October 2020. N.B. Site reviewed against previously developed land d. This is a draft housing allocation site (Part of ST16)",local-authority-eng:YOR,not owned by a public authority,,,,other,POINT(-1.089523 53.939853),BR-046b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-046b
Terry's Extension Site - Car Park,yes,,2020-12-17,,0.6,33,33,not permissioned. This is a draft housing allocation site (Part of ST16),local-authority-eng:YOR,not owned by a public authority,,,,other,POINT(-1.08657 53.940679),BR-046c,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-046c
York Central Leeman Road,yes,,2020-12-17,,35,1700,1700,"See planning application: 18/01884/OUTM The associated reserved matters application 20/00710/REMM is currently pending consideration.. Outline planning application with all matters reserved primarily comprising up to 2,500 homes (Class C3). This is a draft housing allocation site (ST5)",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,outline planning permission,POINT(-1.094592 53.95952),BR-045,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-045
"Castle Mills Car Park, Piccadilly, York",yes,,2020-12-17,,0.27,108,108,"Not permissioned, however, application 19/02415/FULM for 106 Apartments submitted by CYC in November 2019 and is currently pending consideration. Agreed by CYC Executive for residential development at April 2018 meeting",local-authority-eng:YOR,owned by a public authority,,,,other,POINT(-1.077239 53.955272),BR-047,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-047
"Site Of 17 To 21, Piccadilly, York",yes,,2020-12-17,,0.11,23,23,not permissioned N.B. This site has temporary mixed use consent through 17/00274/FUL - a more recent application 20/00561/FUL varied condition 2 of this consent and extended the duration of permission to 31.03.2022.. Agreed by CYC Executive for residential development at April 2018 meeting.,local-authority-eng:YOR,owned by a public authority,,,,other,POINT(-1.077525 53.956803),BR-048,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-048
Hungate Development Site (Block D),yes,,2020-12-17,,0.37,196,196,"See planning application: 18/02946/FULM. Erection of a residential apartment block, landscaping and associated works (Block D) (196 Apartments).",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.075113 53.959076),BR-025c,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-025c
Hungate Development Site (Block H),yes,,2020-12-17,,0.73,179,179,"See planning application: 15/01709/OUTM N.B. Block F (101 units) now complete. Outline consent for Blocks G (see BR-026 for Reserved matters approval) and H (179 homes TBC) for either C3/C2 and flexible commercial uses. Full application for Block D (186 homes); and Block F (101homes), community centre and multi-storey car park",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,permissioned,outline planning permission,POINT(-1.075113 53.959076),BR-025b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-025b
Macmillan Cancer Relief Hamilton House 3 Fawcett Street,yes,,2020-12-17,,0.04,9,9,See planning application: 19/00129/ORC. N.B. This proposal may not proceed as the tennants have recently agreed a new lease for continued use.. Proposed change of use from offices to 9 no. flats (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015.,local-authority-eng:YOR,not owned by a public authority,,,,other,POINT(-1.075741 53.953409),BR-051,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-051
Z Curry & Sons Ltd Workshop R/O 2 Hawthorne Street,yes,,2020-12-17,,0.09,10,10,See planning application: 19/01328/FUL. Variation of condition 2 of permitted application 19/00075/FUL to allow additional flat within massing of approved building.,local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,full planning permission,POINT(-1.068734 53.963566),BR-052,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-052
The Cocoa Works Haxby Road (Phase II),yes,,2020-12-17,,4.7,425,425,"18/01011/OUTM Approved at November 15th 2018 Planning Committee - Decision Notice issued on 18th February 2020. This is a draft housing allocation site (Part of ST17) Outline planning application with all matters reserved except for means of access for a mix of uses including 425no. dwellings, offices, retail, a crèche and community uses",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,outline planning permission,POINT(-1.080091 53.974565),BR-024b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-024b
British Sugar Corporation Ltd Plantation Drive (CYC Boundary),yes,,2020-12-17,,38.64,1100,1100,"See planning application: 15/00524/OUTM. Outline application for the development of the site comprising up to 1,100 residential units, community uses (D1/D2) and new public open space with details of access and demolition of the Former Manor School buildings. This is a draft housing allocation",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,outline planning permission,POINT(-1.179833 51.202792),BR-037,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,brownfield-land/local-authority-eng/YOR/BR-037
