site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"The Albridge Hotel, 72-73 Wolverhampton Road, Stafford",yes,,2017-11-15,,0.09,9,9,16/24928/FUL - Conversion of hotel to nine apartments and two storey extension to rear,local-authority-eng:STA,not owned by a public authority,2017-01-13,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.115949 52.799804),"The Albridge Hotel, 72-73 Wolverhampton Road, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15
"Whitebridge Lane, Stone, Staffordshire",yes,,2017-11-15,,0.36,11,11,13/18706/EXTO - Residential development,local-authority-eng:STA,not owned by a public authority,2015-12-03,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-2.159586 52.910329),"Whitebridge Lane, Stone, Staffordshire",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2017-11-15
"St John's church, Granville Terrace, Stone, Staffordshire, ST15 8DF",yes,,2018-08-20,,0.16,9,9,16/23671/FUL - Conversion of church and erection of rear two-storey extensionto provide five residential units and the erection of a 2.5 storey building fronting.,local-authority-eng:STA,not owned by a public authority,2017-08-10,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.147285 52.905701),"St John's church, Granville Terrace, Stone, Staffordshire, ST15 8DF",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"St Dominics Priory Boarding School, Hallahan House, Mount Road, Stone, Staffordshire, ST15 8LJ",yes,,2018-08-20,,0.11,7,7,17/26439/FUL - Convert Field House from a boarding house into 3 two bedroom flats and 4 one bedroom flats,local-authority-eng:STA,not owned by a public authority,2017-08-18,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.154046 52.908712),"St Dominics Priory Boarding School, Hallahan House, Mount Road, Stone, Staffordshire, ST15 8LJ",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"Truview, 12 Sandon Road, Stafford, Staffordshire, ST16 3ES",yes,,2018-08-20,,0.13,11,11,17/25523/OUT - Construct up to 11 apartments,local-authority-eng:STA,not owned by a public authority,2017-08-22,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-2.118547 52.813933),"Truview, 12 Sandon Road, Stafford, Staffordshire, ST16 3ES",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"Claremont Garage, Stafford Road, Eccleshall, Stafford, Staffordshire, ST21 6JP",yes,,2018-08-20,,0.42,9,9,17/26714/OUT - Outline application for residential development,local-authority-eng:STA,not owned by a public authority,2017-10-05,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-2.248902 52.857932),"Claremont Garage, Stafford Road, Eccleshall, Stafford, Staffordshire, ST21 6JP",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"43 Eccleshall Road, Stafford, ST16 2SL",yes,,2018-08-20,,0.05,6,6,17/26235/OUT - Demolition of existing buildings; construct building to accommodate 7 apartments,local-authority-eng:STA,not owned by a public authority,2017-11-15,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-2.123833 52.815339),"43 Eccleshall Road, Stafford, ST16 2SL",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"McDermot, Salt Works Farm, Salt Works Lane, Weston, Stafford, Staffordshire",yes,,2018-08-20,,0.16,5,5,17/26105/OUT - Proposed residential development of three two storey dwellings,local-authority-eng:STA,not owned by a public authority,2017-11-21,http://www.staffordbc.gov.uk/planning-public-access,permissioned,outline planning permission,POINT(-2.037262 52.836838),"McDermot, Salt Works Farm, Salt Works Lane, Weston, Stafford, Staffordshire",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"Woodville, 158 Oulton Road, Stone, Staffordshire, ST15 8DR",yes,,2018-08-20,,0.03,5,5,17/27337/FUL - Conversion and alteration of existing dwelling to form five apartments,local-authority-eng:STA,not owned by a public authority,2018-01-12,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.142515 52.910911),"Woodville, 158 Oulton Road, Stone, Staffordshire, ST15 8DR",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"Staffordshire Police Headquarters, Cannock Road, Stafford",yes,,2018-08-20,,5.07,141,141,18/27849/FUL - Residential development of 141 dwellings,local-authority-eng:STA,owned by a public authority,2018-01-16,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.082211 52.78989),"Staffordshire Police Headquarters, Cannock Road, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"Britannia House, 6-7 Eastgate Street, Stafford, Staffordshire, ST16 2NQ",yes,,2018-08-20,,0.005,23,23,17/27773/POR - Notification for prior approval for proposed change of use from office to dwellinghouse,local-authority-eng:STA,not owned by a public authority,2018-03-16,http://www.staffordbc.gov.uk/planning-public-access,permissioned,full planning permission,POINT(-2.115118 52.807338),"Britannia House, 6-7 Eastgate Street, Stafford, Staffordshire, ST16 2NQ",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-08-20
"Lank at Bank Top Garage, Stafford Road, Gnosall, Staffs, ST20 0EU",yes,,2018-09-04,,0.3,9,9,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.253321 52.782888),"Lank at Bank Top Garage, Stafford Road, Gnosall, Staffs, ST20 0EU",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-09-04
"Former Staffordshire University Campus, Beaconside Campus, Beaconside, Stafford",yes,,2018-09-04,,12.9,317,317,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.081005 52.811142),"Former Staffordshire University Campus, Beaconside Campus, Beaconside, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-09-04
Stafford Police Station,yes,,2018-09-04,,0.3,13,13,,local-authority-eng:STA,owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.113794 52.805973),Stafford Police Station,http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-09-04
"Stone Highways Depot, Newcastle Road, Stone, Staffs, ST15 8LD",yes,,2018-09-04,,0.8,31,31,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.15525 52.904261),"Stone Highways Depot, Newcastle Road, Stone, Staffs, ST15 8LD",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-09-04
Stone Police Station,yes,,2018-09-04,,0.3,8,8,,local-authority-eng:STA,owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.149362 52.904323),Stone Police Station,http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-09-04
Midfield Nurseries Garden Centre,yes,,2018-11-01,,0.5,16,16,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.143086 52.921734),Midfield Nurseries Garden Centre,http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-11-01
"Leisure Complex, Yarnfield Park",yes,,2018-11-01,,0.6,13,13,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.202669 52.899326),"Leisure Complex, Yarnfield Park",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-11-01
"Silver Birches, Stone Road",yes,,2018-11-01,,1.05,23,23,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.174982 52.927237),"Silver Birches, Stone Road",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-11-01
"Wellbeing Park, Yarnfield Lane",yes,,2018-11-01,,0.9,24,24,,local-authority-eng:STA,not owned by a public authority,,http://www.staffordbc.gov.uk/planning-public-access,not permissioned,other,POINT(-2.192287 52.891325),"Wellbeing Park, Yarnfield Lane",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,2018-11-01
