site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land at Ottery Moor Lane, Honiton",yes,,2017-11-09,,1.13,100,100,"This site is an allocation in the Local Plan for housing development, SHLAA322 formerly part of an industrial estate. Outline planning application for residential development of up to 150no. dwellings; access to be considered all other matters reserved",local-authority-eng:EDE,not owned by a public authority,2016-08-13,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=N1QRDEGHFMC00,permissioned,outline planning permission,POINT(-3.196595 50.798131),BL1,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.28035&lat=50.789126,2016-09-16
"Land at Ottery Moor Lane, Honiton",yes,,2017-11-09,,3.59,50,50,"This site is an allocation in the Local Plan for housing development, SHLAA 321 formerly part of an industrial estate. Site in 2 parts, see above.",local-authority-eng:EDE,not owned by a public authority,2016-08-13,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=N1QRDEGHFMC00,permissioned,outline planning permission,POINT(-3.199231 50.799265),BL2,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.283934&lat=50.749288,2016-09-16
"Land at Pankhurst Close Trading Estate, Pankhurst Close, Exmouth",yes,,2017-11-09,,1.27,50,50,Site was formerly in employment use. Site has a planning application which at March 2016 had a resolution to grant permision and was awaiting a 106 agreement. Allocated in local plan SHLAA317.. Redevelopment to provide 50 residential units (including 20 affordable units),local-authority-eng:EDE,not owned by a public authority,2013-12-11,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MNWXK8GH0AH00,permissioned,full planning permission,POINT(-3.379149 50.622969),BL3,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.289625&lat=50.741453,2016-09-16
"Land at Gerway Nurseries, Ottery St Mary",yes,,2017-11-09,,1.97,45,45,Allocated in local plan SHLAA139.Outline permission and Reserved matters approved.Building work started and development substantially complete.. Phased residential development (use Class C3) of up to 45 dwellings with associated open space and infrasttructure,local-authority-eng:EDE,not owned by a public authority,2016-03-01,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O0XYK2GH0C000,permissioned,reserved matters approval,POINT(-3.276103 50.746773),BL4,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.059885&lat=50.705171,2017-11-09
"Land and buildings at Winslade Park, Clyst St Mary",yes,,2017-11-13,,8,150,150,"This site is an allocation in the Local Plan for mixed use redevelopment , W344.. 14/2641 conversion of Winslade House to 61 residential units approved 18.05.2016. Hybrid outline application for 150 dwellings including full permission for 67 dwelling (conversion of Winslade House and stables, and 0.7ha of employment land use).",local-authority-eng:EDE,not owned by a public authority,,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OEZTU3GHL3A00,pending decision,,POINT(-3.44639 50.703212),BL5,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.235533&lat=50.699745,2016-09-16
"Land and buildings at 34 Cranford Avenue, Exmouth",yes,,2017-11-09,,0.37,12,12,Demolition of existing dwelling and construction of 12 no apartments,local-authority-eng:EDE,not owned by a public authority,2014-02-18,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MX872KGH0AH00,permissioned,full planning permission,POINT(-3.388332 50.620487),BL6,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.227314&lat=50.704094,2016-05-16
"Land North Of Acland Park, Feniton",,,2017-11-09,,0.56,32,32,Application refused but allowed by appeal in 2014. Redevelopment of site and construction of 32 dwellings,local-authority-eng:EDE,not owned by a public authority,2014-04-07,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=LKYVFQGH3A000,permissioned,full planning permission,POINT(-3.28035 50.789126),BL7,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.243905&lat=50.676812,2016-05-16
"Land and Buildings at Former Cuttler Hammer Factory and Tumbling Weir Hotel Car Park, Ottery St Mary",yes,,2017-11-13,,1.73,92,92,"Part of a Floodzone 2. Townhouses under construction and building work started on conversioin of the old Switchgear factory.. Redevelopment of parcels of land making up the overall former Cuttler Hammer factory site and Tumbling Weir hotel car park. Comprising conversion of building to30 apartments, construction of 33 new dwellings and construction of 29 retirement apartments.",local-authority-eng:EDE,not owned by a public authority,2014-08-19,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MFA5GLGH09100|https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MFA5IFGH09100|https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O0WK5KGHHP100,permissioned,full planning permission,POINT(-3.283934 50.749288),BL8,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.069266&lat=50.703362,2016-05-17
"Land and buildings at Salston Manor Hotel, Ottery St Mary",yes,,2017-11-09,,2.12,27,27,Change of use alteration and conversion of hotel and demolition and construction of side extension to provide 27 residential flats,local-authority-eng:EDE,not owned by a public authority,2015-09-29,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MJ53Y2GH09100,permissioned,full planning permission,POINT(-3.289625 50.741453),BL9,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.068003&lat=50.70324,2016-05-17
"Land at Seaton Quay (Former Racal Site), Riverside Way Seaton Devon",,,2017-11-09,,1.21,90,90,Part of a Floodzone 2.. Erection of 90 apartments (2 bedroom) new access public quayside and flood protection (Renewal of planning permission 08/2627/MOUT),local-authority-eng:EDE,not owned by a public authority,2009-05-13,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NO8N1PGH02300,permissioned,outline planning permission,POINT(-3.059885 50.705171),BL10,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.059256&lat=50.704205,2016-09-16
Land at 14 Summerfield Sidmouth Devon,yes,,2017-11-09,,0.21,5,5,Demolition of existing dwelling and construction of five chalet bungalows,local-authority-eng:EDE,not owned by a public authority,2014-11-20,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NF7XYAGHH5I00,permissioned,full planning permission,POINT(-3.235533 50.699745),BL11,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.277089&lat=50.751124,2016-09-16
"Land At Frys Lane, Sidford",yes,,2017-11-09,,0.3,12,12,"Appeal allowed for construction of 12 dwellings, Reserved Matters pending consideration",local-authority-eng:EDE,not owned by a public authority,2013-11-27,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OGHBXVGH01C00,permissioned,outline planning permission,POINT(-3.227314 50.704094),BL12,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.189957&lat=50.799081,2016-09-16
"Land at Victoria Hotel, The Esplanade, Sidmouth",yes,,2017-11-09,,0.19,14,14,Erection of two buildings comprising a total of 14 apartments - part of foundations formed.,local-authority-eng:EDE,not owned by a public authority,2006-11-01,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=J46V8VGH60000,permissioned,reserved matters approval,POINT(-3.243905 50.676812),BL13,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.195865&lat=50.801398,2016-09-16
