site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",yes,,2017-11-01,,0.26,15,15,Part of this site was started in 2002,local-authority-eng:TEI,not owned by a public authority,2001-10-26,,permissioned,full planning permission,POINT(-6.81015 52.448501),BFR001,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR001
"Rosemary Avenue, Newton Abbot TQ12 1SB",yes,,2017-11-01,,0.12,6,6,Groundworks commenced keeping this live,local-authority-eng:TEI,not owned by a public authority,2006-03-22,,permissioned,full planning permission,POINT(-6.82344 52.36297),BFR002,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR002
"Platway House, Torquay Road, Shaldon TQ14 0AU",yes,,2017-11-01,,0.47,9,9,started,local-authority-eng:TEI,not owned by a public authority,2008-07-01,,permissioned,full planning permission,POINT(-6.825044 52.435772),BFR003,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR003
"Shapters Yard, Strand Hill, Dawlish EX7 9PS",yes,,2018-03-16,,0.04,9,9,completed,local-authority-eng:TEI,not owned by a public authority,2012-07-31,,permissioned,full planning permission,POINT(-6.760701 52.468151),BFR004,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR004
"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",yes,,2017-11-01,,1.14,15,13,started,local-authority-eng:TEI,not owned by a public authority,2013-01-21,,permissioned,full planning permission,POINT(-6.845919 52.365161),BFR005,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR005
"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",yes,,2018-08-28,,0.73,7,7,completed,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,POINT(-6.789523 52.461955),BFR006,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR006
"14 Barton Villas, Dawlish EX7 9QJ",yes,,2017-11-01,,0.04,5,5,started,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,POINT(-6.762446 52.461809),BFR007,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR007
"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",yes,,2017-11-01,,0.18,38,38,started,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,POINT(-6.832215 52.370763),BFR008,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR008
"Clay Lane, Teignmouth TQ14 8FW",yes,,2017-11-01,,0.08,21,21,2 phase scheme part 1 completed in 2009 - this phase started,local-authority-eng:TEI,not owned by a public authority,2014-10-09,,permissioned,full planning permission,POINT(-6.813612 52.443384),BFR009,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR009
"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",yes,,2017-11-01,,26.45,23,23,,local-authority-eng:TEI,not owned by a public authority,2016-06-01,,permissioned,full planning permission,POINT(-6.777522 52.34597),BFR010,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR010
"5 George Street, Teignmouth TQ14 8AH",yes,,2017-11-01,,0.03,8,8,started,local-authority-eng:TEI,not owned by a public authority,2015-01-26,,permissioned,full planning permission,POINT(-6.815807 52.446092),BFR011,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR011
"17 Bank Street, Newton Abbot TQ12 2JL",yes,,2017-11-01,,0.04,7,7,started,local-authority-eng:TEI,not owned by a public authority,2015-05-07,,permissioned,full planning permission,POINT(-6.831063 52.371116),BFR012,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR012
"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",yes,,2017-12-06,,0.14,9,9,completed,local-authority-eng:TEI,not owned by a public authority,2016-01-26,,permissioned,full planning permission,POINT(-6.758312 52.469768),BFR013,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR013
"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",yes,,2018-02-06,,0.51,14,14,completed,local-authority-eng:TEI,not owned by a public authority,2015-08-28,,permissioned,full planning permission,POINT(-6.741951 52.336645),BFR014,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR014
"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",yes,,2017-11-01,,2.8,34,34,started 2 applications,local-authority-eng:TEI,not owned by a public authority,2016-03-24,,permissioned,full planning permission,POINT(-6.776912 52.464392),BFR015,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR015
"Langdon Hospital, Dawlish EX7 0NS",yes,,2017-11-01,,11.11,34,26,only approx 1.04 ha brownfield,local-authority-eng:TEI,not owned by a public authority,2016-09-13,,permissioned,outline planning permission,POINT(-6.732849 52.468506),BFR016,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR016
"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",yes,,2017-11-01,,2.73,27,27,started,local-authority-eng:TEI,not owned by a public authority,2016-07-18,,permissioned,full planning permission,POINT(-6.840898 52.371522),BFR017,,2017-11-01,brownfield-land/local-authority-eng/TEI/BFR017
