site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"''Bulstrode, Oxford Road, Gerrards Cross, ''",yes,,2018-05-22,,13.55,11,8,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.579317 51.585351),SB0320,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''53 Huntercombe Lane, Burnham, ''",yes,,2018-05-22,,0.08,10,5,,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.660187 51.524323),SB0339,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''77 Stomp Road, Burnham''",yes,,2018-05-22,,0.27,23,23,"Erection of 23 dwellings (comprising 3 one bedroom, 1 two bedroom apartments and 19 three bedroom houses), car parking, associated landscaping and ancillary works.",local-authority-eng:SBU,not owned by a public authority,,,permissioned,full planning permission,POINT(-0.661657 51.527651),SB0387,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Phil Whitaker Cars, Beaconsfield Road''",yes,,2018-05-22,,0.22,20,11,,local-authority-eng:SBU,not owned by a public authority,2017-09-29,,not permissioned,,POINT(-0.614693 51.553685),SB0389,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Old Slade Farm, 41 Old Slade Lane, Iver''",yes,,2018-05-22,,1.28,5,5,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.. Conversion of existing barn in to five dwellinghouses with associated parking.,local-authority-eng:SBU,not owned by a public authority,2015-02-10,,permissioned,full planning permission,POINT(-0.510133 51.498029),SB0391,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''15 and 17 South Park Crescent, Gerrards Cross''",,,2018-05-22,,0.43,6,6,Redevelopment of site to provide 8 dwellings and associated garage blocks.,local-authority-eng:SBU,not owned by a public authority,2015-12-08,,permissioned,full planning permission,POINT(-0.548371 51.590767),SB0394,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''20 to 22 High Street, Iver, Bucks''",yes,,2018-05-22,,0.15,12,12,"Notification under The Town and Country Planning (General Permitted Development) Order 2015, Part 3 of Schedule 2 Class O for: Change of use from office (Class B1 (a)) to residential (Class C3) to form 12 flats.",local-authority-eng:SBU,not owned by a public authority,2015-11-05,,permissioned,other,POINT(-0.504804 51.520613),SB0397,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Land At Bridge Cottage, 45A Baring Road, Beaconsfield''",yes,,2018-05-22,,0.07,5,5,"Replacement of dwelling with 6 apartments for the over 55's, with associated access, parking, hard and soft landscaping.",local-authority-eng:SBU,not owned by a public authority,2016-05-04,,permissioned,full planning permission,POINT(-0.652018 51.611726),SB0398,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Natwest Bank, 63 High Street, Burnham''",yes,,2018-05-22,,0.02,5,5,Change of use from A2 to C3 (Residential) at first floor creating 3 self contained units. Two storey rear extension creating 2 self contained units.,local-authority-eng:SBU,not owned by a public authority,2017-01-10,,permissioned,full planning permission,POINT(-0.658764 51.533723),SB0399,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''96 Gregories Road, Beaconsfield''",yes,,2018-05-22,,0.28,5,5,Replacement building comprising 6 apartments with basement parking.,local-authority-eng:SBU,not owned by a public authority,2015-07-02,,permissioned,full planning permission,POINT(-0.655538 51.610641),SB0400,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''180-182 Maxwell Road, Beaconsfield''",yes,,2018-05-22,,0.09,8,8,"It is envisaged that residential development would occur on upper floors on this site.. Change of use and conversion of first floor from storage to residential (C3), single storey side extension and creation of second floor to provide 8 apartments with associated parking.",local-authority-eng:SBU,not owned by a public authority,2016-10-06,,permissioned,full planning permission,POINT(-0.644322 51.610528),SB0401,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''34-36 Oak End Way, Gerrards Cross''",yes,,2018-05-22,,0.06,8,8,Redevelopment of site to provide 8 residential units with parking and associated works.,local-authority-eng:SBU,not owned by a public authority,2015-09-07,,permissioned,full planning permission,POINT(-0.550727 51.588549),SB0417,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Aston House, 62-68 Oak End Way, Gerrards Cross''",yes,,2018-05-22,,0.12,24,24,"Notification under The Town and Country Planning (General Permitted Development) Order 2015, Part 3 of Schedule 2 Class O for: Change of use from office (Class B1 (a)) to residential (Class C3) to form 24 flats.",local-authority-eng:SBU,not owned by a public authority,2016-06-10,,permissioned,other,POINT(-0.549542 51.588047),SB0418,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Land Rear of St. Johns Church, Victoria Road, Farnham Common''",,,2018-05-22,,0.44,7,7,Outline application for: Redevelopment of site to provide 7 dwellings and replacement of existing hall together with associated parking and access roads.,local-authority-eng:SBU,not owned by a public authority,2016-07-15,,permissioned,outline planning permission,POINT(-0.613668 51.553936),SB0419,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Olympia House, 28 The Ridgeway, Iver''",yes,,2018-05-22,,0.60,51,51,"The site is currently under construction. Notification under The Town and Country Planning (General Permitted Development) (England) Order 2015, Part 3 of Schedule 2 Class O for: Change of use from Offices (Class B1) to 51 Residential flats (Class C3).",local-authority-eng:SBU,not owned by a public authority,2016-09-19,,permissioned,other,POINT(-0.508082 51.515256),SB0420,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''River Court, 50 Oxford Road, New Denham''",yes,,2018-05-22,,0.46,22,22,"Notification under The Town and Country Planning (General Permitted Development) (England) Order 2015, Part 3 of Schedule 2 Class O for: Change of use from Offices (Class B1) to 22 Residential flats (Class C3).",local-authority-eng:SBU,not owned by a public authority,2016-10-10,,permissioned,other,POINT(-0.487461 51.553447),SB0421,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Gas Holder Station, Mill Lane''",,,2018-05-22,,1.29,12,12,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site for 12 dwellinghouses and associated landscaping.,local-authority-eng:SBU,not owned by a public authority,2016-05-06,,permissioned,full planning permission,POINT(-0.699264 51.526653),SB0422,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Gerrards Cross Police Station, Oxford Road''",yes,,2018-05-22,,0.75,11,2,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:SBU,owned by a public authority,,,not permissioned,,POINT(-0.533742 51.574612),SB0428,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''1 - 3 Warwick Road, Beaconsfield''",yes,,2018-05-22,,0.03,6,6,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Notification under The Town and Country Planning (General Permitted Development) Order 2015, Part 3 of Schedule 2 Class O for: Change of use from office (Class B1 ) to Residential flats (Class C3).",local-authority-eng:SBU,not owned by a public authority,2017-01-25,,permissioned,other,POINT(-0.646633 51.612968),SB0433,http://www.southbucks.gov.uk/planning/brownfieldregister,
"''Lillyfee Farm, Lillyfee Farm Lane''",,,2017-12-08,,0.57,10,8,,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.664777 51.587301),SB0443,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08
"''Lockwoods Farm, Wooburn Common''",,,2017-12-08,,0.26,6,5,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.66935 51.581),SB0444,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08
"''Tendercare Nurseries, Southlands Road''",,,2017-12-08,,2.34,30,20,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.503766 51.56652),SB0446,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08
