site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Union Street West Car Park, Union Street, Farnborough",,,2020-12-08,,0.24,15,15,,local-authority-eng:RUH,owned by a public authority,,,not permissioned,,POINT(-0.758098 51.295747),SHELAA ID: 8,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2018-12-10,brownfield-land/local-authority-eng/RUH/SHELAA-ID--8
"Union Street East Car Park, Union Street, Farnborough",,,2019-12-09,,0.08,8,8,,local-authority-eng:RUH,owned by a public authority,,,not permissioned,,POINT(-0.754301 51.295581),SHELAA ID: 9,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--9
"Farnborough Civic Quarter, Farnborough",,,2020-12-08,,4.27,700,700,Note that areas of non-brownfield land have been excluded,local-authority-eng:RUH,mixed ownership,,,not permissioned,,POINT(-0.757203 51.289569),SHELAA ID: 15,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--15
"Willow House, 23 Grosvenor Road, Aldershot",,,2020-12-08,,0.06,15,15,,local-authority-eng:RUH,not owned by a public authority,,,not permissioned,,POINT(-0.766858 51.248701),SHELAA ID: 102,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--102
"69 Gordon Road, Aldershot",yes,2019-12-09,2019-12-09,,0.06,9,9,Planning permission granted in July 2018 for the conversion of the existing building to provide 9 dwellings (ref. 18/00400/FULPP),local-authority-eng:RUH,not owned by a public authority,2018-07-13,,permissioned,full planning permission,POINT(-0.763784 51.245809),SHELAA ID: 304,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2018-12-10,brownfield-land/local-authority-eng/RUH/SHELAA-ID--304
"Woodcot Court, 2a Woodcot Gardens, Farnborough",yes,,2020-12-08,,0.25,7,7,Planning permission granted in July 2020 for the demolition of the existing buildings and the erection of 7 two-storey houses (ref. 20/00229/FULPP),local-authority-eng:RUH,not owned by a public authority,2020-07-01,,permissioned,full planning permission,POINT(-0.782199 51.295002),SHELAA ID: 305,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2020-12-08,brownfield-land/local-authority-eng/RUH/SHELAA-ID--305
"Fleet Road Car Park, Fleet Road, Farnborough",,,2020-12-08,,0.1,6,6,,local-authority-eng:RUH,owned by a public authority,,,not permissioned,,POINT(-0.778693 51.295236),SHELAA ID: 320,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--320
"The Crescent, Southwood Business Park, Summit Avenue, Farnborough",yes,2020-12-08,2020-12-08,,4.24,159,159,"Planning permission granted in March 2019 for the comprehensive redevelopment of the site, including the demolition of the existing buildings and the erection of 159 residential units (ref. 16/00837/FULPP)",local-authority-eng:RUH,not owned by a public authority,2019-03-19,,permissioned,full planning permission,POINT(-0.78435 51.29284),SHELAA ID: 516,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--516
"Meudon House, Meudon Avenue, Farnborough",yes,2020-12-08,2020-12-08,,2.04,197,197,Planning permission granted in January 2020 for the demolition of the existing building and the erection of 197 dwellings (ref. 19/00337/FULPP),local-authority-eng:RUH,not owned by a public authority,2020-01-29,,permissioned,full planning permission,POINT(-0.755828 51.287909),SHELAA ID: 518,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--518
"The Galleries Shopping Centre, High Street Multi-Storey Car Park and The Arcade, Aldershot",yes,,2020-12-08,,1.84,596,596,"The Council's Development Management Committee resolved to grant planning permission in November 2020 for a phased development of 596 flats, including flexible commercial uses, subject to the completion of a satisfactory s106 legal agreement (ref. 20/00508/FULPP)",local-authority-eng:RUH,mixed ownership,,,pending decision,,POINT(-0.763011 51.249506),SHELAA ID: 554,http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2017-12-11,brownfield-land/local-authority-eng/RUH/SHELAA-ID--554
