site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Adswood Road/Stockholm Road (north of), Stockport, SK3 9QT",yes,,2018-12-11,,0.99,35,35,,local-authority-eng:SKP,,,,Not permissioned,,POINT(-2.164495 53.395073),SKB0010,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0010
"Land Off Stockholm Road, Adswood SK3 9QR",yes,,2018-12-11,,0.46,48,48,DC/060605,local-authority-eng:SKP,,2017-02-13,,permissioned,outline planning permission,POINT(-2.166963 53.394441),SKB0013,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0013
"Land to rear of Athlone Avenue, Cheadle Hulme SK8 5QP",yes,,2018-12-11,,0.31,12,12,DC/065603,local-authority-eng:SKP,,2018-03-29,,permissioned,full planning permission,POINT(-2.177478 53.390719),SKB0014,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0014
"10 Manor Road, Marple, SK6 6PW",yes,,2018-12-11,,0.27,7,7,DC/064057,local-authority-eng:SKP,,2017-03-27,,permissioned,full planning permission,POINT(-2.06491 53.401496),SKB0024,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0024
"Thorn Works, Mill Pool Close, Woodley, SK6 1SB",yes,,2018-12-11,,0.3,9,9,DC/060451,local-authority-eng:SKP,mixed ownership,2016-09-16,,permissioned,full planning permission,POINT(-2.101241 53.429584),SKB0034,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0034
"70 Range Road, Cale Green SK3 8EE",yes,,2018-12-11,,0.33,21,21,DC/066642,local-authority-eng:SKP,,2018-01-04,,permissioned,full planning permission,POINT(-2.163464 53.397467),SKB0043,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0043
"Station Approach, Gorton Road, Reddish, Stockport, SK5 6RL",yes,,2018-12-11,,0.3,12,12,,local-authority-eng:SKP,,,,Not permissioned,,POINT(-2.156065 53.449366),SKB0044,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0044
"Land off Stitch Lane, Heaton Norris, Stockport, SK4 1HS",yes,,2018-12-11,,0.34,13,13,,local-authority-eng:SKP,,,,Not permissioned,,POINT(-2.170098 53.415217),SKB0045,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0045
"R Bullock & Co, Commercial Garage, Stockport Road, SK8 2AG",yes,,2018-12-11,,0.33,18,18,,local-authority-eng:SKP,,,,Not permissioned,,POINT(-2.208923 53.395297),SKB0046,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0046
"Land near 265 Edgeley Road, Edgeley, Stockport",yes,,2018-12-11,,0.48,17,17,,local-authority-eng:SKP,,,,Not permissioned,,POINT(-2.184631 53.398938),SKB0050,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0050
"Ash Hotel, 232 Manchester Road, Heaton Norris, Stockport",yes,,2018-12-11,,0.44,17,17,,local-authority-eng:SKP,,,,Not permissioned,,POINT(-2.166793 53.423235),SKB0051,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21,brownfield-land/local-authority-eng/SKP/SKB0051
