name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
BURN001,Land at Simpson Street,yes,,2018-02-28,,0.31,19,19,"Planning permission is for the demolition of industrial buildings, construction of 7no. town houses and 12no. apartments including details of layout, scale, access and appearance (landscaping reserved for future approval)",local-authority-eng:BUN,not owned by a public authority,2016-05-27,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2015/0048&reference=app%2F2015%2F0048&search=search&recs=1&,permissioned,outline planning permission,POINT(-2.31723 53.784062),BURN001,http://www.burnley.gov.uk/attachments/APP20150048_215%200048%20Amended%20Prop%20Site%20Plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN001
BURN002,Land rear of 7 Southern Avenue,yes,,2018-02-28,,0.23,5,5,Planning permission is for the erection of 5 no. detached dwellings including details of access,local-authority-eng:BUN,not owned by a public authority,2015-07-13,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2015/0233&reference=app%2F2015%2F0233&search=search&recs=1&,permissioned,outline planning permission,POINT(-2.272475 53.798344),BURN002,http://www.burnley.gov.uk/attachments/APP20150233_315%200233%20Site%20Plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN002
BURN003,"Former Library, Barbon Street, Briercliffe Road",yes,,2018-02-28,,0.26,1,1,Planning permission for the erection of a single residential dwelling (with all matters reserved for further approval).,local-authority-eng:BUN,owned by a public authority,2014-11-14,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2014/0382&reference=app%2F2014%2F0382&search=search&recs=1&,permissioned,outline planning permission,POINT(-2.22471 53.808181),BURN003,http://www.burnley.gov.uk/attachments/APP20140382_314%200382%20Proposed%20Site%20Plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN003
BURN004,"Lower Gibfield Farm, Crown Point Road",yes,,2018-02-28,,0.3,1,1,Planning permission for the demolition of existing farm cottage and conversion of existing barn to form new dwelling,local-authority-eng:BUN,not owned by a public authority,2015-04-24,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2015/0064&reference=app%2F2015%2F0064&search=search&recs=1&,permissioned,outline planning permission,POINT(-2.255995 53.768488),BURN004,http://www.burnley.gov.uk/attachments/APP20150064_415%200064%20Drawing%203.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN004
BURN005,Lambert Howarth,yes,,2018-02-28,,3.2,100,100,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/6),local-authority-eng:BUN,not owned by a public authority,2014-09-03,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2013/0501&reference=app%2F2013%2F0501&search=search&recs=1&,permissioned,outline planning permission,POINT(-2.242949 53.784426),BURN005,http://www.burnley.gov.uk/attachments/APP20130501_113%200500%20&%200501%20Amended%20Proposed%20Site%20Plan%20Healey%20Royd%20&%20Finsley%20Gate%20Sites.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN005
BURN006,Former AIT Site,yes,,2018-02-28,,1.81,54,54,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/12),local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2014/0145&reference=app%2F2014%2F0145&search=search&recs=1&,not permissioned,,POINT(-2.268806 53.785174),BURN006,http://www.burnley.gov.uk/attachments/APP20140145_014%200145%20Illustrative%20Masterplan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN006
BURN007,Former Baxi Site,yes,,2018-02-28,,6.9,244,205,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/5),local-authority-eng:BUN,mixed ownership,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=NOT/2017/0474&address_short=baxi&search=search&recs=7&,not permissioned,,POINT(-2.306442 53.802634),BURN007,http://www.burnley.gov.uk/attachments/NOT20170474_0_17%200474%20Demolition%20Works%20Site%20Layout.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN007
BURN008,George Street Mill,,,2018-02-28,,0.98,143,143,"Proposed Housing Allocation in Submission Burnley Local Plan (HS1/34). This would be suitable for B1, C2, C3 and D1 uses",local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2013/0194&address_short=george+street&search=search&recs=5&,not permissioned,,POINT(-2.250105 53.788686),BURN008,http://www.burnley.gov.uk/attachments/APP20130194_013%200194%20Location%20plan.PDF,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN008
BURN009,"Former Dexter Paints, Gannow Lane",yes,,2018-02-28,,0.83,27,27,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/27). Planning permission for residential development comprising 27no. Bungalows,local-authority-eng:BUN,not owned by a public authority,2015-05-07,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2015/0114&reference=app%2F2015%2F0114&search=search&recs=1&,permissioned,full planning permission,POINT(-2.278569 53.789624),BURN009,http://www.burnley.gov.uk/attachments/APP20150114_315%200114%20Proposed%20Site%20Plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN009
BURN010,"Barden Mill, Barden Lane",yes,,2018-02-28,,0.86,37,37,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/37). Planning permission for redevelopment of existing retail mill site,local-authority-eng:BUN,not owned by a public authority,2015-04-20,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2014/0031&reference=app%2F2014%2F0031&search=search&recs=1&,permissioned,full planning permission,POINT(-2.242842 53.810281),BURN010,http://www.burnley.gov.uk/attachments/app20140031_014%200031%20Amended%20proposed%20site%20plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN010
BURN011,Former William Blythe Site,yes,,2018-02-28,,6,151,151,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/3). Full planning permission is for a larger site for a total of 202 dwellings.. 151 new houses,local-authority-eng:BUN,not owned by a public authority,2016-12-13,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2016/0021&reference=app%2F2016%2F0021&search=search&recs=1&,permissioned,full planning permission,POINT(-2.311506 53.784249),BURN011,http://www.burnley.gov.uk/attachments/APP20160021_0_16%200021%20Amended%20Proposed%20Site%20Layout%20-%201-500%20Rev%20N.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN011
BURN012,Land at Burnley General Hospital,,,2018-02-28,,1.27,64,64,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/11),local-authority-eng:BUN,owned by a public authority,,,not permissioned,,POINT(-2.227403 53.807582),BURN012,,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN012
BURN013,Tay Street,yes,,2018-02-28,,1.18,35,35,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/16),local-authority-eng:BUN,owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2012/0247&address_short=tay+street&search=search&recs=6&,not permissioned,,POINT(-2.260673 53.787583),BURN013,http://www.burnley.gov.uk/attachments/12_0247_Site_Plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN013
BURN014,Former Gardner Site,,,2018-02-28,,1.43,43,43,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/17),local-authority-eng:BUN,owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/1999/0369&reference=APP%2F1999%2F0369&search=search&recs=1&,not permissioned,,POINT(-2.264192 53.785726),BURN014,,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN014
BURN015,Livingstone Mill,yes,,2018-02-28,,0.95,36,36,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/21),local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2012/0089&address_short=livingstone+mill&search=search&recs=20&,not permissioned,,POINT(-2.243882 53.80361),BURN015,http://www.burnley.gov.uk/attachments/12_0089_existing_site_plan_&_location_plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN015
BURN016,Land NE of Sycamore Avenue,yes,,2018-02-28,,0.77,34,34,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/24),local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2011/0176&address_short=sycamore+avenue&search=search&recs=46&,not permissioned,,POINT(-2.273022 53.790562),BURN016,http://www.burnley.gov.uk/attachments/11_0176_Amemded__Proposed_site_plans.PDF,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN016
BURN017,Land at Oswald Street,yes,,2018-02-28,,0.6,20,8,Proposed Housing Allocation in Submission Burnley Local Plan (HS1/29) for 20 houses.. Planning application for the erection of 8no. five bedroom detached dwellings.,local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2017/0472&address_short=oswald+street&search=search&recs=52&,pending decision,,POINT(-2.245481 53.799301),BURN017,http://www.burnley.gov.uk/attachments/app20170472_3_17%200472%20revised%20site%20plan.pdf,2018-01-12,/brownfield-land/local-authority-eng/BUN/BURN017
