site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
10 Winchester Street Basingstoke,yes,20191223,2019-12-23,,0.018705,5,5,Small site granted permission (16/04685/FUL) in March 2017. No start on site has been recorded at 1 April 2018 but the site considered deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2017-03-01,,permissioned,full planning permission,POINT(-1.087786 51.262598),16/04685/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIFLPRCRLST00,2017-12-31,brownfield-land/local-authority-eng/BAN/16-04685-FUL
Former Dairy Farm Reading Road Sherfield On Loddon,yes,20191223,2019-12-23,,0.2798,9,9,Small site granted permission (16/04693/FUL) in March 2017. The site is under construction. Site considered deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2017-03-08,,permissioned,full planning permission,POINT(-1.043469 51.298139),16/04693/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIGOOFCRLTU00,2017-12-31,brownfield-land/local-authority-eng/BAN/16-04693-FUL
4 Fairfields Road,yes,,2020-12-21,,0.087623,8,8,Small site granted permission (16/04730/FUL) in June 2017. Another application (19/03391/FUL) was approved on 14 August 2020 for 8 units. As at the 1 April 2020 construction was yet to start. Site considered deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2017-06-09,,permissioned,full planning permission,POINT(-1.086323 51.258794),16/04730/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIKXLMCRLY000,2018-12-31,brownfield-land/local-authority-eng/BAN/16-04730-FUL
32 Copenhagen Court New Street,yes,,2020-12-21,,0.187878,38,38,The site gained prior approval for 38 units in June 2017 (17/00135/GPDOFF). A further application for 20 units (17/02933/FUL) was refused in December 2017. The site is deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2017-06-05,,permissioned,full planning permission,POINT(-1.089319 51.262634),17/00135/GPDOFF,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJQ2J6CR0AP00,2017-12-31,brownfield-land/local-authority-eng/BAN/17-00135-GPDOFF
Churchill Plaza Churchill Way Basingstoke,yes,20201221,2019-12-23,,0.825477,285,285,A prior notification was first approved for the conversion of the building to residential use (16/00504/GPDOFF) in May 2016 for 257 flats. This was increased to 283 flats by a further prior notification in April 2017 (17/00416/GPDOFF) and for an additional 2 (penthouse) flats also in April (17/00625/FUL). The development of all units was completed 2019/20,local-authority-eng:BAN,not owned by a public authority,2017-04-20,,permissioned,full planning permission,POINT(-1.084429 51.266218),17/00625/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OLIJC5CRGQO00,2017-12-31,brownfield-land/local-authority-eng/BAN/17-00625-FUL
Bank Top Spring Hill Lane St Mary Bourne,yes,,2020-12-21,,0.813264,8,8,Small site granted permission (17/00965/FUL ) in December 2017. As at the 1 April 2020 construction on all 8 units had started on site. Site considered deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2017-12-11,,permissioned,full planning permission,POINT(-1.396959 51.25304),17/00965/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OMRFGNCR0GT00,2018-12-31,brownfield-land/local-authority-eng/BAN/17-00965-FUL
Land Adjacent To 96 Paddock Road Basingstoke,yes,20191223,2019-12-23,,0.115217,5,5,Planning permission granted in July 2017 for 5 affordable units (17/01207/FUL). The site is vacant and has been cleared. It is considered that the site is deliverable within five years.,local-authority-eng:BAN,owned by a public authority,2017-07-31,,permissioned,full planning permission,POINT(-1.120503 51.254494),17/01207/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONKV6ZCRILM00,2017-12-31,brownfield-land/local-authority-eng/BAN/17-01207-FUL
15 New Road Basingstoke,yes,,2020-12-21,,0.126114,10,10,The site gained permission for 10 units in December 2017 (17/01292/FUL). The original building has been demolished and all units on site are recorded as started as of 1 April 2020. The site is deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2017-12-07,,permissioned,full planning permission,POINT(-1.08413 51.264585),17/01292/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONW5XNCRIWO00,2018-12-31,brownfield-land/local-authority-eng/BAN/17-01292-FUL
Land At Chapel Hill Kingsclere Road Basingstoke,yes,,2020-12-21,,2.023111,491,491,Outline planning permission granted for 578 units (14/00865/OUT) in January 2015. Reserved matters consent for the full 578 units (15/03667/RES) was granted in May 2016. Work has commenced on site and the first 12 units were completed in 2016/17 and 115 in 2017/18 and 132 in 2018/19. 56 of the units are to be delivered in the existing 'white building' and an application to increase this to 96 units (17/02279/FUL) was granted in March 2018. The site is deliverable within five years.,local-authority-eng:BAN,not owned by a public authority,2018-03-23,,permissioned,full planning permission,POINT(-1.096966 51.270089),17/02279/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OSBDQHCRN0Q00,2017-12-31,brownfield-land/local-authority-eng/BAN/17-02279-FUL
Spinnaker House Lime Tree Way Chineham Basingstoke,yes,20201221,2020-12-21,,0.411764,36,36,A prior approval application for conversion from office to residential was approved in February 2017 (16/04426/GPDOFF) for 33 units. A further prior approval application (17/02516/GPDOFF) for 36 units was granted in December 2017. The development completed in 2019/20,local-authority-eng:BAN,not owned by a public authority,2017-12-20,,permissioned,full planning permission,POINT(-1.05982 51.29757),17/02516/GPDOFF,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OTDRNXCR0GT00,2018-12-31,brownfield-land/local-authority-eng/BAN/17-02516-GPDOFF
