site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land at The Walled Garden, Bodenham Manor, Bodenham, Hereford, Herefordshire, HR1 3JS",,,2019-10-20,,0,,,Proposed demolition of former school building and erection of two~detached dwellings with associated detached garages.,local-authority-eng:HEF,,2015-06-08,,permissioned,full planning permission,POINT(-2.691581 52.158296),151090,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=151090,
"Orles Barn Hotel, Old Nursery Close, Ross-on-Wye, Herefordshire, HR9 6AE",,,2019-10-20,,0.23,,,"Proposed erection of 4 no. new 4 bedroom dwellings, turning and~manoeuvring.",local-authority-eng:HEF,,2016-03-07,,permissioned,outline planning permission,POINT(-2.602129 51.914948),153594,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153594,
"52 New Road, Bromyard, Herefordshire",,,2019-10-20,,0,,,Outline application for two dwellings,local-authority-eng:HEF,,2017-03-31,,permissioned,outline planning permission,POINT(-2.511565 52.187921),161877,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161877,
"Site at Old Grammar School, Church Street, Bromyard, Herefordshire, HR7 4DP",,,2019-10-20,,0.09,,,Conversion of former Grammar school building into five residential~dwellings. Demolition works include the removal of part of an~extension to the west elevation.,local-authority-eng:HEF,,2016-12-21,,permissioned,full planning permission,POINT(-2.504648 52.190621),162480,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162480,
"Coach House at Fruit Farm Tillington Estate, Crowmoor Lane, Tillington, Herefordshire, HR4 8LD",,,2019-10-20,,0,,,Proposed change of use of Coach House to residential dwelling (Class~C3) including associated conversion works and demolition of~outbuilding.,local-authority-eng:HEF,,2016-11-03,,permissioned,full planning permission,POINT(-2.779809 52.099351),160600,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=160600,
"Tillington Fruit Farm, Tillington, Hereford, Herefordshire, HR4 8LD",,,2019-10-20,,0,,,Application for approval of details reserved by conditions 5 7 & 9~attached to planning permission 153810,local-authority-eng:HEF,,2018-02-14,,permissioned,,POINT(-2.779302 52.098761),174386,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=174386,
"Stables at The Backwoods, Westhope, Hereford, Herefordshire, HR4 8BU",,,2019-10-20,,0,,,Conversion of outbuilding to a two bedroom living accommodation.(For~DOC 3 & 4 see 183295),local-authority-eng:HEF,,2017-02-09,,permissioned,full planning permission,POINT(-2.775776 52.155506),160340,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=160340,
"Site adjacent to Summerlease, Westhope Hill, Westhope, Herefordshire",,,2019-10-20,,0.39,,,Demolition of outbuildings and erection of four dwellings. (For DOC~16 see 170695),local-authority-eng:HEF,,2016-10-28,,permissioned,outline planning permission,POINT(-2.785271 52.154302),162311,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162311,
"Part OS 1330, The Garlands, Priory Wood, Clifford, Herefordshire",,,2019-10-20,,0,,,Erection of dwelling on site of part built commercial buidling,local-authority-eng:HEF,,2015-10-20,,permissioned,full planning permission,POINT(-3.079274 52.10108),142860,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=142860,
"Land to the rear of Butterfields, Bosbury Road, Cradley, Worcestershire",,,2019-10-20,,0,,,"Proposed removal of derelict sheds, animal pens and caravan and~construction of detached dwelling.",local-authority-eng:HEF,,2017-01-25,,permissioned,outline planning permission,POINT(-2.402098 52.117149),161944,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161944,
