name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
BR1 - Blakelock Road,"Blakelock Road, Blakelock Rd, Foggy Furze Ward",yes,,2019-12-11,,0.6,15,10,Former colleague buildings.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.231234 54.675333),BR1 - Blakelock Road,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR1---Blakelock-Road
BR2 - Brenda Road East,"Brenda Road East, Brenda Rd, Seaton Ward",yes,,2019-12-11,,4.72,140,100,A mix of industrial buildings a hardstanding. Land is included in a minded to grant permission which is still awaiting the s106 to be signed.. http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.206668 54.657138),BR2 - Brenda Road East,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR2---Brenda-Road-East
BR3 - Britmag Central,"Britmag Central, Old Cemetery Rd, Headland&Harbour",yes,,2019-12-11,,3.6,69,69,Former industrial site which was remediated. No building work on site yet.. 6 2 bed. 27 3 bed. 21 4 bed. 15 bungalows.,local-authority-eng:HPL,not owned by a public authority,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,reserved matters approval,POINT(-1.203922 54.705631),BR3 - Britmag Central,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR3---Britmag-Central
BR4 - Britmag North,"Britmag North, Old Cemetery Rd, De Bruce Ward",yes,,2019-12-11,,21,373,373,Former industrial site which was remediated. Persimmon developing site. Circa 80 dwellings completed.. 20 2 bed. 224 3 bed. 129 4 bed.,local-authority-eng:HPL,not owned by a public authority,2014-12-18,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=102944,permissioned,reserved matters approval,POINT(-1.220611 54.710979),BR4 - Britmag North,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR4---Britmag-North
BR5 - Britmag South,"Britmag South, Old Cemetery Rd, Headland&Harbour",yes,,2019-12-11,,1.2,41,41,Former industrial site which was remediated.. 5 2 bed. 19 3 bed. 10 4 bed. 7 bungalows.,local-authority-eng:HPL,not owned by a public authority,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,reserved matters approval,POINT(-1.200364 54.704251),BR5 - Britmag South,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR5---Britmag-South
BR6 - The Former Ambulance Station,"Former Ambulance Station, Elwick Road",yes,,2019-12-11,,0.28,,,"Former ambulance station and paddock, paddock not included on spreadsheet. Heritage asset, ideally for conversion.",local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.236061 54.68258),BR6 - The Former Ambulance Station,,2019-12-11,/brownfield-land/local-authority-eng/HPL/BR6---The-Former-Ambulance-Station
BR7 - Close Farm Cottage,"Close Farm Cottage, Wolviston, Rural West Ward",yes,,2019-12-11,,3.01,3,3,Conversion of old farm buildings. Work ongoing.. Conversion of existing outbuildings into 3 dwellings,local-authority-eng:HPL,not owned by a public authority,2012-10-26,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,permissioned,full planning permission,POINT(-1.336851 54.653795),BR7 - Close Farm Cottage,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR7---Close-Farm-Cottage
BR8 - Former Brierton Road Site,"FormerBriertonRoadSite, Brierton Lane, Manor House",yes,,2019-12-11,,1.39,110,100,Previously had permission for 109 houses but application has expired. Recent interest in site.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.238945 54.666862),BR8 - Former Brierton Road Site,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR8---Former-Brierton-Road-Site
"BR9 - 9,11 Hutton Avenue","9, 11 Hutton Avenue, Hartlepool",yes,,2019-12-11,,0.049,13,13,Currently has permission for 13.. Change of use of former care home to 13no. residential flats.,local-authority-eng:HPL,not owned by a public authority,2017-09-14,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114093,permissioned,full planning permission,POINT(-1.220992 54.684605),"BR9 - 9,11 Hutton Avenue",,2019-12-11,/brownfield-land/local-authority-eng/HPL/BR9---9-11-Hutton-Avenue
BR10 - Former King Oswy Public House,"Former King Oswy Public House, KingOswy Dr,DeBruce",yes,,2019-12-11,,0.25,8,8,Former pub site. Development started but has stalled.. 8 semi detached bungalows,local-authority-eng:HPL,not owned by a public authority,2017-05-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,permissioned,full planning permission,POINT(-1.234304 54.710806),BR10 - Former King Oswy Public House,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR10---Former-King-Oswy-Public-House
