site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Merryfield Park, Derritt Lane, Sopley",yes,,2017-12-22,,0.88,20,20,"4, one-bedroom houses, 6 two-bedroom houses, 4 three-bedroom houses, 8 four-bedroom houses. Demolition of existing 2 two bedroom dwellings. http://planning.newforest.gov.uk/online-applications/",local-authority-eng:NEW,not owned by a public authority,2017-01-19,,permissioned,full planning permission,POINT(-1.747586 50.782055),BLR_Brans_001,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Brans-001
"Methodist Church Land Of Long Lane, Fawley",yes,,2017-12-22,,0.17,5,5,"1 two-bedroom bungalow, 4 three-bedroom houses. http://planning.newforest.gov.uk/online-applications/",local-authority-eng:NEW,not owned by a public authority,2016-06-24,,permissioned,full planning permission,POINT(-1.389601 50.839653),BLR_Fawl_001,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=1,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Fawl-001
"Site of the Former Fawley Power Station, Fawley",,,2017-12-22,,49,1380,1380,Around 1380 dwellings. https://democracy.newforest.gov.uk/documents/s6621/Local%20Plan%20Report%20-%20Appendix%20B.pdf,local-authority-eng:NEW,not owned by a public authority,,,not permissioned,,POINT(-1.329304 50.819675),BLR_Fawl_002,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=2,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Fawl-002
"Unit B Fordingbridge Business Park Ashford Road, Fordingbridge",yes,,2017-12-22,,0.15,5,5,5 one-bedroom flats. http://planning.newforest.gov.uk/online-applications/,local-authority-eng:NEW,not owned by a public authority,2016-04-06,,permissioned,other,POINT(-1.806759 50.928607),BLR_Fording_001,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=3,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Fording-001
"Ashford Works, Fordingbridge",,,2017-12-22,,0.3,9,5,"Small 0.3ha employment site surrounded by residential. Site in very poor condition, buildings in very poor condition and would appear unlikely to attract future commercial occupiers. Some units appear vacant. Not a particularly suitable location for the light industrial uses currently present. Could probably accommodate 5-9 dwellings. Also promoted in Call for Sites.",local-authority-eng:NEW,not owned by a public authority,,,not permissioned,,POINT(-1.806299 50.927304),BLR_Fording_002,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=4,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Fording-002
"Fordingbridge Club, Roundhill, Fordingbridge",yes,,2017-12-22,,0.1,8,8,"4 two-bedrooom terraced houses, 2 two-bedroom detached houses, 2 two-bedroom flats. http://planning.newforest.gov.uk/online-applications/",local-authority-eng:NEW,not owned by a public authority,2017-07-12,,permissioned,full planning permission,POINT(-1.790917 50.927596),BLR_Fording_003,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=5,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Fording-003
"2 South Street, Hythe",yes,,2017-12-22,,0.27,36,36,36 Sheltered Apartments. http://planning.newforest.gov.uk/online-applications/,local-authority-eng:NEW,not owned by a public authority,2017-05-11,,permissioned,full planning permission,POINT(-1.397012 50.868033),BLR_Hythe_001,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=6,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Hythe-001
"Hythe & Dibden War Memorial Hospital, Beaulieu Road, Hythe",,,2017-12-22,,1.5,21,14,"Application (17/11204) being determined for new community hospital on the site and for up to 21 dwellings. Given the health facilities can be retained and re-provided on site, the remainder of the site is suitable for residential development in principle.. 7 two-bedroom houses, 3 three-bedroom houses, 2 four-bedroom houses, 3 one-bedroom flats, 6 two-bedroom flats. http://planning.newforest.gov.uk/online-applications/",local-authority-eng:NEW,owned by a public authority,,,pending decision,,POINT(-1.402987 50.858539),BLR_Hythe_002,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=7,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Hythe-002
"Former Police Station Site, Jones Lane, Hythe",,,2017-12-22,,0.4,20,10,"Police station building is vacant and not in use. Police services have already relocated from this site to Hardley. 0.4ha site with extensive mature treed frontage, adjacent to Conservation Area. Potential capacity for 10 houses – 20 flats",local-authority-eng:NEW,owned by a public authority,,,not permissioned,,POINT(-1.40172 50.871474),BLR_Hythe_003,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=8,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Hythe-003
1-20 Marsh Parade,,,2017-12-22,,0.2,7,7,7 one/two-bedroom flats. http://planning.newforest.gov.uk/online-applications/,local-authority-eng:NEW,not owned by a public authority,2002-03-15,,permissioned,full planning permission,POINT(-1.399894 50.869841),BLR_Hythe_004,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=9,2017-12-22,brownfield-land/local-authority-eng/NEW/BLR-Hythe-004
