site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Barn House, Annexe 6 The Street Belaugh Norwich NR12 8XA",yes,,2020-12-17,,0.04,1,1,Planning application number BA/2019/0076/FUL. Permitted for holiday use.,national-park-authority:Q4972284,not owned by a public authority,,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PNMFB3TBHF900,permissioned,full planning permission,POINT(1.38652 52.71805),BF000043,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PNMFB3TBHF900,2020-12-17,brownfield-land/national-park-authority/Q4972284/BF000043
"Former Pegasus/Hamptons Site, Coldecott Road, Oulton Broad, Suffolk",yes,,2020-12-17,yes,1.69,76,76,Was allocated in 2014 Site Specific Local Plan and allocated in emerging Local Plan policy OUL2. Details of the application (BA/2012/0271/FUL),national-park-authority:Q4972284,not owned by a public authority,2014-07-14,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?keyVal=M96Z8STBT0000&activeTab=summary,permissioned,full planning permission,POINT(1.708607 52.477034),BF000008,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=M96Z8STBT0000,2017-11-23,brownfield-land/national-park-authority/Q4972284/BF000008
"Building next to Kings Head Hotel, Station Road, Hoveton.",yes,,2018-12-20,,0.03,0,0,Allocated in emerging Local Plan - Policy HOV3.,national-park-authority:Q4972284,not owned by a public authority,,,not permissioned,,POINT(1.409031 52.712724),BF000007,https://www.broads-authority.gov.uk/__data/assets/pdf_file/0007/995569/11_HOVETON-and-WROXHAM-new.pdf,2017-11-23,brownfield-land/national-park-authority/Q4972284/BF000007
Lawn Bungalow Tunstall Road Halvergate Great Yarmouth NR13 3FD,yes,2020-12-17,2020-12-17,,0.11,0,0,Planning application number BA/2019/0044/FUL. This scheme is for a replacement dwelling and was added to the register in error.,national-park-authority:Q4972284,not owned by a public authority,2019-06-20,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PMC4MTTBHE800,permissioned,full planning permission,POINT(1.569016 52.613552),BF000024,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PMC4MTTBHE800,2019-12-04,brownfield-land/national-park-authority/Q4972284/BF000024
Utilities Site,,,2018-12-20,yes,4.49,120,120,Allocated in Sites Specific Local Plan 2014 and emerging Local Plan Policy Number NOR1. Previous application withdrawn (BA/2015/0225/FUL). Potential for hazardarous substances to be present on the site.,national-park-authority:Q4972284,not owned by a public authority,,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NR28G3TB01U00,not permissioned,,POINT(1.323572 52.622972),BF000011,http://www.broads-authority.gov.uk/__data/assets/pdf_file/0008/995570/12_NORWICH-new.pdf,2017-11-23,brownfield-land/national-park-authority/Q4972284/BF000011
Broadlands Park Marsh Road Lowestoft NR33 9JY,yes,,2019-12-01,,0.24,1,1,Planning application number BA/2019/0168/FUL. This has permission for holiday home usage.,national-park-authority:Q4972284,not owned by a public authority,2019-07-10,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PRJ372TBHJ300,permissioned,full planning permission,POINT(1.70622 52.469612),BF000025,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PRJ372TBHJ300,2019-12-04,brownfield-land/national-park-authority/Q4972284/BF000025
Riverscourt Church Lane Surlingham NR14 7DF,yes,,2020-12-17,,0.65,1,1,Planning Application Number: BA/2017/0208/FUL. Permitted for holiday use.,national-park-authority:Q4972284,not owned by a public authority,2017-08-18,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=ORMHWGTBGJT00,permissioned,full planning permission,POINT(1.400619 52.607634),BF000038,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ORMHWGTBGJT00,2020-12-17,brownfield-land/national-park-authority/Q4972284/BF000038
28 Riverside Estate Brundall Norwich NR13 5PU,yes,2020-12-17,2019-12-04,,0.03,1,1,Planning application number BA/2018/0504/FUL. This scheme is for a replacement dwelling and was added to the register in error.,national-park-authority:Q4972284,not owned by a public authority,2019-04-18,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PJNTZPTBHBH00,permissioned,full planning permission,POINT(1.436783 52.615667),BF000020,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PJNTZPTBHBH00,2019-12-04,brownfield-land/national-park-authority/Q4972284/BF000020
First Floor 3 Church Road Hoveton Norfolk NR12 8UG,yes,,2020-12-17,,0.01,1,1,Planning application Number: BA/2020/0042/CUPA. Full permission by prior approval.,national-park-authority:Q4972284,not owned by a public authority,2020-06-04,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=Q5HTC3TB02300,permissioned,Other,POINT(1.410955 52.7117),BF000045,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=Q5HTC3TB02300,2020-12-17,brownfield-land/national-park-authority/Q4972284/BF000045
Sanderson Marine Craft Ltd Riverside Reedham Norwich NR13 3TE,yes,,2020-12-17,,0.14,3,3,Planning application number BA/2018/0359/FUL,national-park-authority:Q4972284,not owned by a public authority,2020-04-08,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=PEXDV3TBH7400,permissioned,full planning permission,POINT(1.566271 52.559181),BF000032,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PEXDV3TBH7400,2020-12-17,brownfield-land/national-park-authority/Q4972284/BF000032
