site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Blakelock Road, Blakelock Rd, Foggy Furze Ward",yes,,2017-12-17,,0.6,15,10,Former colleague buildings.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.231234 54.675333),BR1 - Blakelock Road,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR1---Blakelock-Road
"Brenda Road East, Brenda Rd, Seaton Ward",yes,,2017-12-17,,4.72,140,100,A mix of industrial buildings a hardstanding. Land is included in a minded to grant permission which is still awaiting the s106 to be signed.. http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.206668 54.657138),BR2 - Brenda Road East,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR2---Brenda-Road-East
"Britmag Central, Old Cemetery Rd, Headland&Harbour",yes,,2017-12-17,,3.6,69,69,Former industrial site which was remediated.. 6 2 bed. 27 3 bed. 21 4 bed. 15 bungalows.,local-authority-eng:HPL,not owned by a public authority,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,reserved matters approval,POINT(-1.203922 54.705631),BR3 - Britmag Central,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR3---Britmag-Central
"Britmag North, Old Cemetery Rd, De Bruce Ward",yes,,2017-12-17,,21,373,373,Former industrial site which was remediated.. 20 2 bed. 224 3 bed. 129 4 bed.,local-authority-eng:HPL,not owned by a public authority,2014-12-18,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,permissioned,reserved matters approval,POINT(-1.220611 54.710979),BR4 - Britmag North,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR4---Britmag-North
"Britmag South, Old Cemetery Rd, Headland&Harbour",yes,,2017-12-17,,1.2,41,41,Former industrial site which was remediated.. 5 2 bed. 19 3 bed. 10 4 bed. 7 bungalows.,local-authority-eng:HPL,not owned by a public authority,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,reserved matters approval,POINT(-1.200364 54.704251),BR5 - Britmag South,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR5---Britmag-South
"Carr & Hopps, Hartlane/Jobson St, Victoria ward",yes,,2017-12-17,,2.2,89,89,HMR scheme - only included in case current works stalled.. Cert of Lawful Development for proposed works - bringing old housing back into use,local-authority-eng:HPL,not owned by a public authority,2016-08-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=113611,permissioned,other,POINT(-1.220912 54.689592),BR6 - Carr & Hopps,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR6---Carr---Hopps
"Close Farm Cottage, Wolviston, Rural West Ward",yes,,2017-12-17,,3.01,3,3,Conversion of old farm buildings. Conversion of existing outbuildings into 3 dwellings,local-authority-eng:HPL,not owned by a public authority,2012-10-26,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,permissioned,full planning permission,POINT(-1.336851 54.653795),BR7 - Close Farm Cottage,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR7---Close-Farm-Cottage
"FormerBriertonRoadSite, Brierton Lane, Manor House",yes,,2017-12-17,,1.39,110,100,Previously had permission for 109 houses but application has expired.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.238945 54.666862),BR8 - Former Brierton Road Site,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR8---Former-Brierton-Road-Site
"Former Fairground Site, Seaton Carew, Seaton Ward",yes,,2017-12-17,,0.49,30,15,Possibly suitable for mixed use scheme or apartment development.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.184535 54.657036),"BR9 - Former Fairground Site, Seaton Carew",,2017-12-17,brownfield-land/local-authority-eng/HPL/BR9---Former-Fairground-Site--Seaton-Carew
"Former King Oswy Public House, KingOswy Dr,DeBruce",yes,,2017-12-17,,0.25,8,8,Former pub site. 8 semi detached bungalows,local-authority-eng:HPL,not owned by a public authority,2017-05-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,permissioned,full planning permission,POINT(-1.234304 54.710806),BR10 - Former King Oswy Public House,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR10---Former-King-Oswy-Public-House
"Former Mas Agraa Palace, Lynn St, Headland&Harbour",yes,,2017-12-17,,0.45,9,6,Previously had permission which has expired.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.205011 54.684843),BR11 - Former Mas Agraa Palace,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR11---Former-Mas-Agraa-Palace
"GardenCentre&AmenityBlock,TanfieldRd, Foggy Furze",yes,,2017-12-17,,0.47,12,8,Former garden centre.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.221009 54.668348),BR12 - Garden Centre & Amenity Block,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR12---Garden-Centre---Amenity-Block
"Hartlepool Hospital, Holdforth Rd, De Bruce Ward",yes,,2017-12-17,,3.38,100,100,Vacant land at hospital site. As outline no breakdown of housing,local-authority-eng:HPL,not owned by a public authority,2014-08-01,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,permissioned,outline planning permission,POINT(-1.225712 54.703112),BR13 - Hartlepool Hospital,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR13---Hartlepool-Hospital
"InspirationsCoffeeHouse, Tanfield RD, Foggy Furze",yes,,2017-12-17,,0.41,10,6,Former coffee shop and council offices,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.22194 54.668282),BR14 - Inspirations Coffee House,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR14---Inspirations-Coffee-House
"MarinaBlocks28 32 31, SlakeTerraceHeadland&Harbour",yes,,2017-12-17,,0.4,76,76,3 apartment blocks on brownfield site at south east corner of Marina. 3 apartment blocks. Block 28 for 20 apartments. Block 31 approx 20 apartments. Block 32 for 36 apartments.,local-authority-eng:HPL,not owned by a public authority,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,permissioned,full planning permission,POINT(-1.198842 54.689349),BR16 - Marina Slake Terrace_Blocks 28 32 31,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR16---Marina-Slake-Terrace-Blocks-28-32-31
"North Farm, Elwick, Rural West Ward",yes,,2017-12-17,,0.73,14,14,Conversion of old farm buildings. Change of Use and new build for 14 dwellings,local-authority-eng:HPL,not owned by a public authority,2016-04-06,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=103970,permissioned,full planning permission,POINT(-1.292614 54.685143),BR17 - North Farm,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR17---North-Farm
"Oxford Road, Oxford Rd, Foggy Furze Ward",yes,,2017-12-17,,0.74,25,15,Site with commercial buildings which owner put forward in SHLAA,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.216602 54.67497),BR18 - Oxford Road,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR18---Oxford-Road
"Raby Gardens Phase 2, Raby Gardens, Jesmond Ward",yes,,2017-12-17,,1.36,64,64,Cleared terraced properties replaced with new build. 2 and 3 bed properties including 36 bungalows,local-authority-eng:HPL,not owned by a public authority,2016-12-19,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114676,permissioned,full planning permission,POINT(-1.221862 54.695907),BR19 - Raby Gardens Phase 2,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR19---Raby-Gardens-Phase-2
Seaton Coach Park,yes,,2017-12-17,,1.25,50,30,Car Park at Seaton Carew,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.183972 54.656502),BR20 - Seaton Coach Park,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR20---Seaton-Coach-Park
"SouthofMaritimeAv, MaritimeAv, Headland&HabourWard",yes,,2017-12-17,,5.11,400,400,Brownfield vacant site to south of Marina.. apartment blocks,local-authority-eng:HPL,not owned by a public authority,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,permissioned,full planning permission,POINT(-1.200181 54.682807),BR21 - South of Maritime Avenue,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR21---South-of-Maritime-Avenue
"Surtees Street, Headland&Harbour Ward",yes,,2017-12-17,,0.6,20,15,Former Focus Building,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.203972 54.684818),BR22 - Surtees Street,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR22---Surtees-Street
"The Woodcutter Pub, Kingsley Av, Rift House Ward",yes,,2017-12-17,,0.29,14,14,14 new dwellings on former pub site. 14 new dwellings on former pub site,local-authority-eng:HPL,not owned by a public authority,2015-02-03,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=99687,permissioned,full planning permission,POINT(-1.230365 54.672092),BR23 - The Woodcutter Pub,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR23---The-Woodcutter-Pub
"Trincomalee Wharf, Maritime Av, Headland&Harbour",yes,,2017-12-17,,0.64,50,20,Waterfront site. If apartments were built could accomodate a greater number than town houses.,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.204414 54.689188),BR24 - Trincomalee Wharf,,2017-12-17,brownfield-land/local-authority-eng/HPL/BR24---Trincomalee-Wharf
