site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"ALBERT MILL, WHITWORTH",yes,,2017-12-15,,1.53,49,49,2014/0078 - outline application which expired 17.09.16.. Local Plan Reg 18 consultation proposed for demolition and erection of 49 dwellings,local-authority-eng:ROS,not owned by a public authority,,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N1I4NHND01P00,not permissioned,,POINT(-2.17781 53.6531),ROSBS001,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
WATERFOOT PRIMARY SCHOOL,yes,,2017-12-15,,0.4,20,20,"2016/0599 - conversion of school buildings to supported living accomodation (Use Class C2). Conversion of school buildings to supported-living accommodation (Use Class C2), including alterations to building and 13-space car park",local-authority-eng:ROS,not owned by a public authority,2017-06-20,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?previousCaseType=Application&previousKeyVal=OU2KPBNDH7W00&activeTab=summary&previousCaseNumber=2017%2F0396&keyVal=OHS25UNDGAO00,permissioned,full planning permission,POINT(-2.25118 53.6942),ROSBS002,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
"HORSE AND JOCKEY HOTEL, 85 MARKET STREET, EDENFIELD",yes,,2017-12-15,,0.22,10,10,2015/0238. Demolition of the existing Public House and redevelopment of the adjacent car park. Construction of 10 no. family homes.,local-authority-eng:ROS,not owned by a public authority,2015-10-16,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NPSKPBNDM1900,permissioned,full planning permission,POINT(-2.30596 53.6712),ROSBS003,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
"LAND NEAR GREENSNOOK FARM, BACUP",yes,,2017-12-15,,0.12,7,7,"Current application pending to discharge conditions (2017/0481). Construction of 7 No. new three-bedroom houses (6 No. semi-detached and 1 No. detached), with associated landscaping and access works.",local-authority-eng:ROS,not owned by a public authority,2017-09-11,https://publicaccess.rossendale.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MJLQDM00DT01N,permissioned,full planning permission,POINT(-2.19535 53.7067),ROSBS006,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
"REED STREET, BACUP",yes,,2017-12-15,,0.42,13,13,2008/0244 - approved Reserved Matters for 2 blocks of apartments (50 units) 2002/502. Local Plan Reg 18 consultation proposed 13 dwellings,local-authority-eng:ROS,not owned by a public authority,,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZXDNDJV032,not permissioned,,POINT(-2.19613 53.7044),ROSBS007,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
"HARE AND HOUNDS GARAGE, STACKSTEADS",,,2017-12-15,,0.15,9,9,2015/0030 - outline approval. Demolition of existing workshop/garage and construction of 9 dwellings with access from Four Lane Ends Road,local-authority-eng:ROS,not owned by a public authority,2015-11-06,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NIUF3UND02K00,permissioned,outline planning permission,POINT(-2.23197 53.6923),ROSBS009,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
BACUP CONSERVATIVE CLUB,yes,,2017-12-15,,0.05,5,5,2015/0085 - full. Conversion of former Conservation Club to 4 no. flats,local-authority-eng:ROS,not owned by a public authority,2015-06-24,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NL0FGYNDLPC00,permissioned,full planning permission,POINT(-2.19943 53.7031),ROSBS010,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
"FMR COMMERCIAL HOTEL, STACKSTEADS",yes,,2017-12-15,,0.04,7,7,2015/0261. Conversion of public house and two retail units to 7 Apartments,local-authority-eng:ROS,not owned by a public authority,2015-11-12,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQGNCUNDM2Y00,permissioned,full planning permission,POINT(-2.22431 53.6914),ROSBS011,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
"14 DEARDENGATE, HASLINGDEN",yes,,2017-12-15,,0.06,6,6,2016/0001. Conversion of first floor into 6 no. residential flats.,local-authority-eng:ROS,not owned by a public authority,2016-03-24,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O0H4WBND02K00,permissioned,full planning permission,POINT(-2.32463 53.7062),ROSBS012,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
LOVECLOUGH WORKING MENS CLUB,yes,,2017-12-15,,0.44,10,10,2011/0457. Erection of 10 houses,local-authority-eng:ROS,not owned by a public authority,2013-03-11,https://publicaccess.rossendale.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZXANDJV936,permissioned,full planning permission,POINT(-2.28612 53.7399),ROSBS013,https://www.rossendale.gov.uk/downloads/download/10897/brownfield_register,2017-12-15
