site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Land To The Rear Of 105 Oxney Road Peterborough,yes,,2017-12-19,,2.8,8,8,,local-authority-eng:PTE,,2010-11-30,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N3VCML0CW00,permissioned,full planning permission,POINT(-0.209359 52.589761),PDL/0001/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N3VCML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0001-17
16 - 18 Manor House Street Peterborough,yes,,2017-12-19,,0.7,6,6,,local-authority-eng:PTE,,2016-11-16,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N4EVML0CW00,permissioned,full planning permission,POINT(-0.242821 52.577342),PDL/0002/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N4EVML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0002-17
3 - 7 Oxford Road Millfield Peterborough PE1 3BL,yes,,2017-12-19,,1.3,8,8,,local-authority-eng:PTE,,2016-07-08,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N5U4ML0CW00,permissioned,full planning permission,POINT(-0.246281 52.588264),PDL/0003/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N5U4ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0003-17
38 Elm Street Woodston Peterborough,yes,,2017-12-19,,0.9,10,10,,local-authority-eng:PTE,,2011-06-30,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N6A0ML0CW00,permissioned,full planning permission,POINT(-0.246721 52.561333),PDL/0004/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N6A0ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0004-17
659 Lincoln Road Peterborough PE1 3HA,yes,,2017-12-19,,1.9,23,23,,local-authority-eng:PTE,,2007-06-28,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N7BTML0CW00,permissioned,full planning permission,POINT(-0.256084 52.59383),PDL/0005/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N7BTML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0005-17
78 High Street Eye Peterborough PE6 7UY,yes,,2017-12-19,,1.9,5,5,,local-authority-eng:PTE,,2009-11-25,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N7JDML0CW00,permissioned,full planning permission,POINT(-0.193822 52.608586),PDL/0006/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N7JDML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0006-17
83 Oxney Road Peterborough PE1 5NG,yes,,2017-12-19,,1.6,5,5,,local-authority-eng:PTE,,2016-10-19,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N7O9ML0CW00,permissioned,outline planning permission,POINT(-0.2118 52.588917),PDL/0007/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N7O9ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0007-17
85 Park Road Peterborough,yes,,2017-12-19,,0.3,6,6,,local-authority-eng:PTE,,2016-11-23,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N8E2ML0CW00,permissioned,other,POINT(-0.241319 52.578003),PDL/0008/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N8E2ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0008-17
Land Adjacent To 39-41 Station Road Thorney Peterborough,yes,,2017-12-19,,4.7,9,9,,local-authority-eng:PTE,,2017-01-30,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N8LYML0CW00,permissioned,reserved matters approval,POINT(-0.10739 52.624409),PDL/0009/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N8LYML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0009-17
British Sugar Oundle Road Woodston Peterborough PE2 9AY,yes,,2017-12-19,,24.6,70,70,,local-authority-eng:PTE,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N92GML0CW00,Not permissioned,,POINT(-0.259204 52.563163),PDL/0010/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N92GML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0010-17
Car Park Hampton Court Westwood Peterborough,yes,,2017-12-19,,1E+1,16,16,,local-authority-eng:PTE,,2017-02-22,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N9FVML0CW00,permissioned,full planning permission,POINT(-0.268429 52.590774),PDL/0011/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N9FVML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0011-17
Coneygree Lodge Coneygree Road Stanground Peterborough,yes,,2017-12-19,,3.5,14,14,,local-authority-eng:PTE,,2013-08-29,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0N9N0ML0CW00,permissioned,full planning permission,POINT(-0.223749 52.557718),PDL/0012/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N9N0ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0012-17
Land At East Station Road Fletton Quays Peterborough,yes,,2017-12-19,,67.9,100,100,,local-authority-eng:PTE,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0NEXAML0CW00,Not permissioned,,POINT(-0.238381 52.566973),PDL/0014/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0NEXAML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0014-17
1 Grove Street Woodston Peterborough PE2 9AG,yes,,2017-12-19,,0.7,6,6,,local-authority-eng:PTE,,2015-07-31,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O8CN74ML0CW00,permissioned,outline planning permission,POINT(-0.247483 52.563682),PDL/0015/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O8CN74ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0015-17
Former John Mansfield School Remote Playing Field Poplar Avenue Dogsthorpe Peterborough,yes,,2017-12-19,,40.6,116,116,,local-authority-eng:PTE,,2017-11-03,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0NFZ2ML0CW00,permissioned,full planning permission,POINT(-0.226607 52.6017),PDL/0016/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0NFZ2ML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0016-17
Land To The West Of London Road Peterborough,yes,,2017-12-19,,745.3,2349,2349,,local-authority-eng:PTE,,1993-03-09,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O851BHML0CW00,permissioned,outline planning permission,POINT(-0.263837 52.531007),PDL/0017/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O851BHML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0017-17
Johnston Publishing Oundle Road Woodston Peterborough PE2 9QR,yes,,2017-12-19,,30.5,86,86,,local-authority-eng:PTE,,2015-04-02,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O879GOML0CW00,permissioned,full planning permission,POINT(-0.259835 52.560637),PDL/0018/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O879GOML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0018-17
117 Park Road Peterborough PE1 2TR,yes,,2017-12-19,,1.1,24,24,,local-authority-eng:PTE,,2016-07-05,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O859STML0CW00,permissioned,other,POINT(-0.240333 52.5794),PDL/0019/17,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O859STML0CW00,2017-12-19,brownfield-land/local-authority-eng/PTE/PDL-0019-17
