site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Market Street, Whitworth, OL12 8PJ",,,2016-07-08,,1.53,49,49,Permission subject to s106 agreement being signed off. A small part of the site is owned by the public sector.,local-authority-eng:ROS,owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2992,Not Permissioned,,POINT(-2.17635 53.652819),ROSBS001,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS001
"Thornfield Avenue, Waterfoot",,,2016-07-08,,0.4,28,28,Planning permission 2015/0037 approved,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3967,permissioned,,POINT(-2.251179 53.694168),ROSBS002,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS002
"85 Market Street, Edenfield, BL0 0JQ",,,2016-07-08,,0.21,10,10,Planning permission 2015/0238 approved,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4166,permissioned,,POINT(-2.305961 53.67122),ROSBS003,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS003
"Bacup Road, Rawtenstall, BB4 7PA",,,2016-07-08,,0.72,29,29,Underconstruction,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3804,permissioned,,POINT(-2.274792 53.70101),ROSBS004,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS004
Stacksteads,,,2016-07-08,,0.19,11,11,Low market area,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=1811,Not Permissioned,,POINT(-2.210749 53.693094),ROSBS005,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS005
Bacup,,,2016-07-08,,0.11,7,7,Site is advertised for sale,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4190,permissioned,,POINT(-2.195352 53.706652),ROSBS006,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS006
Bacup,,,2016-07-08,,0.5,15,15,Low market area,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=99,Not Permissioned,,POINT(-2.196131 53.704355),ROSBS007,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS007
"Holcombe Road, Helmshore",,,2016-07-08,,0.25,15,15,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2806,permissioned,,POINT(-2.342265 53.695105),ROSBS008,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS008
"Newchurch Road, Stacksteads",,,2016-07-08,,0.14,9,9,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3985,permissioned,,POINT(-2.231968 53.692298),ROSBS009,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS009
"Irwell Terrace, Bacup, OL13 9AW",,,2016-07-08,,0.05,5,5,,local-authority-eng:ROS,not owned by a public authority,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4003,permissioned,,POINT(-2.199426 53.703122),ROSBS010,,2016-06-17,brownfield-land/local-authority-eng/ROS/ROSBS010
