site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Broadway House, Trinity Place, Bexleyheath",yes,2018-11-27,2017-12-07,,0.14,18,18,"17/00967/PRIOR, Prior notification for the proposed change of use from Office Use (Class B1(a) on the first and second floors to provide 18 residential units (Class C3) comprising 2 x 2 bed and 16 x 1 bed self contained flats including provision of car parking and secure cycle parking.",local-authority-eng:BEX,not owned by a public authority,2017-05-26,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029F2BELI000,permissioned,other,POINT(0.139125 51.457807),BLR054,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Roxby House, 20-22 Station Road, Sidcup",yes,,2017-12-07,,0.104,20,20,"14/00459/PRIOR, Prior notification of change of use from Offices to residential comprising 20 flats.",local-authority-eng:BEX,not owned by a public authority,2014-04-25,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002703BELI000,permissioned,other,POINT(0.101778 51.427916),BLR055,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"221-225 Erith Road, Bexleyheath",yes,,2017-12-07,,0.634,28,28,"16/03252/PRIOR, Notification for Prior Approval for the proposed change of use from Office Use (Class B1(a)) to upto 28 residential units of accommodation.",local-authority-eng:BEX,owned by a public authority,2017-02-17,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002ACWBELI000,permissioned,other,POINT(0.152366 51.465722),BLR057,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Westminster House, 186-194 Broadway, Bexleyheath",yes,,2017-12-07,,0.109,47,47,"17/00988/PRIOR, Prior notification for a proposed change of use of a building from Office Use (Class B1(a)) to Residential use (Class C3) to provide 47 self contained units of accommodation comprising 1 on the ground floor, 20 on each of the first and second floors and 6 on the third floor.",local-authority-eng:BEX,owned by a public authority,2017-05-30,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029IDBELI000,permissioned,other,POINT(0.139959 51.457486),BLR061,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Land West Of Sedgemere Road And East Of Harrow Manorway, Abbey Wood",yes,,2017-12-07,,1.189,219,219,"16/01275/OUTM, Outline application for demolition of existing buildings and hardstanding, residential development of upto 219 units and upto 3225 sq metres of commercial floorspace (with flexible uses across classes A1-A4 (retail, financial and professional services, cafe and restaurants) and B1a (office) and D1 (community uses) and associated works including informal and formal open space; internal road network; landscaping; car and cycle parking and waste storage.",local-authority-eng:BEX,mixed ownership,2016-12-22,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=INA2KFBELI475,permissioned,outline planning permission,POINT(0.121793 51.492224),BLR074,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Land At Binsey Walk, Thamesmead",yes,,2017-12-07,,1.86,329,329,"16/01287/OUTM, Outline application for demolition of existing buildings and hard standing, residential development of up to 329 units and up to 1,050 sq metres of commercial floorspace (with flexible uses across classes A1 - A4 (retail, financial and professional services, café and restaurants) and B1a (office) and D1 (community uses) and D2 (Boat Club), with all matters reserved, and associated works including, informal and formal open space, internal road network; landscaping; car and cycle parking; waste storage.",local-authority-eng:BEX,mixed ownership,2016-12-22,http://pa.bexley.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O7OARLBE01D00,permissioned,outline planning permission,POINT(0.122391 51.499821),BLR076,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Former Linpac Site And Adjoining Warehouse, Richmer Road, Erith",yes,,2017-12-07,,5.75,336,336,"15/00370/OUTM, Outline application for re-development of the former Linpac Site comprising of up to 336 residential units in a mix of one, two, three and four bed houses and flats, up to 500 sqm of flexible A1/D1 floorspace, public open space (including children's playspace), associated landscaping and car parking.",local-authority-eng:BEX,not owned by a public authority,2016-10-13,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002AYLBELI000,permissioned,outline planning permission,POINT(0.187273 51.471883),BLR077,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Land At Coralline Walk, Harrow Manorway, Abbey Wood",yes,,2017-12-07,,3.03,549,549,"16/01288/OUTM, Outline application for demolition of existing buildings and hardstanding, residential development of upto 549 units and upto 3225 sq. metres of commercial floorspace (with flexible uses across Classes A1 - A4 (Retail, financial and professional services, cafe and restaurants) and B1a (office) and D1 (community uses) and associated works including informal and formal open space; internal road network; landscaping; car and cycle parking and waste storage.",local-authority-eng:BEX,not owned by a public authority,2016-12-22,http://pa.bexley.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O7OHI6BE00Q00,permissioned,outline planning permission,POINT(0.122348 51.495181),BLR080,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Lamorbey Baths, 155-159 Station Road, Sidcup",,,2017-12-07,,0.15,10,10,", See Lamorbey Planning Brief (2007)",local-authority-eng:BEX,not owned by a public authority,,http://pa.bexley.gov.uk/online-applications/spatialDisplay.do?action=display&searchType=Application,not permissioned,,POINT(0.101444 51.435457),BLR089,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
74 Crayford Road,yes,2018-02-21,2018-12-15,,0.29161,33,33,"17040068, 13/00972/FULM, 16/01415/FULM, Erection of a part 4/part 5 storey building to provide 33 residential dwellings, comprising 7 x 1 bed, 21 x 2 bed and 5 x 3 bed flats including new vehicular access with basement parking associated works and amenity space.",local-authority-eng:BEX,not owned by a public authority,2017-07-14,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0025AMBELI000,permissioned,full planning permission,POINT(0.183747 51.449656),BLR192,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"GT Print London Heron Hill, Belvedere",,,2017-12-07,,0.07,8,8,"Lapsed permission 11/00688/FUL01, Demolition of one existing building and development with integration of remaining buildings creating a three storey building comprising of 6x1 bedroom and 2x2 bedroom flats with amenity space, refuse and 5 parking spaces.",local-authority-eng:BEX,not owned by a public authority,,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0028CHBELI000,not permissioned,,POINT(0.14299 51.484985),BLR226,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Land adjacent 98 Milton Road, Belvedere",,,2018-12-15,,0.06,5,5,"Lapsed permission 08/09365/FUL, 17/01246/FUL, Erection of three storey building comprising 3 x 2 bedroom and 2 x 1 bedroom apartments with 5 parking spaces and amenity space.",local-authority-eng:BEX,not owned by a public authority,,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0007HBBELI000,not permissioned,,POINT(0.146992 51.4877),BLR227,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2017-12-07
"Unit 2a, 2b, 2 And 4 Rectory Business Centre, Rectory Lane",yes,2019-09-05,2018-12-15,,0.043,5,5,"18/01104/FUL, Alterations and conversion of ground and first floors to provide 5 additional flats comprising 2 studio, 2 x 1 bed and 1 x 2 bed flats with associated parking.",local-authority-eng:BEX,not owned by a public authority,2018-08-09,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0025XVBELI000,permissioned,full planning permission,POINT(0.107753 51.424211),BLR228,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"4 And 4a, Bellegrove Road",yes,,2018-12-15,,0.063,7,7,"17/02049/FUL, Alterations including formation of front entrance, conversion of first and second floors and single storey rear extension to provide 1 studio flat, 1 x 1 bed and 5 x 2 bed flats with associated refuse and cycle storage.",local-authority-eng:BEX,not owned by a public authority,2017-12-20,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OV8ED3BEKXF00&activeTab=summary&previousCaseNumber=17%2F02049%2FFUL&keyVal=0027Q3BELI000,permissioned,full planning permission,POINT(0.107195 51.462738),BLR231,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"298, Broadway",yes,2019-08-16,2018-12-15,,0.068,8,8,"18/00405/PRIOR, Prior notification for the change of use from offices (Class B1) to residential comprising 6 x 1 bed and 2 x 2 bed flats (Class C3)",local-authority-eng:BEX,not owned by a public authority,2018-04-19,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029VNBELI000,permissioned,full planning permission,POINT(0.133881 51.458298),BLR232,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"302, Broadway",yes,,2018-12-15,,0.033,9,9,"17/02910/PRIOR, Notification for prior approval for a proposed change of use from offices (Class B1(a)) to 5 x 2 bed and 4 x 1 bed self contained flats (Class C3).",local-authority-eng:BEX,not owned by a public authority,2018-01-09,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029RPBELI000,permissioned,other,POINT(0.133511 51.458386),BLR233,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"Progressive House, 2, Maidstone Road",yes,2018-10-08,2018-12-15,,0.167,30,30,"18/00685/PRIOR, Prior Notification for change of use of building from Offices (Class B1(a)) to 27 x 1 bed, 1 x 2 bed and 2 studio flats (Class C3)",local-authority-eng:BEX,not owned by a public authority,2018-05-22,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002FJ6BELI000,permissioned,other,POINT(0.12034 51.417401),BLR234,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"River House 1, Maidstone Road",yes,,2019-10-31,,1.144,30,30,"19/01300/PRIOR, Notification for Prior Approval for the proposed change of use from Office Use (Class B1(a)) to provide 15 x 1 and 15 x 2 bed self contained flats with provision of car parking and secure cycle storage. 18/02069/FULM, Construction of a new link detached 4 storey office building, with ground floor office infill area under existing building, with third floor extension to form nine x 2 bed residential apartments, with associated parking and refuse collection facilities.",local-authority-eng:BEX,not owned by a public authority,2019-07-23,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LM3QVSBE00500,permissioned,other,POINT(0.120796 51.418238),BLR235,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"Coach And Horses 35, North Cray Road",yes,2019-02-08,2018-12-15,,0.061,5,5,"18/02281/FUL, Conversion and extensions to form six apartments 2 x 2 bedroom and 4 x 1 bedroom apartments with associated parking, amenity space, cycle and bin storage.",local-authority-eng:BEX,not owned by a public authority,2018-10-04,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000CR6BELI000,permissioned,full planning permission,POINT(0.152265 51.438429),BLR236,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"1 - 29, Redbourne Drive",yes,,2018-12-15,,0.038,5,5,"17/00963/FUL, Erection of additional storey to provide 3 x 2 bed and 2 x 1 bed flats.",local-authority-eng:BEX,not owned by a public authority,2017-11-13,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LB7PVWBE00501,permissioned,full planning permission,POINT(0.128035 51.511471),BLR237,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"39 - 69, Welling High Street",yes,,2018-12-15,,0.062,10,10,"17/02046/FULM, Erection of two additional storey's over existing building to provide 10 new residential units, two extensions to the rear to provide lifts shafts and stairs to all levels.. Refurbishment of the existing parade and facades together with provision of associated parking spaces, landscaping, refuse and cycle storage.",local-authority-eng:BEX,not owned by a public authority,2018-05-02,http://pa.bexley.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OV8EC1BEKXC00,permissioned,full planning permission,POINT(0.111272 51.46217),BLR238,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"86, Crayford Road",yes,,2019-10-31,,0.052,7,7,"19/00320/FUL, Demolition of existing dwelling and the erection of a part four part five storey residential block comprising 7 x 2 bed self-contained flats with associated car parking, cycle and waste storage.",local-authority-eng:BEX,not owned by a public authority,2019-05-22,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0025D9BELI000,permissioned,full planning permission,POINT(0.18241 51.449904),BLR239,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"107 - 113, Central Avenue",yes,,2018-12-15,,0.025,7,7,"18/01813/FUL, Demolition of the existing building and erection of a part two/part three storey building to provide seven flats comprising 3 x 1 bed and 4 x 2 bed flats with provision of parking and associated works.",local-authority-eng:BEX,not owned by a public authority,2018-09-28,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NYZK60BE0MU01,permissioned,full planning permission,POINT(0.100785 51.468302),BLR241,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"70, Blackfen Road",yes,2019-05-15,2018-12-15,,0.082,6,6,"17/02331/FUL, Demolition of existing dwelling and erection of a part-two/part- three storey building to provide five x 2-bedroom and two x 1-bedroom flats with associated parking.",local-authority-eng:BEX,not owned by a public authority,2018-01-19,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001FJNBELI000,permissioned,full planning permission,POINT(0.091234 51.451494),BLR243,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"2c, Devonshire Road",yes,,2018-12-15,,0.057,8,8,"17/01247/FUL, Demolition of existing building and excavation works to provide a 4 storey building comprising 4 x 1 bed and 4 x 2 bed flats with associated parking, amenity space, waste and refuse storage and bicycle storage.",local-authority-eng:BEX,not owned by a public authority,2018-01-19,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00017JBELI000,permissioned,full planning permission,POINT(0.133733 51.457599),BLR244,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"21a, Welling High Street",yes,2019-02-26,2018-12-15,,0.065,8,8,"17/01167/FUL, Demolition of exisitng buildings on the site and re-development to provide one block of 8 residential units comprising 6 x 2 bed and 2 x 3 bed flats with undercroft car parking and cycle storage.",local-authority-eng:BEX,not owned by a public authority,2017-11-16,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=J5WD0OBE30001,permissioned,full planning permission,POINT(0.112497 51.462192),BLR245,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"Garages Between 164 - 166, Hurstwood Avenue",yes,,2018-12-15,,0.284,8,8,"16/01231/FUL, Demolition of existing garages and replacement with residential development of 8 residential dwellings comprising 2 x 3 bed detached houses, 4 x 2 bed semi-detached houses and 2 x 2 bed bungalows with associated parking and landscaping.",local-authority-eng:BEX,not owned by a public authority,2017-12-20,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=O8K7Q0BE0MU01,permissioned,full planning permission,POINT(0.177444 51.469853),BLR246,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
"Tanyard House, Tanyard Lane",yes,,2018-12-15,,0.105,10,10,"16/03071/FULM, Demolition of existing buildings and erection of 10 residential units of accommodation comprising 2 x 3 bed and 4 x 4 bed townhouses and a two storey building to provide 4 x 1 bed apartments with associated parking and amenity space.",local-authority-eng:BEX,not owned by a public authority,2018-08-16,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IVI52UBE30000,permissioned,full planning permission,POINT(0.148975 51.440693),BLR247,https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,2018-12-15
