site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
171-173 STATION ROAD BURNHAM-ON-CROUCH,yes,,,,0.06,7,7,"Retention of exitsing retail frontage and unit at 173 station road, but with a reduced floor area. Conversion of 171 station road to 7 self-contained flats. Retention and refurbishment of brick outbuilding to accommodate residential accomodation.. Retention of exitsing retail frontage and unit at 173 station road, but with a reduced floor area. Conversion of 171 station road to 7 self-contained flats. Retention and refurbishment of brick outbuilding to accommodate residential accomodation.",,not owned by a public authority,2016-06-17,https://publicaccess.maldon.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0002O0OWLI000,permissioned,full planning permission,POINT(0.815372 51.626186),MDCBLR001,,,
THE OLD ENGINE SHED STATION ROAD MALDON,yes,,,,0.27,20,20,At first floor level it is proposed that there be B1 offices (638 sq metres) with 20 two bedroomed apartments at second and third floor levels with 40% affordable housing.. At first floor level it is proposed that there be B1 offices (638 sq metres) with 20 two bedroomed apartments at second and third floor levels with 40% affordable housing.,,not owned by a public authority,2017-02-16,https://publicaccess.maldon.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001532OWLI000,permissioned,outline planning permission,POINT(0.748803 51.766112),MDCBLR003,,,
SADDS WHARFS STATION ROAD MALDON,yes,,,,2.07,93,93,"Mixed use development comprising 93 residential units (mix of 1, 2 and 3 bedroom apartments and houses), Office accomodation (1480msq Class B1 Business units) and Leisure accomodation (680msq Classes A3, A4, A5 and D1 restaurants, Public House, bars, take-a-ways and non-residential institutions i.e health centre, creche, day nurseries, museum, libaries, place of worship or non-residetial education). Mixed use development comprising 93 residential units (mix of 1, 2 and 3 bedroom apartments and houses), Office accomodation (1480msq Class B1 Business units) and Leisure accomodation (680msq Classes A3, A4, A5 and D1 restaurants, Public House, bars, take-a-ways and non-residential institutions i.e health centre, creche, day nurseries, museum, libaries, place of worship or non-residetial education)",,not owned by a public authority,2012-11-30,https://publicaccess.maldon.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010DZOWLI000,permissioned,full planning permission,POINT(0.748803 51.766112),MDCBLR005,,,
HEYBRIDGE SWIFTS SCARLEY ROAD MALDON,yes,,,,0.3,101,101,,,not owned by a public authority,,,Not permissioned,Application Refused/Rejected,POINT(0.708253 51.749031),MDCBLR006,,,
WORKSHOP FORMER HUNTERS GARAGE THE SQUARE HEYBRIDGE,yes,,,,0.1,9,9,Erection of 9 no dwellings and two commercial units (A2). Erection of 9 no dwellings and two commercial units (A2),,not owned by a public authority,2018-01-18,https://publicaccess.maldon.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010DZOWLI000,permissioned,full planning permission,POINT(0.6843 51.741154),MDCBLR007,,,
62 NEW ROAD TOLLESBURY,yes,,,,0.39,10,10,"Development of 10, 2 and 3 bedroom houses. Development of 10, 2 and 3 bedroom houses",,not owned by a public authority,2017-10-31,https://publicaccess.maldon.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010DZOWLI000,permissioned,full planning permission,POINT(0.834571 51.759694),MDCBLR008,,,
