site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Ex-garage site at Naseby Square/ Newcombe St., M'k't Harborough",yes,,2017-11-07,,0.46,16,11,,local-authority-eng:HAO,,,,not permissioned,,POINT(-0.921711 52.47216),A/MH/HSG/46,,2017-11-07,brownfield-land/local-authority-eng/HAO/A-MH-HSG-46
"Former Travis Perkins site, Clarence Street, M'k't Harborough",yes,,2017-11-07,,0.38,44,44,Application (ref 17/00686/FUL) for erection of 44 retirement living apartments,local-authority-eng:HAO,not owned by a public authority,,,pending decision,,POINT(-0.91363 52.479019),A/MH/HSG/58,,2017-11-07,brownfield-land/local-authority-eng/HAO/A-MH-HSG-58
"Former Harboro' Rubber site, 124 - 128, St Mary's Rd, M'k't Harborough",yes,,2017-11-07,,0.43,46,46,Application for 3 sites (ref 16/01663/FUL) for 73 houses & apartments + change of use of vacant flour mill to offices,local-authority-eng:HAO,not owned by a public authority,,,pending decision,,POINT(-0.912931 52.4781),A/MH/HSG/59,,2017-11-07,brownfield-land/local-authority-eng/HAO/A-MH-HSG-59
West of footbridge Rockingham Road M'k't Harborough,,,2017-11-07,,0.14,28,28,Application for 3 sites (ref 16/01663/FUL) for 73 houses & apartments + change of use of vacant flour mill to offices,local-authority-eng:HAO,not owned by a public authority,,,pending decision,,,,,2017-11-07,
"Merrie Monk, 38 Station Road, Dunton Bassett",yes,,2017-11-07,,0.18,2,2,Permission (ref 16/01978/FUL) for one pair of semi-detached dwellings (Resubmission of 14/00367/FUL),local-authority-eng:HAO,not owned by a public authority,2014-05-24,https://pa2.harborough.gov.uk/online-applications/applicationDetails.do?keyVal=OHTDH7HWGJ000&activeTab=summary,permissioned,full planning permission,POINT(-1.186091 52.512244),A/DB/HSG/03,,2017-11-07,brownfield-land/local-authority-eng/HAO/A-DB-HSG-03
"Old Station Yard, Rockingham Rd, n'r Great Easton",yes,,2017-11-07,,0.96,28,28,Permission (ref 13/00621/OUT) refused because site removed from the settlement boundary in open countryside,local-authority-eng:HAO,not owned by a public authority,,,not permissioned,,,,,2017-11-07,
"Midland Handling Equipment Ltd., Stretton Road, Great Glen",,,2017-11-07,,0.75,8,8,Lapsed planning consent (ref. 05/01168/FUL) for 8 units.,local-authority-eng:HAO,,,,not permissioned,,,RC014/10,,2017-11-07,brownfield-land/local-authority-eng/HAO/RC014-10
"Land at Fishers Farm, Main Street, Foxton",,,2017-11-07,,0.75,12,12,Application (ref 16/01459/OUT) for development of up to 12 dwellings,local-authority-eng:HAO,not owned by a public authority,,https://pa2.harborough.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,,,,2017-11-07,
"Garden Centre adjacent to 80 Dunton Road, Broughton Astley",,,2017-11-07,yes,,8,8,,local-authority-eng:HAO,not owned by a public authority,,https://pa2.harborough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O0YCLBHWGJ000,pending decision,,,,,2017-11-07,
"Self Unlimited East Midlands Region, Melton Road, Shangton",,,2017-11-07,,,27,27,Permission (ref 16/00034/OUT) for up to 27 dwellings with associated garages etc.,local-authority-eng:HAO,not owned by a public authority,2017-04-07,https://pa2.harborough.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,outline planning permission,,,,2017-11-07,
"Clover Court, Hearth Street, Market Harborough",,,2017-11-07,,0.26,11,11,Permission (ref 15/01342/FUL) for demolition of sheltered housing scheme and erection of 11 bungalows,local-authority-eng:HAO,not owned by a public authority,2015-12-02,https://pa2.harborough.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NTSVD2HWGJ000,permissioned,full planning permission,,,,2017-11-07,
"7 - 35 Knights Close, Billesdon",,,2017-11-07,,0.44,18,18,Permission (ref 15/01127/FUL) for 18 units of affordable housing on site of sheltered accommodation,local-authority-eng:HAO,owned by a public authority,2015-10-08,https://pa2.harborough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NRZA32HWGJ000,permissioned,full planning permission,,,,2017-11-07,
"Former railway station, Station Street, Kibworth Beauchamp",,,2017-11-07,,0.67,26,26,Permission (ref 15/00787/FUL) for proposed erection of 26 dwellings,local-authority-eng:HAO,not owned by a public authority,2016-04-28,https://pa2.harborough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NP23XGHWGJ000,permissioned,full planning permission,,,,2017-11-07,
"Car/lorry park, Gaulby Road, Billesdon",,,2017-11-07,yes,0.22,7,7,Site forms access to a larger site subject to withdrawn proposal (ref. 12/01783/FUL) for 70 units on greenfield site,local-authority-eng:HAO,not owned by a public authority,,,not permissioned,,POINT(-0.940383 52.612865),A/BL/HSG/02,,2017-11-07,brownfield-land/local-authority-eng/HAO/A-BL-HSG-02
